Settore,Numero_Aziende,Percentuale_Totale,Comune
Servizi,58,10.7,Aritzo
Amministrazione,29,25.7,Aritzo
Altro,46,16.9,Aritzo
Industrie,267,1.0867,Atessa
Servizi,248,47.4,Atessa
Amministrazione,49,92.3,Atessa
Altro,272,0.1261,Atessa
Industrie,64,49.9,Rocca San Casciano
Servizi,52,15.1,Rocca San Casciano
Amministrazione,24,9.2,Rocca San Casciano
Altro,60,17.0,Rocca San Casciano
Industrie,69,46.3,Grosio
Servizi,68,12.6,Grosio
Amministrazione,20,16.8,Grosio
Altro,69,27.1,Grosio
Industrie,384,0.2791,Piombino Dese
Servizi,173,48.6,Piombino Dese
Amministrazione,34,35.8,Piombino Dese
Altro,176,64.5,Piombino Dese
Industrie,47,23.2,Settimo Vittone
Servizi,32,8.2,Settimo Vittone
Amministrazione,14,6.0,Settimo Vittone
Altro,44,12.5,Settimo Vittone
Industrie,713,0.6721,Rovereto
Servizi,849,0.2752,Rovereto
Amministrazione,346,0.564,Rovereto
Altro,1047,0.5422,Rovereto
Industrie,76,60.9,Castel Sant'Elia
Servizi,63,11.2,Castel Sant'Elia
Amministrazione,25,5.2,Castel Sant'Elia
Altro,39,8.7,Castel Sant'Elia
Industrie,65,15.9,Deliceto
Servizi,85,14.3,Deliceto
Amministrazione,38,13.8,Deliceto
Altro,76,19.6,Deliceto
Industrie,13,4.0,Pelugo
Servizi,6,1.3,Pelugo
Amministrazione,4,0.4,Pelugo
Altro,9,2.7,Pelugo
Industrie,18,5.5,Forenza
Servizi,64,7.4,Forenza
Amministrazione,19,6.0,Forenza
Altro,50,11.8,Forenza
Industrie,44,43.0,Rotondella
Servizi,43,6.3,Rotondella
Amministrazione,14,25.2,Rotondella
Altro,57,18.6,Rotondella
Industrie,12,3.7,Motta de' Conti
Servizi,9,1.7,Motta de' Conti
Amministrazione,6,7.0,Motta de' Conti
Altro,10,2.4,Motta de' Conti
Industrie,59,16.6,Giovo
Servizi,27,5.5,Giovo
Amministrazione,31,7.0,Giovo
Altro,31,11.0,Giovo
Industrie,1,2.6,Carentino
Servizi,4,0.9,Carentino
Amministrazione,1,0.2,Carentino
Altro,7,1.7,Carentino
Industrie,11,4.5,Molini di Triora
Servizi,25,5.2,Molini di Triora
Amministrazione,5,0.7,Molini di Triora
Altro,6,0.6,Molini di Triora
Industrie,80,20.3,Moneglia
Servizi,85,13.3,Moneglia
Amministrazione,17,8.3,Moneglia
Altro,118,39.3,Moneglia
Industrie,127,52.3,Portici
Servizi,1300,0.1872,Portici
Amministrazione,169,0.2476,Portici
Altro,1360,0.3087,Portici
Industrie,25,5.7,Castelcivita
Servizi,71,8.9,Castelcivita
Amministrazione,8,6.1,Castelcivita
Altro,37,8.9,Castelcivita
Industrie,88,51.9,Vandoies
Servizi,28,6.7,Vandoies
Amministrazione,44,14.9,Vandoies
Altro,62,17.9,Vandoies
Industrie,566,0.3218999999999999,Colle di Val d'Elsa
Servizi,427,0.1014999999999999,Colle di Val d'Elsa
Amministrazione,103,64.9,Colle di Val d'Elsa
Altro,485,0.1362,Colle di Val d'Elsa
Industrie,15,3.6,Vadena
Servizi,11,2.9,Vadena
Amministrazione,12,23.7,Vadena
Altro,22,11.6,Vadena
Industrie,405,0.1717,Pergine Valsugana
Servizi,382,0.1183,Pergine Valsugana
Amministrazione,174,0.1686,Pergine Valsugana
Altro,382,0.1553,Pergine Valsugana
Industrie,1052,0.5018,Trani
Servizi,1157,0.2191,Trani
Amministrazione,164,0.1828,Trani
Altro,881,0.247,Trani
Industrie,26,35.2,Borgo Val di Taro
Servizi,244,47.2,Borgo Val di Taro
Amministrazione,64,55.1,Borgo Val di Taro
Altro,325,97.4,Borgo Val di Taro
Industrie,41,17.8,Ponte in Valtellina
Servizi,34,6.8,Ponte in Valtellina
Amministrazione,18,16.0,Ponte in Valtellina
Altro,45,18.0,Ponte in Valtellina
Industrie,45,52.8,Castelnovo ne' Monti
Servizi,279,63.9,Castelnovo ne' Monti
Amministrazione,54,80.5,Castelnovo ne' Monti
Altro,424,0.1385,Castelnovo ne' Monti
Industrie,234,77.6,Policoro
Servizi,337,76.8,Policoro
Amministrazione,13,39.3,Policoro
Altro,340,0.1534,Policoro
Industrie,8,2.4,San Massimo
Servizi,19,3.0,San Massimo
Amministrazione,9,1.9,San Massimo
Altro,27,7.7,San Massimo
Industrie,75,24.6,Nova Siri
Servizi,143,27.5,Nova Siri
Amministrazione,42,21.5,Nova Siri
Altro,177,45.0,Nova Siri
Industrie,321,0.236,Roncade
Servizi,228,54.7,Roncade
Amministrazione,49,33.2,Roncade
Altro,239,90.0,Roncade
Industrie,37,14.1,Selva di Progno
Servizi,8,1.7,Selva di Progno
Amministrazione,19,14.0,Selva di Progno
Altro,28,6.5,Selva di Progno
Industrie,210,0.1437999999999999,San Giorgio di Piano
Servizi,144,46.7,San Giorgio di Piano
Amministrazione,35,40.4,San Giorgio di Piano
Altro,181,66.2,San Giorgio di Piano
Industrie,44,30.0,Dobbiaco
Servizi,55,16.5,Dobbiaco
Amministrazione,53,19.5,Dobbiaco
Altro,196,49.8,Dobbiaco
Industrie,267,0.1888,Collesalvetti
Servizi,368,97.3,Collesalvetti
Amministrazione,91,66.3,Collesalvetti
Altro,281,0.1127999999999999,Collesalvetti
Industrie,128,53.1,Montese
Servizi,95,20.4,Montese
Amministrazione,26,11.3,Montese
Altro,104,31.7,Montese
Industrie,5,1.8,Chiusaforte
Servizi,22,3.5,Chiusaforte
Amministrazione,11,2.6,Chiusaforte
Altro,29,18.4,Chiusaforte
Industrie,11,3.3,Careggine
Servizi,5,0.5,Careggine
Amministrazione,4,0.5,Careggine
Altro,16,2.6,Careggine
Industrie,13,4.9,Gildone
Servizi,16,2.7,Gildone
Amministrazione,5,3.8,Gildone
Altro,6,0.6,Gildone
Industrie,22,5.6,Aliano
Servizi,54,6.7,Aliano
Amministrazione,10,5.3,Aliano
Altro,27,7.2,Aliano
Industrie,100,90.0,Diano d'Alba
Servizi,115,30.2,Diano d'Alba
Amministrazione,18,16.6,Diano d'Alba
Altro,64,22.1,Diano d'Alba
Industrie,75,49.4,Pieve Santo Stefano
Servizi,74,17.0,Pieve Santo Stefano
Amministrazione,51,39.6,Pieve Santo Stefano
Altro,113,37.3,Pieve Santo Stefano
Industrie,6,2.1,Elva
Servizi,3,0.7,Elva
Amministrazione,2,0.2,Elva
Altro,0,0.0,Elva
Industrie,1,2.6,Usseglio
Servizi,3,0.7,Usseglio
Amministrazione,11,1.9,Usseglio
Altro,12,3.5,Usseglio
Industrie,320,0.1778,Capriolo
Servizi,155,38.0,Capriolo
Amministrazione,25,24.7,Capriolo
Altro,171,65.3,Capriolo
Industrie,173,0.1099,Strambino
Servizi,122,28.8,Strambino
Amministrazione,38,16.3,Strambino
Altro,144,40.7,Strambino
Industrie,8,4.9,Rivalba
Servizi,17,3.3,Rivalba
Amministrazione,6,1.4,Rivalba
Altro,17,4.0,Rivalba
Industrie,173,69.8,Loreto Aprutino
Servizi,171,32.2,Loreto Aprutino
Amministrazione,42,23.8,Loreto Aprutino
Altro,143,43.5,Loreto Aprutino
Industrie,27,18.7,Grizzana Morandi
Servizi,67,14.1,Grizzana Morandi
Amministrazione,27,12.7,Grizzana Morandi
Altro,106,34.5,Grizzana Morandi
Industrie,14,9.4,Zavattarello
Servizi,55,6.9,Zavattarello
Amministrazione,7,4.2,Zavattarello
Altro,28,9.0,Zavattarello
Industrie,82,26.0,Roggiano Gravina
Servizi,147,21.0,Roggiano Gravina
Amministrazione,14,33.5,Roggiano Gravina
Altro,100,26.1,Roggiano Gravina
Industrie,151,44.8,San Costanzo
Servizi,96,13.9,San Costanzo
Amministrazione,21,21.6,San Costanzo
Altro,69,18.2,San Costanzo
Industrie,32,20.1,Santa Cristina e Bissone
Servizi,31,5.4,Santa Cristina e Bissone
Amministrazione,14,5.7,Santa Cristina e Bissone
Altro,41,9.5,Santa Cristina e Bissone
Industrie,162,56.5,San Giovanni Gemini
Servizi,251,45.7,San Giovanni Gemini
Amministrazione,28,65.8,San Giovanni Gemini
Altro,163,44.7,San Giovanni Gemini
Industrie,134,40.9,Manciano
Servizi,202,39.7,Manciano
Amministrazione,57,38.0,Manciano
Altro,209,69.9,Manciano
Industrie,50,16.0,Monte Porzio Catone
Servizi,171,26.0,Monte Porzio Catone
Amministrazione,22,21.8,Monte Porzio Catone
Altro,158,50.0,Monte Porzio Catone
Industrie,72,33.9,Moscufo
Servizi,48,9.8,Moscufo
Amministrazione,19,13.6,Moscufo
Altro,39,11.7,Moscufo
Industrie,79,18.8,Soverato
Servizi,297,45.1,Soverato
Amministrazione,51,0.1167,Soverato
Altro,336,67.6,Soverato
Industrie,5,0.9,Vallerotonda
Servizi,49,6.2,Vallerotonda
Amministrazione,14,10.4,Vallerotonda
Altro,27,5.7,Vallerotonda
Industrie,15,5.2,Stignano
Servizi,18,2.9,Stignano
Amministrazione,9,4.1,Stignano
Altro,27,5.7,Stignano
Industrie,21,5.8,Sant'Ilario dello Ionio
Servizi,26,3.7,Sant'Ilario dello Ionio
Amministrazione,10,5.2,Sant'Ilario dello Ionio
Altro,23,5.0,Sant'Ilario dello Ionio
Industrie,6,1.7,Paspardo
Servizi,9,1.9,Paspardo
Amministrazione,3,0.5,Paspardo
Altro,8,2.5,Paspardo
Industrie,29,13.3,Fogliano Redipuglia
Servizi,44,10.7,Fogliano Redipuglia
Amministrazione,20,30.7,Fogliano Redipuglia
Altro,43,15.8,Fogliano Redipuglia
Industrie,68,57.2,Pagazzano
Servizi,23,4.3,Pagazzano
Amministrazione,14,3.7,Pagazzano
Altro,26,9.3,Pagazzano
Industrie,464,0.2326,Bresso
Servizi,504,0.1844,Bresso
Amministrazione,74,48.3,Bresso
Altro,616,0.1852,Bresso
Industrie,76,48.1,Barzana
Servizi,32,5.8,Barzana
Amministrazione,11,6.6,Barzana
Altro,26,7.0,Barzana
Industrie,16,6.8,Castorano
Servizi,53,9.9,Castorano
Amministrazione,14,19.4,Castorano
Altro,37,11.6,Castorano
Industrie,49,27.0,Cornedo all'Isarco
Servizi,28,7.1,Cornedo all'Isarco
Amministrazione,66,15.5,Cornedo all'Isarco
Altro,152,42.7,Cornedo all'Isarco
Industrie,50,16.6,Scerni
Servizi,69,11.5,Scerni
Amministrazione,19,17.8,Scerni
Altro,61,16.1,Scerni
Industrie,13,5.0,Barbona
Servizi,9,1.7,Barbona
Amministrazione,1,0.3,Barbona
Altro,5,1.5,Barbona
Industrie,50,18.4,Santa Maria la Longa
Servizi,23,5.2,Santa Maria la Longa
Amministrazione,29,12.6,Santa Maria la Longa
Altro,53,17.9,Santa Maria la Longa
Industrie,33,76.3,Malgesso
Servizi,9,3.2,Malgesso
Amministrazione,6,4.9,Malgesso
Altro,12,2.6,Malgesso
Industrie,24,44.7,Mariglianella
Servizi,88,14.0,Mariglianella
Amministrazione,12,15.3,Mariglianella
Altro,127,32.7,Mariglianella
Industrie,26,5.5,Carate Urio
Servizi,9,1.2,Carate Urio
Amministrazione,4,0.8,Carate Urio
Altro,39,5.3,Carate Urio
Industrie,70,48.8,Corbola
Servizi,44,8.3,Corbola
Amministrazione,13,9.2,Corbola
Altro,32,11.0,Corbola
Industrie,207,68.0,Sant'Agata di Militello
Servizi,361,68.7,Sant'Agata di Militello
Amministrazione,91,0.1558,Sant'Agata di Militello
Altro,294,89.7,Sant'Agata di Militello
Industrie,43,6.6,San Pietro a Maida
Servizi,109,14.4,San Pietro a Maida
Amministrazione,13,13.1,San Pietro a Maida
Altro,91,10.2,San Pietro a Maida
Industrie,12,3.1,Seui
Servizi,36,5.3,Seui
Amministrazione,20,24.9,Seui
Altro,26,6.4,Seui
Industrie,59,21.0,Pietralunga
Servizi,54,9.4,Pietralunga
Amministrazione,21,7.5,Pietralunga
Altro,54,15.4,Pietralunga
Industrie,10,4.2,Santo Stefano in Aspromonte
Servizi,44,6.8,Santo Stefano in Aspromonte
Amministrazione,9,9.5,Santo Stefano in Aspromonte
Altro,21,3.8,Santo Stefano in Aspromonte
Industrie,78,0.2122,Cittaducale
Servizi,111,50.5,Cittaducale
Amministrazione,22,69.8,Cittaducale
Altro,204,85.0,Cittaducale
Industrie,15,3.4,Montelparo
Servizi,18,2.1,Montelparo
Amministrazione,16,7.2,Montelparo
Altro,13,1.4,Montelparo
Industrie,181,0.1162,Quarto d'Altino
Servizi,166,54.0,Quarto d'Altino
Amministrazione,42,19.0,Quarto d'Altino
Altro,180,78.8,Quarto d'Altino
Industrie,50,44.8,Arena Po
Servizi,24,6.6,Arena Po
Amministrazione,13,8.5,Arena Po
Altro,34,10.4,Arena Po
Industrie,24,5.0,Mirabello Sannitico
Servizi,15,2.4,Mirabello Sannitico
Amministrazione,11,3.7,Mirabello Sannitico
Altro,23,3.6,Mirabello Sannitico
Industrie,40,0.1044,Quattordio
Servizi,31,8.5,Quattordio
Amministrazione,13,4.4,Quattordio
Altro,36,9.5,Quattordio
Industrie,156,91.0,Cura Carpignano
Servizi,55,16.4,Cura Carpignano
Amministrazione,8,3.2,Cura Carpignano
Altro,60,29.6,Cura Carpignano
Industrie,28,6.2,San Lorenzo del Vallo
Servizi,56,8.5,San Lorenzo del Vallo
Amministrazione,6,7.9,San Lorenzo del Vallo
Altro,39,9.6,San Lorenzo del Vallo
Industrie,131,52.4,Falerone
Servizi,135,22.8,Falerone
Amministrazione,34,14.8,Falerone
Altro,89,22.8,Falerone
Industrie,26,16.2,San Raffaele Cimena
Servizi,55,11.8,San Raffaele Cimena
Amministrazione,11,3.7,San Raffaele Cimena
Altro,79,18.3,San Raffaele Cimena
Industrie,83,64.3,Piedimulera
Servizi,43,10.6,Piedimulera
Amministrazione,13,2.8,Piedimulera
Altro,51,20.3,Piedimulera
Industrie,22,27.9,Conza della Campania
Servizi,14,1.6,Conza della Campania
Amministrazione,9,4.1,Conza della Campania
Altro,37,8.3,Conza della Campania
Industrie,84,35.7,Colli del Tronto
Servizi,62,13.7,Colli del Tronto
Amministrazione,17,6.4,Colli del Tronto
Altro,59,17.3,Colli del Tronto
Industrie,167,55.0,Vallo della Lucania
Servizi,350,59.8,Vallo della Lucania
Amministrazione,34,0.1282,Vallo della Lucania
Altro,322,0.3713,Vallo della Lucania
Industrie,131,95.5,Fagagna
Servizi,123,28.2,Fagagna
Amministrazione,42,18.4,Fagagna
Altro,155,58.9,Fagagna
Industrie,46,20.6,Gressan
Servizi,54,12.1,Gressan
Amministrazione,27,8.6,Gressan
Altro,150,37.0,Gressan
Industrie,18,6.1,Balestrino
Servizi,11,2.3,Balestrino
Amministrazione,5,0.5,Balestrino
Altro,11,3.2,Balestrino
Industrie,34,9.3,Cadegliano-Viconago
Servizi,10,1.8,Cadegliano-Viconago
Amministrazione,9,17.0,Cadegliano-Viconago
Altro,26,11.0,Cadegliano-Viconago
Industrie,57,30.0,Comezzano-Cizzago
Servizi,38,7.6,Comezzano-Cizzago
Amministrazione,10,4.1,Comezzano-Cizzago
Altro,30,8.6,Comezzano-Cizzago
Industrie,5,1.3,Chianche
Servizi,9,1.9,Chianche
Amministrazione,5,3.7,Chianche
Altro,17,4.3,Chianche
Industrie,19,12.1,Ameglia
Servizi,121,27.0,Ameglia
Amministrazione,25,15.0,Ameglia
Altro,165,33.2,Ameglia
Industrie,8,19.9,Brissago-Valtravaglia
Servizi,18,4.4,Brissago-Valtravaglia
Amministrazione,6,5.6,Brissago-Valtravaglia
Altro,29,6.1,Brissago-Valtravaglia
Industrie,89,32.4,Ne
Servizi,30,6.1,Ne
Amministrazione,17,11.4,Ne
Altro,58,18.3,Ne
Industrie,38,7.4,Trevignano Romano
Servizi,111,20.8,Trevignano Romano
Amministrazione,10,12.4,Trevignano Romano
Altro,92,24.0,Trevignano Romano
Industrie,39,16.1,Sicignano degli Alburni
Servizi,69,12.1,Sicignano degli Alburni
Amministrazione,10,8.2,Sicignano degli Alburni
Altro,81,19.3,Sicignano degli Alburni
Industrie,50,18.8,Cogne
Servizi,72,11.6,Cogne
Amministrazione,33,10.6,Cogne
Altro,137,56.8,Cogne
Industrie,9,3.1,Missanello
Servizi,9,1.8,Missanello
Amministrazione,5,1.2,Missanello
Altro,17,4.8,Missanello
Industrie,2,0.6,Nespolo
Servizi,6,1.1,Nespolo
Amministrazione,3,10.2,Nespolo
Altro,5,1.4,Nespolo
Industrie,48,28.2,Ausonia
Servizi,45,8.9,Ausonia
Amministrazione,10,27.0,Ausonia
Altro,57,12.9,Ausonia
Industrie,2,0.5,Cossombrato
Servizi,5,1.3,Cossombrato
Amministrazione,5,0.4,Cossombrato
Altro,17,2.6,Cossombrato
Industrie,448,0.2532999999999999,Casalmaggiore
Servizi,426,0.1157,Casalmaggiore
Amministrazione,90,0.127,Casalmaggiore
Altro,317,0.1072,Casalmaggiore
Industrie,95,70.1,Ponte Lambro
Servizi,52,13.0,Ponte Lambro
Amministrazione,21,29.3,Ponte Lambro
Altro,76,21.9,Ponte Lambro
Industrie,2,0.5,Fuipiano Valle Imagna
Servizi,13,2.5,Fuipiano Valle Imagna
Amministrazione,1,0.2,Fuipiano Valle Imagna
Altro,9,1.5,Fuipiano Valle Imagna
Industrie,99,83.6,Casella
Servizi,52,11.0,Casella
Amministrazione,16,7.4,Casella
Altro,63,17.8,Casella
Industrie,189,63.7,San Cesareo
Servizi,200,38.4,San Cesareo
Amministrazione,13,21.5,San Cesareo
Altro,133,35.5,San Cesareo
Industrie,97,62.2,Palazzo Pignano
Servizi,51,27.0,Palazzo Pignano
Amministrazione,16,5.4,Palazzo Pignano
Altro,63,42.5,Palazzo Pignano
Industrie,59,17.7,Fragagnano
Servizi,87,15.8,Fragagnano
Amministrazione,10,12.0,Fragagnano
Altro,76,16.5,Fragagnano
Industrie,149,0.1386,Pizzighettone
Servizi,107,25.0,Pizzighettone
Amministrazione,42,24.2,Pizzighettone
Altro,145,47.6,Pizzighettone
Industrie,265,0.2471,Turate
Servizi,145,67.5,Turate
Amministrazione,22,12.7,Turate
Altro,173,54.7,Turate
Industrie,20,4.7,Pietrafitta
Servizi,17,3.3,Pietrafitta
Amministrazione,5,4.0,Pietrafitta
Altro,24,5.3,Pietrafitta
Industrie,169,0.1012999999999999,Sarnico
Servizi,196,40.7,Sarnico
Amministrazione,58,67.9,Sarnico
Altro,241,81.8,Sarnico
Industrie,146,66.4,San Sebastiano al Vesuvio
Servizi,213,33.2,San Sebastiano al Vesuvio
Amministrazione,41,58.5,San Sebastiano al Vesuvio
Altro,178,51.6,San Sebastiano al Vesuvio
Industrie,112,63.7,Capiago Intimiano
Servizi,61,14.6,Capiago Intimiano
Amministrazione,32,8.0,Capiago Intimiano
Altro,82,20.2,Capiago Intimiano
Industrie,116,96.8,San Vito di Leguzzano
Servizi,49,14.4,San Vito di Leguzzano
Amministrazione,15,1.9,San Vito di Leguzzano
Altro,72,22.1,San Vito di Leguzzano
Industrie,222,0.1407999999999999,Rivarolo Canavese
Servizi,314,83.2,Rivarolo Canavese
Amministrazione,78,66.8,Rivarolo Canavese
Altro,346,0.135,Rivarolo Canavese
Industrie,49,24.9,Castiglione Cosentino
Servizi,28,5.4,Castiglione Cosentino
Amministrazione,13,7.6,Castiglione Cosentino
Altro,37,12.8,Castiglione Cosentino
Industrie,25,6.5,San Fili
Servizi,36,5.0,San Fili
Amministrazione,13,6.0,San Fili
Altro,34,10.7,San Fili
Industrie,23,94.5,Bairo
Servizi,9,6.0,Bairo
Amministrazione,13,8.0,Bairo
Altro,19,2.5,Bairo
Industrie,191,0.1752,Crocetta del Montello
Servizi,122,23.2,Crocetta del Montello
Amministrazione,41,15.8,Crocetta del Montello
Altro,114,23.1,Crocetta del Montello
Industrie,9,1.1,Barbaresco
Servizi,19,5.7,Barbaresco
Amministrazione,3,0.6,Barbaresco
Altro,23,5.7,Barbaresco
Industrie,140,69.0,Centallo
Servizi,175,40.0,Centallo
Amministrazione,28,31.8,Centallo
Altro,156,49.5,Centallo
Industrie,112,98.4,Colverde
Servizi,60,12.2,Colverde
Amministrazione,21,6.7,Colverde
Altro,68,19.0,Colverde
Industrie,95,31.9,Altidona
Servizi,80,19.5,Altidona
Amministrazione,8,3.1,Altidona
Altro,86,29.0,Altidona
Industrie,19,3.7,Liscia
Servizi,26,4.3,Liscia
Amministrazione,5,2.2,Liscia
Altro,11,4.5,Liscia
Industrie,78,99.7,Osio Sopra
Servizi,63,43.6,Osio Sopra
Amministrazione,12,5.0,Osio Sopra
Altro,73,33.0,Osio Sopra
Industrie,13,4.3,Provaglio Val Sabbia
Servizi,9,1.9,Provaglio Val Sabbia
Amministrazione,10,1.2,Provaglio Val Sabbia
Altro,15,4.9,Provaglio Val Sabbia
Industrie,44,18.4,Buonvicino
Servizi,28,5.0,Buonvicino
Amministrazione,2,2.7,Buonvicino
Altro,20,4.6,Buonvicino
Industrie,13,11.4,Volongo
Servizi,11,2.8,Volongo
Amministrazione,4,0.5,Volongo
Altro,9,3.5,Volongo
Industrie,197,71.6,Cesate
Servizi,154,29.5,Cesate
Amministrazione,45,28.5,Cesate
Altro,196,51.6,Cesate
Industrie,20,30.3,Nucetto
Servizi,5,1.6,Nucetto
Amministrazione,4,1.1,Nucetto
Altro,8,1.7,Nucetto
Industrie,26,19.1,Dovera
Servizi,76,15.0,Dovera
Amministrazione,22,8.8,Dovera
Altro,93,27.7,Dovera
Industrie,56,80.2,Cassano Spinola
Servizi,42,7.9,Cassano Spinola
Amministrazione,15,5.6,Cassano Spinola
Altro,65,25.0,Cassano Spinola
Industrie,13,28.6,Polpenazze del Garda
Servizi,35,4.6,Polpenazze del Garda
Amministrazione,17,5.4,Polpenazze del Garda
Altro,67,10.9,Polpenazze del Garda
Industrie,8,5.1,Castel Gabbiano
Servizi,4,1.1,Castel Gabbiano
Amministrazione,2,0.6,Castel Gabbiano
Altro,11,3.5,Castel Gabbiano
Industrie,8,2.3,Varisella
Servizi,16,3.1,Varisella
Amministrazione,5,1.2,Varisella
Altro,10,1.6,Varisella
Industrie,209,0.1813,Zibido San Giacomo
Servizi,130,43.5,Zibido San Giacomo
Amministrazione,26,22.2,Zibido San Giacomo
Altro,146,48.5,Zibido San Giacomo
Industrie,264,0.9327,Segrate
Servizi,695,0.4650999999999999,Segrate
Amministrazione,18,23.2,Segrate
Altro,1283,0.8877,Segrate
Industrie,188,0.1212,Inveruno
Servizi,164,38.3,Inveruno
Amministrazione,36,26.6,Inveruno
Altro,165,47.8,Inveruno
Industrie,9,7.6,Salerano Canavese
Servizi,8,1.4,Salerano Canavese
Amministrazione,6,3.2,Salerano Canavese
Altro,10,3.0,Salerano Canavese
Industrie,37,21.6,Niardo
Servizi,46,11.7,Niardo
Amministrazione,4,4.4,Niardo
Altro,30,9.1,Niardo
Industrie,4,35.2,Lesegno
Servizi,23,5.1,Lesegno
Amministrazione,7,3.1,Lesegno
Altro,35,10.0,Lesegno
Industrie,8,31.6,San Didero
Servizi,12,2.7,San Didero
Amministrazione,6,6.1,San Didero
Altro,10,3.4,San Didero
Industrie,79,28.5,Carpignano Sesia
Servizi,73,17.3,Carpignano Sesia
Amministrazione,26,8.8,Carpignano Sesia
Altro,68,20.4,Carpignano Sesia
Industrie,138,0.1051,Sant'Ambrogio di Torino
Servizi,83,20.1,Sant'Ambrogio di Torino
Amministrazione,29,14.6,Sant'Ambrogio di Torino
Altro,85,23.5,Sant'Ambrogio di Torino
Industrie,148,0.1883,Creazzo
Servizi,269,0.1046,Creazzo
Amministrazione,36,75.1,Creazzo
Altro,384,0.1201,Creazzo
Industrie,146,71.9,Albaredo d'Adige
Servizi,102,20.2,Albaredo d'Adige
Amministrazione,16,9.6,Albaredo d'Adige
Altro,103,28.2,Albaredo d'Adige
Industrie,99,75.3,Bressanvido
Servizi,56,11.3,Bressanvido
Amministrazione,11,10.2,Bressanvido
Altro,59,16.5,Bressanvido
Industrie,53,29.3,Bagnara di Romagna
Servizi,41,10.2,Bagnara di Romagna
Amministrazione,23,4.7,Bagnara di Romagna
Altro,47,16.0,Bagnara di Romagna
Industrie,16,5.9,Olevano di Lomellina
Servizi,10,2.1,Olevano di Lomellina
Amministrazione,3,0.5,Olevano di Lomellina
Altro,11,2.9,Olevano di Lomellina
Industrie,242,0.1028,Montegrotto Terme
Servizi,379,93.4,Montegrotto Terme
Amministrazione,51,30.9,Montegrotto Terme
Altro,355,0.2519,Montegrotto Terme
Industrie,13,3.5,Castelspina
Servizi,13,3.0,Castelspina
Amministrazione,4,3.0,Castelspina
Altro,10,3.6,Castelspina
Industrie,117,0.1421,Gambellara
Servizi,82,21.0,Gambellara
Amministrazione,24,6.6,Gambellara
Altro,54,16.2,Gambellara
Industrie,2,0.7,Premeno
Servizi,23,3.4,Premeno
Amministrazione,12,2.6,Premeno
Altro,40,11.6,Premeno
Industrie,104,62.4,Striano
Servizi,176,45.4,Striano
Amministrazione,19,24.9,Striano
Altro,88,23.0,Striano
Industrie,162,83.2,Lazise
Servizi,217,47.2,Lazise
Amministrazione,35,15.8,Lazise
Altro,286,0.1038999999999999,Lazise
Industrie,4,1.5,Oliveto Lucano
Servizi,13,2.4,Oliveto Lucano
Amministrazione,9,4.1,Oliveto Lucano
Altro,8,2.1,Oliveto Lucano
Industrie,6,1.7,Collelongo
Servizi,33,4.5,Collelongo
Amministrazione,16,13.7,Collelongo
Altro,19,4.1,Collelongo
Industrie,21,6.1,Montalbano Jonico
Servizi,188,28.1,Montalbano Jonico
Amministrazione,70,53.0,Montalbano Jonico
Altro,146,43.2,Montalbano Jonico
Industrie,357,0.1372,Montechiarugolo
Servizi,233,46.5,Montechiarugolo
Amministrazione,35,0.1823,Montechiarugolo
Altro,232,0.1135,Montechiarugolo
Industrie,57,38.9,Montello
Servizi,49,13.4,Montello
Amministrazione,7,3.1,Montello
Altro,39,12.1,Montello
Industrie,9,4.0,Muzzana del Turgnano
Servizi,54,12.4,Muzzana del Turgnano
Amministrazione,11,11.4,Muzzana del Turgnano
Altro,60,15.7,Muzzana del Turgnano
Industrie,153,0.1489,Spresiano
Servizi,221,49.7,Spresiano
Amministrazione,51,27.1,Spresiano
Altro,332,0.1,Spresiano
Industrie,36,11.6,Varsi
Servizi,25,5.0,Varsi
Amministrazione,12,6.4,Varsi
Altro,46,10.9,Varsi
Industrie,40,16.8,Borgo Priolo
Servizi,23,4.1,Borgo Priolo
Amministrazione,8,2.9,Borgo Priolo
Altro,22,5.4,Borgo Priolo
Industrie,76,28.0,Paladina
Servizi,61,15.5,Paladina
Amministrazione,17,15.3,Paladina
Altro,59,18.4,Paladina
Industrie,184,0.1052,Castel Mella
Servizi,201,62.9,Castel Mella
Amministrazione,20,11.5,Castel Mella
Altro,161,48.4,Castel Mella
Industrie,6,2.8,Antignano
Servizi,10,1.7,Antignano
Amministrazione,7,2.3,Antignano
Altro,28,6.2,Antignano
Industrie,70,80.5,Solferino
Servizi,46,8.7,Solferino
Amministrazione,15,3.7,Solferino
Altro,68,24.0,Solferino
Industrie,237,0.1324,Mestrino
Servizi,275,95.6,Mestrino
Amministrazione,35,16.9,Mestrino
Altro,151,59.8,Mestrino
Industrie,25,8.8,Savignano Irpino
Servizi,24,4.4,Savignano Irpino
Amministrazione,9,4.6,Savignano Irpino
Altro,28,15.3,Savignano Irpino
Industrie,4,1.2,Valbrevenna
Servizi,14,3.2,Valbrevenna
Amministrazione,4,1.2,Valbrevenna
