Settore,Numero_Aziende,Percentuale_Totale,Comune
Servizi,102,20.5,Firenzuola
Amministrazione,49,22.6,Firenzuola
Altro,128,45.6,Firenzuola
Industrie,9,2.7,Telve di Sopra
Servizi,6,1.1,Telve di Sopra
Amministrazione,10,1.8,Telve di Sopra
Altro,7,1.9,Telve di Sopra
Industrie,7,0.8,Sant'Angelo Limosano
Servizi,5,0.5,Sant'Angelo Limosano
Amministrazione,5,1.1,Sant'Angelo Limosano
Altro,2,0.2,Sant'Angelo Limosano
Industrie,1,0.4,Ferruzzano
Servizi,9,0.9,Ferruzzano
Amministrazione,4,1.2,Ferruzzano
Altro,14,1.4,Ferruzzano
Industrie,21,24.9,Quargnento
Servizi,15,5.0,Quargnento
Amministrazione,12,2.1,Quargnento
Altro,39,11.6,Quargnento
Industrie,137,0.1045,Caneva
Servizi,92,20.5,Caneva
Amministrazione,36,11.8,Caneva
Altro,139,37.1,Caneva
Industrie,14,41.9,Robilante
Servizi,46,10.3,Robilante
Amministrazione,34,9.5,Robilante
Altro,81,39.5,Robilante
Industrie,6,7.4,Morozzo
Servizi,65,13.1,Morozzo
Amministrazione,19,7.6,Morozzo
Altro,63,18.8,Morozzo
Industrie,2,2.2,Borgiallo
Servizi,6,1.5,Borgiallo
Amministrazione,6,0.8,Borgiallo
Altro,11,2.7,Borgiallo
Industrie,39,7.5,Chianni
Servizi,25,3.4,Chianni
Amministrazione,18,7.8,Chianni
Altro,28,3.6,Chianni
Industrie,17,5.3,Mezzana Mortigliengo
Servizi,7,1.2,Mezzana Mortigliengo
Amministrazione,10,1.4,Mezzana Mortigliengo
Altro,9,1.4,Mezzana Mortigliengo
Industrie,951,0.6341,Formigine
Servizi,721,0.1705,Formigine
Amministrazione,100,75.2,Formigine
Altro,696,0.2301,Formigine
Industrie,123,30.2,Misilmeri
Servizi,305,47.0,Misilmeri
Amministrazione,35,64.8,Misilmeri
Altro,202,34.8,Misilmeri
Industrie,68,38.8,Monastir
Servizi,141,34.2,Monastir
Amministrazione,23,33.4,Monastir
Altro,89,26.2,Monastir
Industrie,7,11.2,San Benedetto dei Marsi
Servizi,129,17.9,San Benedetto dei Marsi
Amministrazione,18,9.7,San Benedetto dei Marsi
Altro,101,24.2,San Benedetto dei Marsi
Industrie,44,32.3,Ricengo
Servizi,6,1.4,Ricengo
Amministrazione,10,2.2,Ricengo
Altro,24,5.8,Ricengo
Industrie,26,11.5,Villanova Solaro
Servizi,19,2.7,Villanova Solaro
Amministrazione,7,1.2,Villanova Solaro
Altro,13,3.6,Villanova Solaro
Industrie,127,40.2,Villa Castelli
Servizi,107,17.4,Villa Castelli
Amministrazione,25,31.2,Villa Castelli
Altro,95,22.0,Villa Castelli
Industrie,127,91.8,Monghidoro
Servizi,75,18.3,Monghidoro
Amministrazione,21,18.6,Monghidoro
Altro,97,31.4,Monghidoro
Industrie,58,22.9,Giacciano con Baruchella
Servizi,77,26.6,Giacciano con Baruchella
Amministrazione,9,5.1,Giacciano con Baruchella
Altro,50,13.1,Giacciano con Baruchella
Industrie,6,1.8,Montalto Pavese
Servizi,14,3.5,Montalto Pavese
Amministrazione,12,1.2,Montalto Pavese
Altro,25,6.9,Montalto Pavese
Industrie,279,0.1159,Taglio di Po
Servizi,295,68.3,Taglio di Po
Amministrazione,47,21.3,Taglio di Po
Altro,249,0.1177,Taglio di Po
Industrie,41,0.6043000000000001,Piedimonte San Germano
Servizi,227,27.0,Piedimonte San Germano
Amministrazione,4,15.8,Piedimonte San Germano
Altro,21,4.2,Piedimonte San Germano
Industrie,57,17.2,Baiano
Servizi,97,17.2,Baiano
Amministrazione,28,18.0,Baiano
Altro,83,22.4,Baiano
Industrie,4,1.5,Roccamonfina
Servizi,91,14.8,Roccamonfina
Amministrazione,5,7.7,Roccamonfina
Altro,109,28.6,Roccamonfina
Industrie,5,1.8,Cremenaga
Servizi,9,1.9,Cremenaga
Amministrazione,8,1.4,Cremenaga
Altro,11,3.3,Cremenaga
Industrie,36,15.1,Mezzanego
Servizi,28,4.4,Mezzanego
Amministrazione,5,2.5,Mezzanego
Altro,28,7.0,Mezzanego
Industrie,9,6.0,Antrodoco
Servizi,91,13.9,Antrodoco
Amministrazione,17,9.8,Antrodoco
Altro,78,17.1,Antrodoco
Industrie,91,77.0,Sale Marasino
Servizi,56,11.4,Sale Marasino
Amministrazione,7,9.1,Sale Marasino
Altro,83,23.1,Sale Marasino
Industrie,88,30.3,Ruoti
Servizi,51,8.4,Ruoti
Amministrazione,9,9.6,Ruoti
Altro,43,10.1,Ruoti
Industrie,3,2.6,Mongardino
Servizi,16,3.0,Mongardino
Amministrazione,5,3.6,Mongardino
Altro,18,5.4,Mongardino
Industrie,32,14.0,Ailano
Servizi,23,3.3,Ailano
Amministrazione,6,3.7,Ailano
Altro,24,9.0,Ailano
Industrie,124,84.7,Castronno
Servizi,88,27.0,Castronno
Amministrazione,38,12.9,Castronno
Altro,110,36.5,Castronno
Industrie,10,10.8,Bubbio
Servizi,25,4.7,Bubbio
Amministrazione,15,4.0,Bubbio
Altro,30,8.5,Bubbio
Industrie,58,67.1,Castagnito
Servizi,65,27.4,Castagnito
Amministrazione,10,3.5,Castagnito
Altro,52,18.1,Castagnito
Industrie,2,0.6,Dambel
Servizi,3,0.5,Dambel
Amministrazione,7,1.6,Dambel
Altro,7,1.6,Dambel
Industrie,23,18.0,Cordovado
Servizi,53,13.9,Cordovado
Amministrazione,13,19.6,Cordovado
Altro,91,26.6,Cordovado
Industrie,298,0.2009,Tricase
Servizi,376,90.8,Tricase
Amministrazione,116,0.187,Tricase
Altro,336,0.1339,Tricase
Industrie,8,2.9,Colli sul Velino
Servizi,5,1.9,Colli sul Velino
Amministrazione,5,0.5,Colli sul Velino
Altro,13,4.7,Colli sul Velino
Industrie,136,77.4,Bovolenta
Servizi,49,10.9,Bovolenta
Amministrazione,11,9.1,Bovolenta
Altro,60,23.7,Bovolenta
Industrie,20,64.7,Formello
Servizi,221,63.8,Formello
Amministrazione,20,19.0,Formello
Altro,313,80.8,Formello
Industrie,15,6.6,Brezzo di Bedero
Servizi,14,2.7,Brezzo di Bedero
Amministrazione,9,1.8,Brezzo di Bedero
Altro,13,1.9,Brezzo di Bedero
Industrie,231,0.121,Nove
Servizi,123,30.3,Nove
Amministrazione,23,21.1,Nove
Altro,83,28.5,Nove
Industrie,95,43.9,Oliveto Citra
Servizi,114,20.0,Oliveto Citra
Amministrazione,25,76.5,Oliveto Citra
Altro,75,17.5,Oliveto Citra
Industrie,144,0.1396,Brandizzo
Servizi,129,28.6,Brandizzo
Amministrazione,29,16.3,Brandizzo
Altro,167,33.9,Brandizzo
Industrie,119,64.5,Rivanazzano Terme
Servizi,125,31.2,Rivanazzano Terme
Amministrazione,31,10.7,Rivanazzano Terme
Altro,137,44.2,Rivanazzano Terme
Industrie,103,0.2186,Limana
Servizi,61,12.4,Limana
Amministrazione,28,16.7,Limana
Altro,96,33.3,Limana
Industrie,200,0.1973,Villa Guardia
Servizi,127,42.0,Villa Guardia
Amministrazione,29,17.0,Villa Guardia
Altro,153,45.7,Villa Guardia
Industrie,61,31.7,Polesella
Servizi,74,12.5,Polesella
Amministrazione,19,8.8,Polesella
Altro,123,27.6,Polesella
Industrie,19,8.3,Monasterolo del Castello
Servizi,16,3.7,Monasterolo del Castello
Amministrazione,7,9.6,Monasterolo del Castello
Altro,21,7.7,Monasterolo del Castello
Industrie,135,0.1675,Quinto Vicentino
Servizi,95,24.0,Quinto Vicentino
Amministrazione,28,19.9,Quinto Vicentino
Altro,80,29.3,Quinto Vicentino
Industrie,74,45.4,San Vito al Torre
Servizi,26,6.2,San Vito al Torre
Amministrazione,16,2.9,San Vito al Torre
Altro,28,10.2,San Vito al Torre
Industrie,515,0.1798,Bovisio-Masciago
Servizi,313,87.6,Bovisio-Masciago
Amministrazione,41,39.4,Bovisio-Masciago
Altro,319,93.1,Bovisio-Masciago
Industrie,137,0.1411,Lomagna
Servizi,74,17.1,Lomagna
Amministrazione,25,16.2,Lomagna
Altro,91,27.6,Lomagna
Industrie,78,31.4,Charvensod
Servizi,55,17.7,Charvensod
Amministrazione,26,19.1,Charvensod
Altro,56,21.1,Charvensod
Industrie,29,15.5,Champdepraz
Servizi,5,1.2,Champdepraz
Amministrazione,11,2.1,Champdepraz
Altro,11,2.6,Champdepraz
Industrie,25,11.2,Salcedo
Servizi,23,4.9,Salcedo
Amministrazione,9,2.0,Salcedo
Altro,13,3.4,Salcedo
Industrie,28,60.7,Bodio Lomnago
Servizi,42,9.6,Bodio Lomnago
Amministrazione,8,3.1,Bodio Lomnago
Altro,93,25.1,Bodio Lomnago
Industrie,56,18.2,Bonifati
Servizi,61,9.6,Bonifati
Amministrazione,22,14.5,Bonifati
Altro,98,25.9,Bonifati
Industrie,216,0.1095,Carnago
Servizi,102,21.0,Carnago
Amministrazione,19,7.3,Carnago
Altro,111,32.4,Carnago
Industrie,34,28.9,Valle Salimbene
Servizi,16,3.3,Valle Salimbene
Amministrazione,5,0.7,Valle Salimbene
Altro,30,8.1,Valle Salimbene
Industrie,109,60.5,Brebbia
Servizi,67,15.6,Brebbia
Amministrazione,17,7.4,Brebbia
Altro,42,19.0,Brebbia
Industrie,42,49.4,Cressa
Servizi,26,12.4,Cressa
Amministrazione,5,1.7,Cressa
Altro,34,12.3,Cressa
Industrie,70,21.2,Castrignano del Capo
Servizi,100,17.4,Castrignano del Capo
Amministrazione,21,30.2,Castrignano del Capo
Altro,113,27.0,Castrignano del Capo
Industrie,17,4.4,Torricella del Pizzo
Servizi,15,3.1,Torricella del Pizzo
Amministrazione,5,3.2,Torricella del Pizzo
Altro,15,4.9,Torricella del Pizzo
Industrie,22,7.8,Farra d'Isonzo
Servizi,29,7.1,Farra d'Isonzo
Amministrazione,18,3.5,Farra d'Isonzo
Altro,25,6.7,Farra d'Isonzo
Industrie,9,2.4,Propata
Servizi,3,0.7,Propata
Amministrazione,3,0.2,Propata
Altro,4,1.2,Propata
Industrie,241,0.2379,Tolmezzo
Servizi,321,96.1,Tolmezzo
Amministrazione,153,0.1804,Tolmezzo
Altro,405,0.1500999999999999,Tolmezzo
Industrie,382,0.1161,Porto San Giorgio
Servizi,707,0.1581,Porto San Giorgio
Amministrazione,84,48.9,Porto San Giorgio
Altro,598,0.1943,Porto San Giorgio
Industrie,114,62.8,Canonica d'Adda
Servizi,70,14.8,Canonica d'Adda
Amministrazione,11,13.1,Canonica d'Adda
Altro,86,23.6,Canonica d'Adda
Industrie,16,3.9,Barete
Servizi,7,1.7,Barete
Amministrazione,6,13.4,Barete
Altro,13,3.2,Barete
Industrie,18,4.8,Caderzone Terme
Servizi,11,3.0,Caderzone Terme
Amministrazione,13,2.4,Caderzone Terme
Altro,25,8.6,Caderzone Terme
Industrie,81,77.1,Villarbasse
Servizi,71,14.3,Villarbasse
Amministrazione,14,5.4,Villarbasse
Altro,78,21.7,Villarbasse
Industrie,12,2.5,Rubiana
Servizi,52,8.8,Rubiana
Amministrazione,16,3.0,Rubiana
Altro,57,16.5,Rubiana
Industrie,7,14.0,Sestriere
Servizi,105,16.2,Sestriere
Amministrazione,8,5.8,Sestriere
Altro,95,13.4,Sestriere
Industrie,35,37.8,Virle Piemonte
Servizi,24,2.8,Virle Piemonte
Amministrazione,9,3.4,Virle Piemonte
Altro,15,2.9,Virle Piemonte
Industrie,56,20.9,Nebbiuno
Servizi,40,7.3,Nebbiuno
Amministrazione,13,6.7,Nebbiuno
Altro,39,11.3,Nebbiuno
Industrie,4,1.2,Perito
Servizi,25,5.1,Perito
Amministrazione,5,2.8,Perito
Altro,14,5.1,Perito
Industrie,26,13.3,Chambave
Servizi,19,4.1,Chambave
Amministrazione,14,6.4,Chambave
Altro,16,3.9,Chambave
Industrie,29,6.6,Filattiera
Servizi,54,6.8,Filattiera
Amministrazione,17,5.6,Filattiera
Altro,42,7.5,Filattiera
Industrie,21,7.3,Torraca
Servizi,14,3.0,Torraca
Amministrazione,5,2.5,Torraca
Altro,11,3.6,Torraca
Industrie,24,10.0,Capranica
Servizi,128,23.8,Capranica
Amministrazione,28,16.5,Capranica
Altro,175,30.9,Capranica
Industrie,9,2.4,Acquaviva Collecroce
Servizi,20,4.4,Acquaviva Collecroce
Amministrazione,4,4.1,Acquaviva Collecroce
Altro,13,3.3,Acquaviva Collecroce
Industrie,325,0.4812,Moncalieri
Servizi,846,0.3108,Moncalieri
Amministrazione,116,0.2556,Moncalieri
Altro,1455,0.5446,Moncalieri
Industrie,6,11.9,Calvatone
Servizi,34,7.6,Calvatone
Amministrazione,11,2.5,Calvatone
Altro,40,9.7,Calvatone
Industrie,71,48.2,Stienta
Servizi,61,12.3,Stienta
Amministrazione,16,9.1,Stienta
Altro,75,21.5,Stienta
Industrie,14,3.5,Montemezzo
Servizi,0,0.0,Montemezzo
Amministrazione,1,0.3,Montemezzo
Altro,3,0.9,Montemezzo
Industrie,46,12.4,Baunei
Servizi,67,11.2,Baunei
Amministrazione,10,9.5,Baunei
Altro,94,26.8,Baunei
Industrie,170,79.7,Appignano
Servizi,108,22.7,Appignano
Amministrazione,22,14.7,Appignano
Altro,91,26.5,Appignano
Industrie,14,4.0,Nomaglio
Servizi,5,1.3,Nomaglio
Amministrazione,4,0.3,Nomaglio
Altro,5,1.6,Nomaglio
Industrie,2,1.0,Isole Tremiti
Servizi,43,9.3,Isole Tremiti
Amministrazione,1,1.0,Isole Tremiti
Altro,29,6.7,Isole Tremiti
Industrie,249,71.7,Ribera
Servizi,469,77.4,Ribera
Amministrazione,80,0.1225,Ribera
Altro,271,73.9,Ribera
Industrie,55,9.6,San Fratello
Servizi,70,10.1,San Fratello
Amministrazione,10,16.4,San Fratello
Altro,61,17.3,San Fratello
Industrie,10,2.5,Airole
Servizi,8,1.4,Airole
Amministrazione,3,0.3,Airole
Altro,5,1.3,Airole
Industrie,39,13.0,Ragalna
Servizi,70,12.2,Ragalna
Amministrazione,24,19.5,Ragalna
Altro,47,13.1,Ragalna
Industrie,486,0.1543,Giarre
Servizi,790,0.1614,Giarre
Amministrazione,187,0.3903,Giarre
Altro,631,0.1816,Giarre
Industrie,6,2.2,Esterzili
Servizi,25,4.9,Esterzili
Amministrazione,5,3.6,Esterzili
Altro,12,2.2,Esterzili
Industrie,18,6.0,Filogaso
Servizi,25,3.2,Filogaso
Amministrazione,9,4.9,Filogaso
Altro,26,17.1,Filogaso
Industrie,9,5.3,Quincinetto
Servizi,32,5.8,Quincinetto
Amministrazione,8,4.0,Quincinetto
Altro,41,11.8,Quincinetto
Industrie,54,31.0,Loro Piceno
Servizi,88,12.8,Loro Piceno
Amministrazione,21,5.7,Loro Piceno
Altro,80,22.5,Loro Piceno
Industrie,24,6.4,Malvito
Servizi,34,5.4,Malvito
Amministrazione,8,12.3,Malvito
Altro,22,4.4,Malvito
Industrie,18,6.3,Andriano
Servizi,13,4.4,Andriano
Amministrazione,23,2.3,Andriano
Altro,47,8.8,Andriano
Industrie,76,40.2,Orzivecchi
Servizi,38,8.1,Orzivecchi
Amministrazione,10,9.6,Orzivecchi
Altro,31,8.7,Orzivecchi
Industrie,255,0.1311,Noventa Vicentina
Servizi,210,48.8,Noventa Vicentina
Amministrazione,34,70.8,Noventa Vicentina
Altro,222,72.8,Noventa Vicentina
Industrie,39,28.1,Sant'Agata sul Santerno
Servizi,70,32.7,Sant'Agata sul Santerno
Amministrazione,25,9.6,Sant'Agata sul Santerno
Altro,59,17.8,Sant'Agata sul Santerno
Industrie,20,7.4,Civo
Servizi,8,1.7,Civo
Amministrazione,4,1.7,Civo
Altro,14,4.6,Civo
Industrie,156,72.6,Arzergrande
Servizi,106,21.9,Arzergrande
Amministrazione,15,6.1,Arzergrande
Altro,71,24.1,Arzergrande
Industrie,12,4.2,Val di Nizza
Servizi,20,3.7,Val di Nizza
Amministrazione,3,0.6,Val di Nizza
Altro,18,5.6,Val di Nizza
Industrie,10,1.9,Ischia di Castro
Servizi,42,6.3,Ischia di Castro
Amministrazione,9,28.7,Ischia di Castro
Altro,69,10.9,Ischia di Castro
Industrie,23,9.4,Grone
Servizi,13,3.4,Grone
Amministrazione,4,1.2,Grone
Altro,12,4.1,Grone
Industrie,22,5.9,Alagna
Servizi,5,1.2,Alagna
Amministrazione,5,0.5,Alagna
Altro,13,4.3,Alagna
Industrie,92,0.1059,Lendinara
Servizi,413,75.4,Lendinara
Amministrazione,62,51.4,Lendinara
Altro,338,0.1076,Lendinara
Industrie,145,0.102,Rosate
Servizi,90,19.8,Rosate
Amministrazione,13,10.8,Rosate
Altro,127,36.9,Rosate
Industrie,223,0.1867,Albano Sant'Alessandro
Servizi,144,38.0,Albano Sant'Alessandro
Amministrazione,25,17.7,Albano Sant'Alessandro
Altro,99,33.0,Albano Sant'Alessandro
Industrie,76,31.1,San Vito Chietino
Servizi,90,18.7,San Vito Chietino
Amministrazione,33,27.3,San Vito Chietino
Altro,114,36.0,San Vito Chietino
Industrie,41,16.4,Samolaco
Servizi,46,10.5,Samolaco
Amministrazione,20,9.8,Samolaco
Altro,46,13.4,Samolaco
Industrie,37,28.5,Casalmorano
Servizi,37,8.0,Casalmorano
Amministrazione,13,12.3,Casalmorano
Altro,35,15.1,Casalmorano
Industrie,14,15.1,Grumello Cremonese ed Uniti
Servizi,55,11.0,Grumello Cremonese ed Uniti
Amministrazione,11,5.4,Grumello Cremonese ed Uniti
Altro,53,14.7,Grumello Cremonese ed Uniti
Industrie,59,23.8,Caggiano
Servizi,64,10.7,Caggiano
Amministrazione,14,10.9,Caggiano
Altro,56,12.2,Caggiano
Industrie,11,4.3,Ciorlano
Servizi,5,1.2,Ciorlano
Amministrazione,7,1.2,Ciorlano
Altro,3,0.8,Ciorlano
Industrie,4,4.4,Baia e Latina
Servizi,61,6.9,Baia e Latina
Amministrazione,15,8.5,Baia e Latina
Altro,24,5.2,Baia e Latina
Industrie,504,0.4368,Campodarsego
Servizi,301,92.2,Campodarsego
Amministrazione,25,13.2,Campodarsego
Altro,268,0.1065,Campodarsego
Industrie,152,0.1727,Gazzada Schianno
Servizi,95,57.9,Gazzada Schianno
Amministrazione,24,24.0,Gazzada Schianno
Altro,114,38.6,Gazzada Schianno
Industrie,19,7.3,Rialto
Servizi,8,1.5,Rialto
Amministrazione,3,0.4,Rialto
Altro,5,0.6,Rialto
Industrie,29,35.7,Ampezzo
Servizi,17,2.7,Ampezzo
Amministrazione,19,7.9,Ampezzo
Altro,42,10.8,Ampezzo
Industrie,56,18.3,Pollica
Servizi,120,19.2,Pollica
Amministrazione,16,17.0,Pollica
Altro,100,23.3,Pollica
Industrie,102,34.3,Polla
Servizi,199,38.6,Polla
Amministrazione,25,93.5,Polla
Altro,141,39.9,Polla
Industrie,19,6.3,Pognana Lario
Servizi,11,2.4,Pognana Lario
Amministrazione,4,1.3,Pognana Lario
Altro,17,5.4,Pognana Lario
Industrie,110,97.6,Bulgarograsso
Servizi,47,16.5,Bulgarograsso
Amministrazione,13,4.2,Bulgarograsso
Altro,56,23.5,Bulgarograsso
Industrie,360,0.1578999999999999,Cologno al Serio
Servizi,135,29.0,Cologno al Serio
Amministrazione,37,20.9,Cologno al Serio
Altro,175,53.5,Cologno al Serio
Industrie,6,8.4,Borgo Velino
Servizi,27,4.6,Borgo Velino
Amministrazione,8,1.8,Borgo Velino
Altro,21,4.8,Borgo Velino
Industrie,2,0.8,Volpeglino
Servizi,2,0.4,Volpeglino
Amministrazione,2,1.4,Volpeglino
Altro,6,1.9,Volpeglino
Industrie,33,15.3,Credera Rubbiano
Servizi,23,6.8,Credera Rubbiano
Amministrazione,8,3.9,Credera Rubbiano
Altro,20,5.0,Credera Rubbiano
Industrie,8,6.8,Scheggino
Servizi,19,4.0,Scheggino
Amministrazione,7,10.4,Scheggino
Altro,16,5.0,Scheggino
Industrie,23,9.1,Coazze
Servizi,49,9.1,Coazze
Amministrazione,27,5.4,Coazze
Altro,73,20.9,Coazze
Industrie,171,0.1064,Isorella
Servizi,94,16.0,Isorella
Amministrazione,21,8.6,Isorella
Altro,72,18.2,Isorella
Industrie,32,11.8,Moriondo Torinese
Servizi,13,3.3,Moriondo Torinese
Amministrazione,4,1.8,Moriondo Torinese
Altro,8,2.1,Moriondo Torinese
Industrie,14,5.4,Banchette
Servizi,65,12.9,Banchette
Amministrazione,9,21.0,Banchette
Altro,104,27.0,Banchette
Industrie,107,98.7,Miane
Servizi,45,9.7,Miane
Amministrazione,21,3.4,Miane
Altro,85,25.2,Miane
Industrie,27,6.2,Ventimiglia di Sicilia
Servizi,47,6.4,Ventimiglia di Sicilia
Amministrazione,13,9.5,Ventimiglia di Sicilia
Altro,28,10.5,Ventimiglia di Sicilia
Industrie,8,0.9,Militello Rosmarino
Servizi,22,3.0,Militello Rosmarino
Amministrazione,2,4.0,Militello Rosmarino
Altro,15,2.9,Militello Rosmarino
Industrie,5,3.1,Mongiana
Servizi,14,2.8,Mongiana
Amministrazione,10,6.7,Mongiana
Altro,19,5.1,Mongiana
Industrie,121,34.7,Gangi
Servizi,174,30.0,Gangi
Amministrazione,47,59.6,Gangi
Altro,114,29.1,Gangi
Industrie,9,2.1,Mazzarrone
Servizi,134,0.1226,Mazzarrone
Amministrazione,29,16.9,Mazzarrone
Altro,48,10.8,Mazzarrone
Industrie,73,20.7,Cinquefrondi
Servizi,129,25.7,Cinquefrondi
Amministrazione,17,27.2,Cinquefrondi
Altro,99,30.3,Cinquefrondi
Industrie,1,0.3,Placanica
Servizi,21,4.2,Placanica
Amministrazione,7,7.1,Placanica
Altro,18,4.9,Placanica
Industrie,11,2.2,Simbario
Servizi,24,4.0,Simbario
Amministrazione,7,6.1,Simbario
Altro,19,4.2,Simbario
Industrie,263,0.149,Trevi
Servizi,217,65.5,Trevi
Amministrazione,62,64.5,Trevi
Altro,146,53.2,Trevi
Industrie,24,16.6,Bagnoregio
Servizi,138,20.6,Bagnoregio
Amministrazione,34,27.5,Bagnoregio
Altro,124,44.8,Bagnoregio
Industrie,21,9.1,Carassai
Servizi,54,6.9,Carassai
Amministrazione,4,1.7,Carassai
Altro,40,10.4,Carassai
Industrie,420,0.1153,Ercolano
Servizi,847,0.1446,Ercolano
Amministrazione,99,0.1800999999999999,Ercolano
Altro,505,0.1498,Ercolano
Industrie,44,19.9,Tavoleto
Servizi,25,4.5,Tavoleto
Amministrazione,10,2.1,Tavoleto
Altro,28,11.6,Tavoleto
Industrie,182,95.5,Remanzacco
Servizi,100,28.8,Remanzacco
Amministrazione,33,9.0,Remanzacco
Altro,120,45.8,Remanzacco
Industrie,140,45.2,Fonni
Servizi,79,15.6,Fonni
Amministrazione,25,21.2,Fonni
Altro,63,17.1,Fonni
Industrie,19,6.4,Seneghe
Servizi,20,3.2,Seneghe
Amministrazione,23,12.6,Seneghe
Altro,30,6.9,Seneghe
Industrie,373,0.1727,Monte San Savino
Servizi,215,51.5,Monte San Savino
Amministrazione,51,46.0,Monte San Savino
Altro,191,64.6,Monte San Savino
Industrie,140,84.4,Asciano
Servizi,123,25.1,Asciano
Amministrazione,46,18.7,Asciano
Altro,136,39.9,Asciano
Industrie,26,5.9,Vione
Servizi,14,1.8,Vione
Amministrazione,6,3.6,Vione
Altro,14,4.1,Vione
Industrie,17,9.2,Prascorsano
Servizi,10,2.5,Prascorsano
Amministrazione,9,1.1,Prascorsano
Altro,4,1.2,Prascorsano
Industrie,107,90.1,Vigolzone
Servizi,73,14.8,Vigolzone
Amministrazione,21,6.9,Vigolzone
Altro,93,25.7,Vigolzone
Industrie,63,22.0,Corniglio
Servizi,46,7.5,Corniglio
Amministrazione,39,7.9,Corniglio
Altro,62,14.5,Corniglio
Industrie,161,45.0,Castione della Presolana
Servizi,118,25.2,Castione della Presolana
Amministrazione,24,10.1,Castione della Presolana
Altro,157,50.1,Castione della Presolana
Industrie,4,1.2,Sporminore
Servizi,7,1.4,Sporminore
Amministrazione,11,1.8,Sporminore
Altro,13,4.2,Sporminore
Industrie,169,48.9,Pontecorvo
Servizi,249,47.5,Pontecorvo
Amministrazione,34,93.9,Pontecorvo
Altro,194,57.4,Pontecorvo
Industrie,1,0.8,Magnano
Servizi,7,1.2,Magnano
Amministrazione,11,3.1,Magnano
Altro,13,4.7,Magnano
Industrie,12,2.8,Anzi
Servizi,44,6.5,Anzi
Amministrazione,12,5.4,Anzi
Altro,35,9.1,Anzi
Industrie,10,4.2,Pettinengo
Servizi,20,3.3,Pettinengo
Amministrazione,16,5.6,Pettinengo
Altro,46,6.7,Pettinengo
Industrie,194,0.1832,Rottofreno
Servizi,204,67.8,Rottofreno
Amministrazione,35,19.3,Rottofreno
Altro,196,59.1,Rottofreno
Industrie,51,0.1088,Fabrica di Roma
Servizi,150,30.1,Fabrica di Roma
Amministrazione,19,17.5,Fabrica di Roma
Altro,176,33.5,Fabrica di Roma
Industrie,217,63.6,Soriano nel Cimino
Servizi,198,52.7,Soriano nel Cimino
Amministrazione,57,20.0,Soriano nel Cimino
Altro,155,51.4,Soriano nel Cimino
Industrie,120,37.3,Latronico
Servizi,117,20.3,Latronico
Amministrazione,29,36.0,Latronico
Altro,109,25.4,Latronico
Industrie,51,0.1051,Scurelle
Servizi,26,4.6,Scurelle
Amministrazione,19,3.3,Scurelle
Altro,44,22.7,Scurelle
Industrie,144,0.2748,Villanova d'Asti
Servizi,107,33.1,Villanova d'Asti
Amministrazione,29,11.5,Villanova d'Asti
Altro,119,42.2,Villanova d'Asti
Industrie,52,20.8,Sant'Arsenio
Servizi,66,9.6,Sant'Arsenio
Amministrazione,18,37.0,Sant'Arsenio
Altro,65,29.4,Sant'Arsenio
Industrie,27,5.5,La Thuile
Servizi,38,4.5,La Thuile
Amministrazione,19,12.2,La Thuile
Altro,68,18.3,La Thuile
Industrie,21,28.3,Arquata Scrivia
Servizi,155,38.0,Arquata Scrivia
Amministrazione,39,20.7,Arquata Scrivia
Altro,169,38.7,Arquata Scrivia
Industrie,62,19.5,Castelli
Servizi,23,2.8,Castelli
Amministrazione,11,13.9,Castelli
Altro,28,6.8,Castelli
Industrie,329,0.1187999999999999,Apricena
Servizi,240,42.7,Apricena
Amministrazione,64,61.8,Apricena
Altro,215,73.1,Apricena
Industrie,129,40.9,Cavallino
Servizi,256,52.4,Cavallino
Amministrazione,35,42.2,Cavallino
Altro,167,57.7,Cavallino
Industrie,98,26.6,Folgaria
Servizi,92,20.5,Folgaria
Amministrazione,52,15.8,Folgaria
Altro,182,53.0,Folgaria
Industrie,149,93.1,Alseno
Servizi,101,34.2,Alseno
Amministrazione,21,11.2,Alseno
Altro,97,29.5,Alseno
Industrie,3,0.9,Acceglio
Servizi,14,3.0,Acceglio
Amministrazione,19,2.3,Acceglio
Altro,15,4.1,Acceglio
Industrie,15,4.7,San Canzian d'Isonzo
Servizi,115,20.2,San Canzian d'Isonzo
Amministrazione,42,16.9,San Canzian d'Isonzo
Altro,115,41.0,San Canzian d'Isonzo
Industrie,477,0.2713,Pavullo nel Frignano
Servizi,417,96.9,Pavullo nel Frignano
Amministrazione,126,0.1026999999999999,Pavullo nel Frignano
Altro,429,0.16,Pavullo nel Frignano
Industrie,11,2.8,Macchia d'Isernia
Servizi,20,16.0,Macchia d'Isernia
Amministrazione,8,4.9,Macchia d'Isernia
Altro,27,4.9,Macchia d'Isernia
Industrie,278,0.1095,Nizza Monferrato
Servizi,333,88.3,Nizza Monferrato
Amministrazione,51,56.0,Nizza Monferrato
Altro,309,0.1068,Nizza Monferrato
Industrie,46,15.3,Montepaone
Servizi,110,31.4,Montepaone
Amministrazione,8,10.3,Montepaone
Altro,104,27.4,Montepaone
Industrie,30,31.6,Terento
Servizi,8,1.3,Terento
Amministrazione,20,4.0,Terento
Altro,65,14.1,Terento
Industrie,41,18.1,Gromo
Servizi,31,7.2,Gromo
