date,home_team,away_team,home_team_continent,away_team_continent,home_team_fifa_rank,away_team_fifa_rank,home_team_total_fifa_points,away_team_total_fifa_points,home_team_score,away_team_score,tournament,city,country,neutral_location,shoot_out,home_team_result,home_team_goalkeeper_score,away_team_goalkeeper_score,home_team_mean_defense_score,home_team_mean_offense_score,home_team_mean_midfield_score,away_team_mean_defense_score,away_team_mean_offense_score,away_team_mean_midfield_score
2002-03-17,SriLanka,Pakistan,Asia,Asia,146,182,0,0,1,1,Friendly,Colombo,SriLanka,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-18,AmericanSamoa,PapuaNewGuinea,Oceania,Oceania,201,197,0,0,0,7,OceaniaNationsCupqualification,Apia,Samoa,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-19,SriLanka,Pakistan,Asia,Asia,146,182,0,0,0,0,Friendly,Kurunegala,SriLanka,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-20,Finland,KoreaRepublic,Europe,Asia,47,41,0,0,0,2,Friendly,Cartagena,Spain,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-20,SaudiArabia,SouthAfrica,Asia,Africa,35,36,0,0,1,0,Friendly,Pistoia,Italy,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-21,Japan,Ukraine,Asia,Europe,38,42,0,0,1,0,Friendly,Osaka,Japan,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-23,SriLanka,Pakistan,Asia,Asia,146,181,0,0,1,0,Friendly,Colombo,SriLanka,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-25,SriLanka,Pakistan,Asia,Asia,146,181,0,0,2,1,Friendly,Kalutara,SriLanka,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-26,KoreaRepublic,Turkey,Asia,Europe,41,25,0,0,0,0,Friendly,Bochum,Germany,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-26,Nigeria,Paraguay,Africa,SouthAmerica,32,15,0,0,1,1,Friendly,London,England,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-27,Albania,Azerbaijan,Europe,Europe,96,114,0,0,1,0,Friendly,Tirana,Albania,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-27,Argentina,Cameroon,SouthAmerica,Africa,2,19,0,0,2,2,Friendly,Geneva,Switzerland,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-27,Austria,Slovakia,Europe,Europe,58,46,0,0,2,0,Friendly,Graz,Austria,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-27,Belize,Guyana,NorthAmerica,SouthAmerica,168,177,0,0,3,1,Friendly,Belize,Belize,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-27,BosniaandHerzegovina,NorthMacedonia,Europe,Europe,73,93,0,0,4,4,Friendly,Sarajevo,BosniaandHerzegovina,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-27,Bulgaria,Ecuador,Europe,SouthAmerica,52,37,0,0,0,3,Friendly,EastRutherford,USA,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-27,Croatia,Slovenia,Europe,Europe,23,28,0,0,0,0,Friendly,Zagreb,Croatia,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-27,England,Italy,Europe,Europe,12,4,0,0,1,2,Friendly,Leeds,England,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-27,Estonia,Russia,Europe,Europe,85,24,0,0,2,1,Friendly,Tallinn,Estonia,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-27,France,Scotland,Europe,Europe,1,51,0,0,5,0,Friendly,Saint-Denis,France,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-27,Georgia,SouthAfrica,Europe,Africa,60,36,0,0,4,1,Friendly,Tbilisi,Georgia,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-27,Germany,USA,Europe,NorthAmerica,10,13,0,0,4,2,Friendly,Rostock,Germany,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-27,RepublicofIreland,Denmark,Europe,Europe,18,20,0,0,3,0,Friendly,Dublin,RepublicofIreland,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-27,Liechtenstein,NorthernIreland,Europe,Europe,152,92,0,0,0,0,Friendly,Vaduz,Liechtenstein,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-27,Luxembourg,Latvia,Europe,Europe,145,107,0,0,0,3,Friendly,Hesperange,Luxembourg,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-27,Malta,Andorra,Europe,Europe,123,142,0,0,1,1,Friendly,Attard,Malta,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-27,Moldova,Hungary,Europe,Europe,102,68,0,0,0,2,Friendly,Chișinău,Moldova,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-27,Netherlands,Spain,Europe,Europe,9,7,0,0,1,0,Friendly,Rotterdam,Netherlands,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-27,Poland,Japan,Europe,Asia,33,38,0,0,0,2,Friendly,Łódź,Poland,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-27,Portugal,Finland,Europe,Europe,6,47,0,0,1,4,Friendly,Porto,Portugal,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-27,Romania,Ukraine,Europe,Europe,17,42,0,0,4,1,Friendly,Constanţa,Romania,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-27,SaudiArabia,Uruguay,Asia,SouthAmerica,35,22,0,0,3,2,Friendly,Dammam,SaudiArabia,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-27,Senegal,Bolivia,Africa,SouthAmerica,45,70,0,0,2,1,Friendly,Dakar,Senegal,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-27,Sweden,Switzerland,Europe,Europe,16,62,0,0,1,1,Friendly,Malmö,Sweden,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-27,Tunisia,Norway,Africa,Europe,29,30,0,0,0,0,Friendly,Tunis,Tunisia,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-27,Wales,CzechRepublic,Europe,Europe,97,14,0,0,0,0,Friendly,Cardiff,Wales,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-30,Botswana,SouthAfrica,Africa,Africa,143,36,0,0,0,0,COSAFACup,Gaborone,Botswana,False,Yes,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-30,Eswatini,Mozambique,Africa,Africa,134,130,0,0,1,2,Friendly,Mhlume,Eswatini,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-31,Eswatini,Mozambique,Africa,Africa,134,130,0,0,1,1,Friendly,BigBend,Eswatini,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-04,SriLanka,Maldives,Asia,Africa,146,149,0,0,1,0,Friendly,Colombo,SriLanka,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-06,SriLanka,Maldives,Asia,Africa,146,149,0,0,1,1,Friendly,Jaffna,SriLanka,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-07,Lesotho,Mozambique,Africa,Africa,135,130,0,0,0,2,COSAFACup,Maseru,Lesotho,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-09,Singapore,Maldives,Asia,Africa,115,149,0,0,2,0,Friendly,Singapore,Singapore,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-10,Yemen,Ethiopia,Asia,Africa,138,139,0,0,1,1,Friendly,"Sanaa",Yemen,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-17,Andorra,Albania,Europe,Europe,144,96,0,0,2,0,Friendly,SantJuliàdeLòria,Andorra,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-17,Austria,Cameroon,Europe,Africa,60,18,0,0,0,0,Friendly,Vienna,Austria,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-17,Belgium,Slovakia,Europe,Europe,22,49,0,0,1,1,Friendly,Brussels,Belgium,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-17,Belize,Nicaragua,NorthAmerica,NorthAmerica,160,189,0,0,7,1,Friendly,Belize,Belize,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-17,Croatia,BosniaandHerzegovina,Europe,Europe,23,73,0,0,2,0,Friendly,Zagreb,Croatia,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-17,Denmark,Israel,Europe,Europe,20,50,0,0,3,1,Friendly,Copenhagen,Denmark,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-17,Ecuador,SouthAfrica,SouthAmerica,Africa,36,37,0,0,0,0,Friendly,Murcia,Spain,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-17,England,Paraguay,Europe,SouthAmerica,11,15,0,0,4,0,Friendly,Liverpool,England,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-17,France,Russia,Europe,Europe,1,24,0,0,0,0,Friendly,Saint-Denis,France,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-17,Germany,Argentina,Europe,SouthAmerica,12,3,0,0,0,1,Friendly,Stuttgart,Germany,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-17,Greece,CzechRepublic,Europe,Europe,54,14,0,0,0,0,Friendly,Ioannina,Greece,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-17,Hungary,Belarus,Europe,Europe,68,88,0,0,2,5,Friendly,Debrecen,Hungary,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-17,RepublicofIreland,USA,Europe,NorthAmerica,19,13,0,0,2,1,Friendly,Dublin,RepublicofIreland,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-17,Italy,Uruguay,Europe,SouthAmerica,6,21,0,0,1,1,Friendly,Milan,Italy,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-17,Japan,CostaRica,Asia,NorthAmerica,33,27,0,0,1,1,Friendly,Yokohama,Japan,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-17,Latvia,Kazakhstan,Europe,Europe,105,101,0,0,2,1,Friendly,Ventspils,Latvia,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-17,Luxembourg,Liechtenstein,Europe,Europe,146,152,0,0,3,3,Friendly,Hesperange,Luxembourg,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-17,NorthMacedonia,Finland,Europe,Europe,93,42,0,0,1,0,Friendly,Prilep,NorthMacedonia,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-17,Malta,Azerbaijan,Europe,Europe,122,115,0,0,1,0,Friendly,Attard,Malta,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-17,Mexico,Bulgaria,NorthAmerica,Europe,7,52,0,0,1,0,Friendly,EastRutherford,USA,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-17,NorthernIreland,Spain,Europe,Europe,91,8,0,0,0,5,Friendly,Belfast,NorthernIreland,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-17,Norway,Sweden,Europe,Europe,31,17,0,0,0,0,Friendly,Oslo,Norway,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-17,Poland,Romania,Europe,Europe,38,16,0,0,1,2,Friendly,Bydgoszcz,Poland,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-17,Portugal,Brazil,Europe,SouthAmerica,5,2,0,0,1,1,Friendly,Lisbon,Portugal,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-17,Scotland,Nigeria,Europe,Africa,53,29,0,0,1,2,Friendly,Aberdeen,Scotland,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-17,Slovenia,Tunisia,Europe,Africa,28,30,0,0,1,0,Friendly,Ljubljana,Slovenia,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-17,Turkey,Chile,Europe,SouthAmerica,25,44,0,0,2,0,Friendly,Kerkrade,Netherlands,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-17,Ukraine,Georgia,Europe,Europe,45,55,0,0,2,1,Friendly,Kyiv,Ukraine,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-21,KoreaRepublic,CostaRica,Asia,NorthAmerica,41,27,0,0,2,0,Friendly,Daegu,KoreaRepublic,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-21,Eswatini,Namibia,Africa,Africa,134,104,0,0,2,1,COSAFACup,Lobamba,Eswatini,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-27,KoreaRepublic,ChinaPR,Asia,Asia,41,51,0,0,0,0,Friendly,Incheon,KoreaRepublic,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-04-29,Japan,Slovakia,Asia,Europe,33,49,0,0,1,0,KirinCup,Tokyo,Japan,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-02,Japan,Honduras,Asia,NorthAmerica,33,26,0,0,3,3,KirinCup,Kobe,Japan,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-04,Malawi,Tanzania,Africa,Africa,121,151,0,0,1,0,Friendly,Blantyre,Malawi,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-04,Nigeria,Kenya,Africa,Africa,29,106,0,0,3,0,Friendly,Lagos,Nigeria,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-05,Zimbabwe,Eswatini,Africa,Africa,67,134,0,0,0,2,COSAFACup,Harare,Zimbabwe,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-07,Venezuela,Colombia,SouthAmerica,SouthAmerica,83,4,0,0,0,0,Friendly,Caracas,Venezuela,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-08,Hungary,Croatia,Europe,Europe,68,23,0,0,0,2,Friendly,Pécs,Hungary,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-09,CostaRica,Colombia,NorthAmerica,SouthAmerica,27,4,0,0,1,2,Friendly,SanJosé,CostaRica,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-09,Germany,Kuwait,Europe,Asia,12,80,0,0,7,0,Friendly,Freiburg,Germany,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-11,Kenya,Tanzania,Africa,Africa,106,151,0,0,1,0,Friendly,Nairobi,Kenya,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-12,Mexico,Colombia,NorthAmerica,SouthAmerica,7,4,0,0,2,1,Friendly,MexicoCity,Mexico,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-12,SouthAfrica,Madagascar,Africa,Africa,37,120,0,0,1,0,Friendly,Durban,SouthAfrica,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-12,USA,Uruguay,NorthAmerica,SouthAmerica,13,21,0,0,2,1,Friendly,Washington,USA,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-14,Belgium,Algeria,Europe,Africa,22,78,0,0,0,0,Friendly,Brussels,Belgium,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-14,Norway,Japan,Europe,Asia,31,33,0,0,3,0,Friendly,Oslo,Norway,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-14,SaudiArabia,Senegal,Asia,Africa,34,43,0,0,3,2,Friendly,Riyadh,SaudiArabia,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-14,Slovakia,Uzbekistan,Europe,Asia,49,64,0,0,4,1,Friendly,Prešov,Slovakia,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-14,Wales,Germany,Europe,Europe,97,12,0,0,1,0,Friendly,Cardiff,Wales,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-15,Greece,Cyprus,Europe,Europe,53,82,0,0,3,1,Friendly,Rhodes,Greece,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-15,Switzerland,Canada,Europe,NorthAmerica,64,75,0,0,1,3,Friendly,St.Gallen,Switzerland,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-16,ChinaPR,Uruguay,Asia,SouthAmerica,50,24,0,0,0,2,Friendly,Shenyang,ChinaPR,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-16,RepublicofIreland,Nigeria,Europe,Africa,15,27,0,0,1,2,Friendly,Dublin,RepublicofIreland,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-16,KoreaRepublic,Scotland,Asia,Europe,40,55,0,0,4,1,Friendly,Busan,KoreaRepublic,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-16,Mexico,Bolivia,NorthAmerica,SouthAmerica,7,70,0,0,1,0,Friendly,SanFrancisco,USA,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-16,USA,Jamaica,NorthAmerica,NorthAmerica,13,57,0,0,5,0,Friendly,EastRutherford,USA,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-17,Myanmar,Malaysia,Asia,Asia,153,112,0,0,1,1,Friendly,Yangon,Myanmar,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-17,Denmark,Cameroon,Europe,Africa,20,17,0,0,2,1,Friendly,Copenhagen,Denmark,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-17,Russia,Belarus,Europe,Europe,28,88,0,0,1,1,Friendly,Moscow,Russia,False,Yes,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-17,Slovenia,Ghana,Europe,Africa,25,52,0,0,2,0,Friendly,Ljubljana,Slovenia,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-17,Sweden,Paraguay,Europe,SouthAmerica,19,18,0,0,1,2,Friendly,Solna,Sweden,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-18,CzechRepublic,Italy,Europe,Europe,16,6,0,0,1,0,Friendly,Prague,CzechRepublic,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-18,France,Belgium,Europe,Europe,1,23,0,0,1,2,Friendly,Saint-Denis,France,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-18,Germany,Austria,Europe,Europe,11,61,0,0,6,2,Friendly,Leverkusen,Germany,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-18,Jamaica,Nigeria,NorthAmerica,Africa,57,27,0,0,0,1,Friendly,London,England,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-18,Malawi,Angola,Africa,Africa,122,58,0,0,2,1,COSAFACup,Blantyre,Malawi,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-18,Poland,Estonia,Europe,Europe,38,86,0,0,1,0,Friendly,Warsaw,Poland,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-18,Tanzania,Kenya,Africa,Africa,152,106,0,0,0,5,Friendly,Arusha,Tanzania,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-19,Belarus,Ukraine,Europe,Europe,88,44,0,0,2,0,Friendly,Moscow,Russia,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-19,Myanmar,Malaysia,Asia,Asia,153,112,0,0,0,0,Friendly,Yangon,Myanmar,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-19,USA,Netherlands,NorthAmerica,Europe,13,9,0,0,0,2,Friendly,Foxborough,USA,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-20,Scotland,SouthAfrica,Europe,Africa,55,37,0,0,0,2,Friendly,SoKonPo,HongKong,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-21,KoreaRepublic,England,Asia,Europe,40,12,0,0,1,1,Friendly,Seogwipo,KoreaRepublic,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-21,SanMarino,Estonia,Europe,Europe,159,86,0,0,0,1,Friendly,Serravalle,SanMarino,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-21,Singapore,Uruguay,Asia,SouthAmerica,113,24,0,0,1,2,Friendly,Kallang,Singapore,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-22,Finland,Latvia,Europe,Europe,41,99,0,0,2,1,Friendly,Helsinki,Finland,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-22,Norway,Iceland,Europe,Europe,33,56,0,0,1,1,Friendly,Bodø,Norway,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-23,Ecuador,Senegal,SouthAmerica,Africa,36,42,0,0,0,1,Friendly,Tottori,Japan,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-23,SouthAfrica,Turkey,Africa,Europe,37,22,0,0,2,0,Friendly,SoKonPo,HongKong,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-25,ChinaPR,Portugal,Asia,Europe,50,5,0,0,0,2,Friendly,Macau,Macau,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-25,Japan,Sweden,Asia,Europe,32,19,0,0,1,1,Friendly,Tokyo,Japan,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-25,Malaysia,Brazil,Asia,SouthAmerica,112,2,0,0,0,4,Friendly,KualaLumpur,Malaysia,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-26,Belgium,CostaRica,Europe,NorthAmerica,23,29,0,0,1,0,Friendly,Kumamoto,Japan,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-26,Cameroon,England,Africa,Europe,17,12,0,0,2,2,Friendly,Kobe,Japan,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-26,Denmark,Tunisia,Europe,Africa,20,31,0,0,2,1,Friendly,Wakayama,Japan,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-26,KoreaRepublic,France,Asia,Europe,40,1,0,0,2,3,Friendly,Suwon,KoreaRepublic,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-30,Kuwait,IRIran,Asia,Asia,77,30,0,0,1,3,Friendly,KuwaitCity,Kuwait,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-05-31,France,Senegal,Europe,Africa,1,42,0,0,0,1,FIFAWorldCup,Seoul,KoreaRepublic,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-06-01,Germany,SaudiArabia,Europe,Asia,11,34,0,0,8,0,FIFAWorldCup,Sapporo,Japan,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-06-01,RepublicofIreland,Cameroon,Europe,Africa,15,17,0,0,1,1,FIFAWorldCup,Niigata,Japan,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-06-01,Uruguay,Denmark,SouthAmerica,Europe,24,20,0,0,1,2,FIFAWorldCup,Ulsan,KoreaRepublic,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-06-02,Argentina,Nigeria,SouthAmerica,Africa,3,27,0,0,1,0,FIFAWorldCup,Kashima,Japan,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-06-02,England,Sweden,Europe,Europe,12,19,0,0,1,1,FIFAWorldCup,Saitama,Japan,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-06-02,Paraguay,SouthAfrica,SouthAmerica,Africa,18,37,0,0,2,2,FIFAWorldCup,Busan,KoreaRepublic,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-06-02,Spain,Slovenia,Europe,Europe,8,25,0,0,3,1,FIFAWorldCup,Gwangju,KoreaRepublic,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-06-03,Brazil,Turkey,SouthAmerica,Europe,2,22,0,0,2,1,FIFAWorldCup,Ulsan,KoreaRepublic,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-06-03,Croatia,Mexico,Europe,NorthAmerica,21,7,0,0,0,1,FIFAWorldCup,Niigata,Japan,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-06-03,Italy,Ecuador,Europe,SouthAmerica,6,36,0,0,2,0,FIFAWorldCup,Sapporo,Japan,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-06-04,ChinaPR,CostaRica,Asia,NorthAmerica,50,29,0,0,0,2,FIFAWorldCup,Gwangju,KoreaRepublic,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-06-04,Japan,Belgium,Asia,Europe,32,23,0,0,2,2,FIFAWorldCup,Saitama,Japan,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-06-04,KoreaRepublic,Poland,Asia,Europe,40,38,0,0,2,0,FIFAWorldCup,Busan,KoreaRepublic,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-06-05,Germany,RepublicofIreland,Europe,Europe,11,15,0,0,1,1,FIFAWorldCup,Kashima,Japan,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-06-05,Russia,Tunisia,Europe,Africa,28,31,0,0,2,0,FIFAWorldCup,Kobe,Japan,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-06-05,USA,Portugal,NorthAmerica,Europe,13,5,0,0,3,2,FIFAWorldCup,Suwon,KoreaRepublic,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-06-06,Cameroon,SaudiArabia,Africa,Asia,17,34,0,0,1,0,FIFAWorldCup,Saitama,Japan,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-06-06,Denmark,Senegal,Europe,Africa,20,42,0,0,1,1,FIFAWorldCup,Daegu,KoreaRepublic,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-06-06,France,Uruguay,Europe,SouthAmerica,1,24,0,0,0,0,FIFAWorldCup,Busan,KoreaRepublic,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-06-07,Andorra,Armenia,Europe,Europe,141,101,0,0,0,2,Friendly,SantJuliàdeLòria,Andorra,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-06-07,Argentina,England,SouthAmerica,Europe,3,12,0,0,0,1,FIFAWorldCup,Sapporo,Japan,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-06-07,Spain,Paraguay,Europe,SouthAmerica,8,18,0,0,3,1,FIFAWorldCup,Jeonju,KoreaRepublic,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-06-07,Sweden,Nigeria,Europe,Africa,19,27,0,0,2,1,FIFAWorldCup,Kobe,Japan,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-06-08,Brazil,ChinaPR,SouthAmerica,Asia,2,50,0,0,4,0,FIFAWorldCup,Seogwipo,KoreaRepublic,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
