date,home_team,away_team,home_team_continent,away_team_continent,home_team_fifa_rank,away_team_fifa_rank,home_team_total_fifa_points,away_team_total_fifa_points,home_team_score,away_team_score,tournament,city,country,neutral_location,shoot_out,home_team_result,home_team_goalkeeper_score,away_team_goalkeeper_score,home_team_mean_defense_score,home_team_mean_offense_score,home_team_mean_midfield_score,away_team_mean_defense_score,away_team_mean_offense_score,away_team_mean_midfield_score
2011-10-11,Australia,Oman,Oceania,Asia,19,105,881,318,3,0,FIFAWorldCupqualification,Sydney,Australia,False,No,Win,80.0,77.0,70.2,73.7,71.8,nan,nan,nan
2011-10-11,Belarus,Poland,Europe,Europe,56,65,554,495,0,2,Friendly,Wiesbaden,Germany,True,No,Lose,75.0,80.0,63.2,67.3,68.0,73.0,76.0,76.0
2011-10-11,Bermuda,Guyana,NorthAmerica,SouthAmerica,189,116,29,277,1,1,FIFAWorldCupqualification,Hamilton,Bermuda,False,No,Draw,55.0,nan,nan,nan,nan,nan,nan,nan
2011-10-11,Bolivia,Colombia,SouthAmerica,SouthAmerica,81,32,411,737,1,2,FIFAWorldCupqualification,LaPaz,Bolivia,False,No,Lose,66.0,77.0,nan,nan,nan,77.5,78.7,78.5
2011-10-11,Bulgaria,Wales,Europe,Europe,55,90,558,374,0,1,UEFAEuroqualification,Sofia,Bulgaria,False,No,Lose,80.0,77.0,70.8,73.7,73.5,73.2,72.7,80.8
2011-10-11,Canada,PuertoRico,NorthAmerica,NorthAmerica,87,145,394,173,0,0,FIFAWorldCupqualification,Toronto,Canada,False,No,Draw,77.0,nan,67.5,69.7,75.5,nan,nan,nan
2011-10-11,Chile,Peru,SouthAmerica,SouthAmerica,14,35,932,723,4,2,FIFAWorldCupqualification,Santiago,Chile,False,No,Win,78.0,73.0,72.5,80.3,80.8,71.0,77.0,78.0
2011-10-11,ChinaPR,Iraq,Asia,Asia,73,107,468,306,0,1,FIFAWorldCupqualification,Shenzhen,ChinaPR,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2011-10-11,Croatia,Latvia,Europe,Europe,9,74,1057,459,2,0,UEFAEuroqualification,Rijeka,Croatia,False,No,Win,74.0,71.0,76.0,80.0,81.0,nan,nan,nan
2011-10-11,Denmark,Portugal,Europe,Europe,17,5,893,1158,2,1,UEFAEuroqualification,Copenhagen,Denmark,False,No,Win,78.0,81.0,76.8,74.0,76.5,82.0,86.3,82.5
2011-10-11,ElSalvador,CaymanIslands,NorthAmerica,NorthAmerica,88,174,389,83,4,0,FIFAWorldCupqualification,SanSalvador,ElSalvador,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-10-11,EquatorialGuinea,Cameroon,Africa,Africa,152,48,141,595,1,1,Friendly,Malabo,EquatorialGuinea,False,No,Draw,nan,80.0,nan,60.0,nan,75.2,79.0,79.2
2011-10-11,Estonia,Ukraine,Europe,Europe,58,60,536,531,0,2,Friendly,Tallinn,Estonia,False,No,Lose,69.0,78.0,63.2,60.3,nan,nan,72.0,68.5
2011-10-11,France,BosniaandHerzegovina,Europe,Europe,12,22,955,839,1,1,UEFAEuroqualification,Saint-Denis,France,False,No,Draw,86.0,76.0,82.5,83.0,84.5,72.0,77.7,78.0
2011-10-11,Georgia,Greece,Europe,Europe,64,11,498,1000,1,2,UEFAEuroqualification,Tbilisi,Georgia,False,No,Lose,74.0,76.0,71.8,70.0,69.8,77.0,74.7,74.8
2011-10-11,Germany,Belgium,Europe,Europe,3,34,1289,729,3,1,UEFAEuroqualification,Düsseldorf,Germany,False,No,Win,87.0,76.0,83.0,83.7,85.0,81.2,80.3,78.5
2011-10-11,Ghana,Nigeria,Africa,Africa,37,43,700,613,0,0,Friendly,Watford,England,True,No,Draw,64.0,76.0,71.0,76.7,81.0,74.5,77.7,76.2
2011-10-11,Guatemala,Belize,NorthAmerica,NorthAmerica,109,134,301,195,3,1,FIFAWorldCupqualification,Guatemala,Guatemala,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-10-11,Haiti,Curaçao,NorthAmerica,NorthAmerica,108,178,305,75,2,2,FIFAWorldCupqualification,Port-au-Prince,Haiti,False,No,Draw,70.0,nan,65.5,nan,60.8,nan,nan,nan
2011-10-11,Honduras,Jamaica,NorthAmerica,NorthAmerica,53,45,564,606,2,1,Friendly,LaCeiba,Honduras,False,No,Win,nan,63.0,72.5,68.0,69.8,65.2,72.3,71.8
2011-10-11,Hungary,Finland,Europe,Europe,27,72,753,471,0,0,UEFAEuroqualification,Budapest,Hungary,False,No,Draw,73.0,77.0,69.5,73.3,76.5,70.5,68.7,74.8
2011-10-11,Indonesia,Qatar,Asia,Asia,139,100,182,349,2,3,FIFAWorldCupqualification,Jakarta,Indonesia,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2011-10-11,IRIran,Bahrain,Asia,Asia,50,102,576,334,6,0,FIFAWorldCupqualification,Tehran,IRIran,False,No,Win,54.0,nan,nan,nan,nan,nan,nan,nan
2011-10-11,RepublicofIreland,Armenia,Europe,Europe,29,44,749,609,2,1,UEFAEuroqualification,Dublin,RepublicofIreland,False,No,Win,82.0,69.0,76.0,79.0,76.0,nan,nan,nan
2011-10-11,Italy,NorthernIreland,Europe,Europe,6,70,1142,477,3,0,UEFAEuroqualification,Pescara,Italy,False,No,Win,86.0,73.0,82.5,84.7,84.0,71.2,71.0,73.2
2011-10-11,Japan,Tajikistan,Asia,Asia,15,124,924,250,8,0,FIFAWorldCupqualification,Osaka,Japan,False,No,Win,69.0,nan,72.5,72.7,76.0,nan,nan,nan
2011-10-11,Kazakhstan,Austria,Europe,Europe,132,77,198,441,0,0,UEFAEuroqualification,Astana,Kazakhstan,False,No,Draw,nan,75.0,nan,nan,nan,75.8,74.0,74.5
2011-10-11,KoreaDPR,Uzbekistan,Asia,Asia,121,79,257,421,0,1,FIFAWorldCupqualification,Pyongyang,KoreaDPR,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2011-10-11,KoreaRepublic,UnitedArabEmirates,Asia,Asia,29,112,749,287,2,1,FIFAWorldCupqualification,Suwon,KoreaRepublic,False,No,Win,73.0,nan,71.0,75.0,76.0,nan,nan,nan
2011-10-11,Lebanon,Kuwait,Asia,Asia,146,99,163,352,2,2,FIFAWorldCupqualification,Beirut,Lebanon,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2011-10-11,Lithuania,CzechRepublic,Europe,Europe,75,40,458,655,1,4,UEFAEuroqualification,Kaunas,Lithuania,False,No,Lose,71.0,84.0,67.5,nan,63.8,75.2,76.3,76.8
2011-10-11,NorthMacedonia,Slovakia,Europe,Europe,94,39,366,661,1,1,UEFAEuroqualification,Skopje,NorthMacedonia,False,No,Draw,70.0,71.0,65.2,72.7,61.0,71.8,75.3,72.2
2011-10-11,Malta,Israel,Europe,Europe,154,38,137,677,0,2,UEFAEuroqualification,Attard,Malta,False,No,Lose,nan,77.0,nan,nan,nan,68.5,74.3,76.0
2011-10-11,Mexico,Brazil,NorthAmerica,SouthAmerica,20,7,866,1131,1,2,Friendly,Torreón,Mexico,False,No,Lose,76.0,85.0,76.2,77.0,76.2,85.5,84.3,84.0
2011-10-11,Moldova,SanMarino,Europe,Europe,122,203,255,0,4,0,UEFAEuroqualification,Chișinău,Moldova,False,No,Win,60.0,nan,nan,59.7,63.2,nan,nan,nan
2011-10-11,Norway,Cyprus,Europe,Europe,23,86,834,398,3,1,UEFAEuroqualification,Oslo,Norway,False,No,Win,70.0,nan,75.5,75.7,75.2,nan,nan,nan
2011-10-11,Panama,Nicaragua,NorthAmerica,NorthAmerica,53,156,564,123,5,1,FIFAWorldCupqualification,PanamaCity,Panama,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-10-11,Paraguay,Uruguay,SouthAmerica,SouthAmerica,24,4,824,1184,1,1,FIFAWorldCupqualification,Asunción,Paraguay,False,No,Draw,69.0,78.0,72.8,80.0,72.5,79.2,85.0,78.5
2011-10-11,Philippines,Nepal,Asia,Asia,166,135,105,193,4,0,Friendly,Manila,Philippines,False,No,Win,65.0,nan,nan,nan,nan,nan,nan,nan
2011-10-11,Russia,Andorra,Europe,Europe,13,203,954,0,6,0,UEFAEuroqualification,Moscow,Russia,False,No,Win,84.0,nan,77.0,81.0,80.2,nan,nan,nan
2011-10-11,Singapore,Jordan,Asia,Asia,136,85,187,406,0,3,FIFAWorldCupqualification,Singapore,Singapore,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2011-10-11,Slovenia,Serbia,Europe,Europe,33,21,732,855,1,0,UEFAEuroqualification,Maribor,Slovenia,False,No,Win,82.0,72.0,72.5,74.7,76.2,83.0,76.7,79.0
2011-10-11,Spain,Scotland,Europe,Europe,1,52,1605,572,3,1,UEFAEuroqualification,Alicante,Spain,False,No,Win,89.0,77.0,85.8,88.0,88.5,74.0,74.0,78.0
2011-10-11,St.KittsandNevis,St.Lucia,NorthAmerica,NorthAmerica,123,185,251,45,1,1,FIFAWorldCupqualification,Basseterre,St.KittsandNevis,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2011-10-11,Suriname,DominicanRepublic,SouthAmerica,NorthAmerica,113,139,286,181,1,3,FIFAWorldCupqualification,Paramaribo,Suriname,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2011-10-11,Sweden,Netherlands,Europe,Europe,25,2,792,1570,3,2,UEFAEuroqualification,Solna,Sweden,False,No,Win,77.0,84.0,75.2,80.3,78.2,76.5,83.3,86.0
2011-10-11,Switzerland,Montenegro,Europe,Europe,18,26,886,777,2,0,UEFAEuroqualification,Basel,Switzerland,False,No,Win,78.0,61.0,77.0,76.7,78.8,70.8,80.0,70.2
2011-10-11,Thailand,SaudiArabia,Asia,Asia,117,97,274,359,0,0,FIFAWorldCupqualification,Bangkok,Thailand,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2011-10-11,TrinidadandTobago,Barbados,SouthAmerica,NorthAmerica,80,150,413,147,4,0,FIFAWorldCupqualification,PortofSpain,TrinidadandTobago,False,No,Win,62.0,nan,63.5,66.7,nan,nan,62.7,nan
2011-10-11,Turkey,Azerbaijan,Europe,Europe,27,97,753,358,1,0,UEFAEuroqualification,Istanbul,Turkey,False,No,Win,77.0,nan,73.2,78.0,77.8,nan,nan,nan
2011-10-11,USA,Ecuador,NorthAmerica,SouthAmerica,31,69,741,481,0,1,Friendly,Harrison,USA,False,No,Lose,81.0,69.0,74.2,75.7,77.2,70.5,74.7,76.8
2011-10-11,Venezuela,Argentina,SouthAmerica,SouthAmerica,47,10,597,1024,1,0,FIFAWorldCupqualification,PuertolaCruz,Venezuela,False,No,Win,64.0,77.0,72.2,73.7,75.5,80.8,88.3,85.2
2011-10-31,Namibia,Lesotho,Africa,Africa,127,162,248,114,0,0,Friendly,Windhoek,Namibia,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-04,Kuwait,Bahrain,Asia,Asia,96,101,350,324,0,1,Friendly,KuwaitCity,Kuwait,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-04,Qatar,Oman,Asia,Asia,92,103,371,316,0,0,Friendly,Doha,Qatar,False,No,Draw,nan,77.0,nan,nan,nan,nan,nan,nan
2011-11-06,Iraq,Lebanon,Asia,Asia,91,146,378,170,1,0,Friendly,Doha,Qatar,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-06,Lesotho,CongoDR,Africa,Africa,162,133,114,222,0,3,Friendly,Pretoria,SouthAfrica,True,No,Lose,nan,63.0,nan,nan,nan,70.0,73.3,71.5
2011-11-10,Gabon,Brazil,Africa,SouthAmerica,68,5,473,1144,0,2,Friendly,Libreville,Gabon,False,No,Lose,67.0,85.0,nan,74.3,nan,85.5,84.3,84.0
2011-11-11,Albania,Azerbaijan,Europe,Europe,71,117,461,264,0,1,Friendly,Tirana,Albania,False,No,Lose,70.0,nan,nan,69.7,71.5,nan,nan,nan
2011-11-11,AntiguaandBarbuda,Haiti,NorthAmerica,NorthAmerica,90,107,381,307,1,0,FIFAWorldCupqualification,"St.Johns",AntiguaandBarbuda,False,No,Win,nan,70.0,nan,nan,nan,65.5,nan,60.8
2011-11-11,Argentina,Bolivia,SouthAmerica,SouthAmerica,10,115,1030,272,1,1,FIFAWorldCupqualification,BuenosAires,Argentina,False,No,Draw,77.0,66.0,80.8,88.3,85.2,nan,nan,nan
2011-11-11,Bahrain,IRIran,Asia,Asia,101,42,324,625,1,1,FIFAWorldCupqualification,Riffa,Bahrain,False,No,Draw,nan,54.0,nan,nan,nan,nan,nan,nan
2011-11-11,Belgium,Romania,Europe,Europe,37,55,669,574,2,1,Friendly,Liège,Belgium,False,No,Win,76.0,74.0,81.2,80.3,78.5,75.0,75.3,74.0
2011-11-11,Bermuda,Barbados,NorthAmerica,NorthAmerica,132,148,225,163,2,1,FIFAWorldCupqualification,Hamilton,Bermuda,False,No,Win,55.0,nan,nan,nan,nan,nan,62.7,nan
2011-11-11,BosniaandHerzegovina,Portugal,Europe,Europe,21,8,863,1043,0,0,UEFAEuroqualification,Zenica,BosniaandHerzegovina,False,No,Draw,76.0,81.0,72.0,77.7,78.0,82.0,86.3,82.5
2011-11-11,BurkinaFaso,Mali,Africa,Africa,54,68,578,472,1,1,Friendly,Saint-Leu-la-Forêt,France,True,No,Draw,nan,55.0,nan,72.3,nan,72.8,75.0,76.5
2011-11-11,Cameroon,Sudan,Africa,Africa,47,102,599,321,3,1,Friendly,Marrakech,Morocco,True,No,Win,80.0,nan,75.2,79.0,79.2,nan,nan,nan
2011-11-11,Chad,Tanzania,Africa,Africa,152,131,151,231,1,2,FIFAWorldCupqualification,"NDjamena",Chad,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-11,Colombia,Venezuela,SouthAmerica,SouthAmerica,31,40,757,632,1,1,FIFAWorldCupqualification,Barranquilla,Colombia,False,No,Draw,77.0,64.0,77.5,78.7,78.5,72.2,73.7,75.5
2011-11-11,Comoros,Mozambique,Africa,Africa,183,110,72,280,0,1,FIFAWorldCupqualification,Mitsamiouli,Comoros,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-11,Cyprus,Scotland,Europe,Europe,120,51,258,581,1,2,Friendly,Larnaca,Cyprus,False,No,Lose,nan,77.0,nan,nan,nan,74.0,74.0,78.0
2011-11-11,CzechRepublic,Montenegro,Europe,Europe,47,39,599,654,2,0,UEFAEuroqualification,Prague,CzechRepublic,False,No,Win,84.0,61.0,75.2,76.3,76.8,70.8,80.0,70.2
2011-11-11,Denmark,Sweden,Europe,Europe,10,14,1030,955,2,0,Friendly,Copenhagen,Denmark,False,No,Win,78.0,77.0,76.8,74.0,76.5,75.2,80.3,78.2
2011-11-11,Djibouti,Namibia,Africa,Africa,195,127,11,248,0,4,FIFAWorldCupqualification,Djibouti,Djibouti,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-11,DominicanRepublic,CaymanIslands,NorthAmerica,NorthAmerica,128,185,245,50,4,0,FIFAWorldCupqualification,SanCristóbal,DominicanRepublic,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-11,EquatorialGuinea,Madagascar,Africa,Africa,155,165,139,110,2,0,FIFAWorldCupqualification,Malabo,EquatorialGuinea,False,No,Win,nan,nan,nan,60.0,nan,nan,nan,nan
2011-11-11,Eritrea,Rwanda,Africa,Africa,190,112,27,276,1,1,FIFAWorldCupqualification,Asmara,Eritrea,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-11,Estonia,RepublicofIreland,Europe,Europe,59,25,541,812,0,4,UEFAEuroqualification,Tallinn,Estonia,False,No,Lose,69.0,82.0,63.2,60.3,nan,76.0,79.0,76.0
2011-11-11,France,USA,Europe,NorthAmerica,15,34,952,719,1,0,Friendly,Saint-Denis,France,False,No,Win,86.0,81.0,82.5,83.0,84.5,74.2,75.7,77.2
2011-11-11,Georgia,Moldova,Europe,Europe,67,123,474,255,2,0,Friendly,Tbilisi,Georgia,False,No,Win,74.0,60.0,71.8,70.0,69.8,nan,59.7,63.2
2011-11-11,Greece,Russia,Europe,Europe,8,13,1043,975,1,1,Friendly,Piraeus,Greece,False,No,Draw,76.0,84.0,77.0,74.7,74.8,77.0,81.0,80.2
2011-11-11,Guatemala,Grenada,NorthAmerica,NorthAmerica,99,116,340,270,3,0,FIFAWorldCupqualification,Guatemala,Guatemala,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-11,Guinea-Bissau,Togo,Africa,Africa,167,94,106,359,1,1,FIFAWorldCupqualification,Bissau,Guinea-Bissau,False,No,Draw,58.0,68.0,nan,71.3,nan,nan,nan,69.8
2011-11-11,Guyana,TrinidadandTobago,SouthAmerica,SouthAmerica,97,79,346,432,2,1,FIFAWorldCupqualification,Providence,Guyana,False,No,Win,nan,62.0,nan,nan,nan,63.5,66.7,nan
2011-11-11,Hungary,Liechtenstein,Europe,Europe,36,126,700,248,5,0,Friendly,Budapest,Hungary,False,No,Win,73.0,nan,69.5,73.3,76.5,nan,nan,nan
2011-11-11,Iraq,ChinaPR,Asia,Asia,91,70,378,463,1,0,FIFAWorldCupqualification,Doha,Qatar,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-11,Jordan,Singapore,Asia,Asia,81,139,428,184,2,0,FIFAWorldCupqualification,Amman,Jordan,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-11,Kuwait,Lebanon,Asia,Asia,96,146,350,170,0,1,FIFAWorldCupqualification,KuwaitCity,Kuwait,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-11,Lesotho,Burundi,Africa,Africa,162,141,114,182,1,0,FIFAWorldCupqualification,Maseru,Lesotho,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-11,Mexico,Serbia,NorthAmerica,Europe,22,23,859,854,2,0,Friendly,Querétaro,Mexico,False,No,Win,76.0,72.0,76.2,77.0,76.2,83.0,76.7,79.0
2011-11-11,Morocco,Uganda,Africa,Africa,56,88,566,393,0,1,Friendly,Marrakech,Morocco,False,No,Lose,67.0,nan,72.0,76.7,78.8,nan,nan,nan
2011-11-11,Netherlands,Switzerland,Europe,Europe,2,18,1425,920,0,0,Friendly,Amsterdam,Netherlands,False,No,Draw,84.0,78.0,76.5,83.3,86.0,77.0,76.7,78.8
2011-11-11,Nicaragua,Dominica,NorthAmerica,NorthAmerica,160,152,114,150,1,0,FIFAWorldCupqualification,Managua,Nicaragua,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-11,Oman,Australia,Asia,Oceania,103,20,316,867,1,0,FIFAWorldCupqualification,Muscat,Oman,False,No,Win,77.0,80.0,nan,nan,nan,70.2,73.7,71.8
2011-11-11,Panama,CostaRica,NorthAmerica,NorthAmerica,53,62,578,522,2,0,Friendly,PanamaCity,Panama,False,No,Win,nan,74.0,nan,nan,nan,65.5,77.0,71.0
2011-11-11,Paraguay,Ecuador,SouthAmerica,SouthAmerica,28,52,785,579,2,1,FIFAWorldCupqualification,Asunción,Paraguay,False,No,Win,69.0,69.0,72.8,80.0,72.5,70.5,74.7,76.8
2011-11-11,Poland,Italy,Europe,Europe,64,6,516,1135,0,2,Friendly,Wrocław,Poland,False,No,Lose,80.0,86.0,73.0,76.0,76.0,82.5,84.7,84.0
2011-11-11,PuertoRico,St.Lucia,NorthAmerica,NorthAmerica,137,179,198,77,4,0,FIFAWorldCupqualification,Bayamón,PuertoRico,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-11,Qatar,Indonesia,Asia,Asia,92,140,371,183,4,0,FIFAWorldCupqualification,Doha,Qatar,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-11,SãoToméandPríncipe,Congo,Africa,Africa,200,138,0,187,0,5,FIFAWorldCupqualification,SãoTomé,SãoToméandPríncipe,False,No,Lose,nan,67.0,nan,nan,nan,67.8,62.7,71.5
2011-11-11,SaudiArabia,Thailand,Asia,Asia,98,114,340,274,3,0,FIFAWorldCupqualification,Riyadh,SaudiArabia,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-11,Seychelles,Kenya,Africa,Africa,178,136,81,205,0,3,FIFAWorldCupqualification,Victoria,Seychelles,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-11,St.KittsandNevis,Canada,NorthAmerica,NorthAmerica,109,83,288,424,0,0,FIFAWorldCupqualification,Basseterre,St.KittsandNevis,False,No,Draw,nan,77.0,nan,nan,nan,67.5,69.7,75.5
2011-11-11,Suriname,ElSalvador,SouthAmerica,NorthAmerica,104,82,312,425,1,3,FIFAWorldCupqualification,Paramaribo,Suriname,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-11,Eswatini,CongoDR,Africa,Africa,175,133,87,222,1,3,FIFAWorldCupqualification,Lobamba,Eswatini,False,No,Lose,nan,63.0,nan,nan,nan,70.0,73.3,71.5
2011-11-11,Tajikistan,Japan,Asia,Asia,130,17,232,924,0,4,FIFAWorldCupqualification,Dushanbe,Tajikistan,False,No,Lose,nan,69.0,nan,nan,nan,72.5,72.7,76.0
2011-11-11,Turkey,Croatia,Europe,Europe,26,12,803,1014,0,3,UEFAEuroqualification,Istanbul,Turkey,False,No,Lose,77.0,74.0,73.2,78.0,77.8,76.0,80.0,81.0
2011-11-11,Ukraine,Germany,Europe,Europe,58,3,550,1352,3,3,Friendly,Kyiv,Ukraine,False,No,Draw,78.0,87.0,nan,72.0,68.5,83.0,83.7,85.0
2011-11-11,UnitedArabEmirates,KoreaRepublic,Asia,Asia,113,29,276,774,0,2,FIFAWorldCupqualification,Dubai,UnitedArabEmirates,False,No,Lose,nan,73.0,nan,nan,nan,71.0,75.0,76.0
2011-11-11,Uruguay,Chile,SouthAmerica,SouthAmerica,4,16,1229,941,4,0,FIFAWorldCupqualification,Montevideo,Uruguay,False,No,Win,78.0,78.0,79.2,85.0,78.5,72.5,80.3,80.8
2011-11-11,Uzbekistan,KoreaDPR,Asia,Asia,73,124,451,254,1,0,FIFAWorldCupqualification,Tashkent,Uzbekistan,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-11,USVirginIslands,Curaçao,NorthAmerica,NorthAmerica,169,171,103,99,0,3,FIFAWorldCupqualification,Frederiksted,USVirginIslands,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-12,Algeria,Tunisia,Africa,Africa,35,60,713,540,1,0,Friendly,Algiers,Algeria,False,No,Win,56.0,67.0,71.0,73.3,74.8,75.0,72.3,71.8
2011-11-12,England,Spain,Europe,Europe,7,1,1100,1624,1,0,Friendly,London,England,False,No,Win,83.0,89.0,84.0,81.3,85.8,85.8,88.0,88.5
2011-11-12,Nigeria,Botswana,Africa,Africa,44,89,624,385,0,0,Friendly,Abuja,Nigeria,False,No,Draw,76.0,nan,74.5,77.7,76.2,nan,nan,nan
2011-11-12,Somalia,Ethiopia,Africa,Africa,192,135,23,212,0,0,FIFAWorldCupqualification,Djibouti,Djibouti,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-12,SouthAfrica,"CôtedIvoire",Africa,Africa,49,19,595,898,1,1,Friendly,PortElizabeth,SouthAfrica,False,No,Draw,76.0,72.0,69.8,72.0,75.2,75.5,83.7,79.2
2011-11-12,Wales,Norway,Europe,Europe,45,24,618,838,4,1,Friendly,Cardiff,Wales,False,No,Win,77.0,70.0,73.2,72.7,80.8,75.5,75.7,75.2
2011-11-13,India,Malaysia,Asia,Asia,160,151,115,155,1,1,Friendly,Guwahati,India,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-13,Morocco,Cameroon,Africa,Africa,56,47,566,599,1,1,Friendly,Marrakech,Morocco,False,No,Draw,67.0,80.0,72.0,76.7,78.8,75.2,79.0,79.2
2011-11-13,Sudan,Uganda,Africa,Africa,102,88,321,393,0,0,Friendly,Marrakech,Morocco,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-14,Bermuda,Barbados,NorthAmerica,NorthAmerica,132,148,225,163,2,1,FIFAWorldCupqualification,Hamilton,Bermuda,False,No,Win,55.0,nan,nan,nan,nan,nan,62.7,nan
2011-11-14,Brazil,Egypt,SouthAmerica,Africa,5,29,1144,775,2,0,Friendly,AlRayyan,Qatar,True,No,Win,85.0,70.0,85.5,84.3,84.0,70.5,69.0,69.2
2011-11-14,CaymanIslands,DominicanRepublic,NorthAmerica,NorthAmerica,185,128,50,245,1,1,FIFAWorldCupqualification,GeorgeTown,CaymanIslands,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-14,Honduras,Serbia,NorthAmerica,Europe,57,23,555,854,2,0,Friendly,SanPedroSula,Honduras,False,No,Win,nan,72.0,72.5,68.0,69.8,83.0,76.7,79.0
2011-11-14,PuertoRico,St.Lucia,NorthAmerica,NorthAmerica,137,179,198,77,3,0,FIFAWorldCupqualification,Mayagüez,PuertoRico,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-15,Belarus,Libya,Europe,Africa,61,65,528,503,1,1,Friendly,Dubai,UnitedArabEmirates,True,No,Draw,75.0,nan,63.2,67.3,68.0,nan,nan,nan
2011-11-15,Burundi,Lesotho,Africa,Africa,141,162,182,114,2,2,FIFAWorldCupqualification,Bujumbura,Burundi,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-15,Canada,St.KittsandNevis,NorthAmerica,NorthAmerica,83,109,424,288,4,0,FIFAWorldCupqualification,Toronto,Canada,False,No,Win,77.0,nan,67.5,69.7,75.5,nan,nan,nan
2011-11-15,Chile,Paraguay,SouthAmerica,SouthAmerica,16,28,941,785,2,0,FIFAWorldCupqualification,Santiago,Chile,False,No,Win,78.0,69.0,72.5,80.3,80.8,72.8,80.0,72.5
2011-11-15,Colombia,Argentina,SouthAmerica,SouthAmerica,31,10,757,1030,1,2,FIFAWorldCupqualification,Barranquilla,Colombia,False,No,Lose,77.0,77.0,77.5,78.7,78.5,80.8,88.3,85.2
2011-11-15,Congo,SãoToméandPríncipe,Africa,Africa,138,200,187,0,1,1,FIFAWorldCupqualification,Pointe-Noire,Congo,False,No,Draw,67.0,nan,67.8,62.7,71.5,nan,nan,nan
2011-11-15,CongoDR,Eswatini,Africa,Africa,133,175,222,87,5,1,FIFAWorldCupqualification,Kinshasa,CongoDR,False,No,Win,63.0,nan,70.0,73.3,71.5,nan,nan,nan
2011-11-15,CostaRica,Spain,NorthAmerica,Europe,62,1,522,1624,2,2,Friendly,SanJosé,CostaRica,False,No,Draw,74.0,89.0,65.5,77.0,71.0,85.8,88.0,88.5
2011-11-15,Croatia,Turkey,Europe,Europe,12,26,1014,803,0,0,UEFAEuroqualification,Zagreb,Croatia,False,No,Draw,74.0,77.0,76.0,80.0,81.0,73.2,78.0,77.8
2011-11-15,Curaçao,USVirginIslands,NorthAmerica,NorthAmerica,171,169,99,103,6,1,FIFAWorldCupqualification,Willemstad,Curaçao,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-15,Denmark,Finland,Europe,Europe,10,78,1030,438,2,1,Friendly,Esbjerg,Denmark,False,No,Win,78.0,77.0,76.8,74.0,76.5,70.5,68.7,74.8
2011-11-15,Ecuador,Peru,SouthAmerica,SouthAmerica,52,32,579,746,2,0,FIFAWorldCupqualification,Quito,Ecuador,False,No,Win,69.0,73.0,70.5,74.7,76.8,71.0,77.0,78.0
2011-11-15,ElSalvador,Suriname,NorthAmerica,SouthAmerica,82,104,425,312,4,0,FIFAWorldCupqualification,SanSalvador,ElSalvador,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
