Laurea_Maschi,Laurea_Femmine,Laurea_Totale,Diploma_Maschi,Diploma_Femmine,Diploma_Totale,Licenza Media_Maschi,Licenza Media_Femmine,Licenza Media_Totale,Licenza Elementare_Maschi,Licenza Elementare_Femmine,Licenza Elementare_Totale,Alfabeti_Maschi,Alfabeti_Femmine,Alfabeti_Totale,Analfabeti_Maschi,Analfabeti_Femmine,Analfabeti_Totale,Comune
688,811,1499,2390,2282,4672,2233,1883,4116,1082,1736,2818,385,461,846,10,36,46,Concorezzo
24,19,43,94,66,160,110,102,212,40,80,120,9,30,39,1,1,2,Calcata
58,58,116,136,143,279,123,120,243,82,112,194,19,21,40,1,2,3,Laglio
50,38,88,92,105,197,116,85,201,72,95,167,28,44,72,7,10,17,Salento
21,21,42,116,117,233,136,118,254,76,89,165,26,22,48,2,4,6,Sant'Angelo Lomellina
259,321,580,1088,1094,2182,1395,1208,2603,724,918,1642,278,335,613,21,32,53,Mazzano
37,31,68,120,119,239,190,170,360,101,125,226,41,43,84,3,5,8,Casalromano
18,34,52,144,149,293,177,158,335,106,121,227,35,46,81,0,2,2,Bosaro
27,28,55,104,111,215,156,107,263,110,135,245,26,29,55,0,2,2,Preseglie
9,14,23,64,51,115,88,81,169,67,76,143,17,16,33,1,0,1,Costa Valle Imagna
189,200,389,486,459,945,476,413,889,233,357,590,89,108,197,5,7,12,Travedona-Monate
20,28,48,139,136,275,167,133,300,134,159,293,23,29,52,4,3,7,Musso
8,17,25,54,44,98,68,46,114,31,46,77,7,14,21,1,0,1,Revine Lago
5,1,6,22,37,59,43,33,76,29,29,58,12,9,21,0,1,1,Casanova Elvo
80,108,188,446,427,873,604,442,1046,327,509,836,108,188,296,18,27,45,Norma
6,6,12,22,19,41,23,20,43,15,15,30,5,4,9,0,0,0,San Colombano Belmonte
53,71,124,215,235,450,456,369,825,272,338,610,78,72,150,4,6,10,Alfianello
14,12,26,72,51,123,74,68,142,57,66,123,9,9,18,1,1,2,Sillavengo
32,37,69,137,158,295,207,152,359,109,154,263,30,31,61,3,2,5,Cavallirio
7,13,20,67,66,133,117,91,208,60,64,124,14,13,27,2,4,6,Rancio Valcuvia
23,27,50,87,80,167,107,100,207,86,113,199,17,15,32,4,7,11,Castagnole Monferrato
71,93,164,322,371,693,454,338,792,265,309,574,62,77,139,0,4,4,Montodine
164,194,358,838,853,1691,1244,963,2207,579,796,1375,221,198,419,15,14,29,Brembate
232,214,446,484,462,946,378,305,683,131,263,394,71,119,190,4,22,26,Lauro
39,66,105,184,157,341,184,131,315,124,143,267,40,82,122,2,27,29,Torino di Sangro
49,52,101,225,159,384,145,153,298,83,134,217,19,33,52,2,0,2,Pavia di Udine
299,335,634,871,844,1715,935,708,1643,540,633,1173,323,480,803,78,122,200,Spezzano Albanese
20,30,50,71,67,138,101,77,178,59,85,144,25,49,74,14,13,27,Trivigno
2092,2437,4529,5068,5099,10167,3949,3466,7415,2282,3895,6177,721,781,1502,43,68,111,Crema
33,34,67,174,197,371,318,267,585,168,175,343,82,54,136,5,1,6,Adrara San Martino
27,44,71,191,150,341,146,138,284,77,130,207,36,68,104,3,2,5,San Valentino in Abruzzo Citeriore
84,148,232,504,513,1017,715,635,1350,415,527,942,110,138,248,7,13,20,Bisuschio
54,76,130,227,244,471,201,152,353,83,182,265,30,56,86,1,4,5,Monterosso al Mare
175,200,375,693,756,1449,761,567,1328,403,562,965,107,142,249,4,7,11,Marcallo con Casone
102,116,218,290,273,563,336,280,616,144,214,358,59,47,106,4,5,9,Trivolzio
17,24,41,101,88,189,108,94,202,57,94,151,21,28,49,1,1,2,Azzanello
12,10,22,34,25,59,28,36,64,25,30,55,9,11,20,0,0,0,Alfiano Natta
11,14,25,71,66,137,77,61,138,71,102,173,16,17,33,0,2,2,Crotta d'Adda
83,127,210,337,348,685,462,376,838,218,329,547,85,82,167,8,4,12,Beinette
18,10,28,80,81,161,84,76,160,52,80,132,19,31,50,7,15,22,Armento
45,60,105,217,210,427,315,244,559,146,225,371,44,58,102,4,7,11,Frugarolo
233,308,541,1013,1092,2105,1279,1113,2392,653,858,1511,210,262,472,16,21,37,Lacchiarella
6,11,17,85,72,157,147,120,267,119,129,248,15,26,41,1,2,3,Martiniana Po
24,22,46,109,82,191,101,78,179,59,83,142,15,15,30,0,1,1,Vivaro
123,152,275,487,480,967,679,616,1295,312,447,759,91,111,202,4,11,15,Germignaga
30,43,73,121,83,204,117,94,211,80,114,194,25,65,90,1,13,14,Pollutri
54,67,121,337,375,712,552,420,972,233,288,521,128,176,304,26,52,78,Acerno
35,58,93,197,174,371,238,163,401,137,220,357,40,50,90,0,2,2,Pieve San Giacomo
18,15,33,57,55,112,45,48,93,24,19,43,18,27,45,4,9,13,Trevico
86,103,189,263,300,563,344,255,599,151,223,374,67,64,131,5,6,11,Paruzzaro
162,186,348,566,489,1055,441,397,838,222,352,574,80,110,190,1,3,4,Costabissara
8,44,52,121,100,221,186,173,359,91,150,241,27,32,59,0,1,1,Pomaretto
24,29,53,65,83,148,68,58,126,31,60,91,9,19,28,0,0,0,San Sebastiano Curone
96,129,225,534,570,1104,509,410,919,221,290,511,111,104,215,3,8,11,San Zenone al Lambro
112,137,249,600,613,1213,866,733,1599,461,637,1098,144,176,320,14,10,24,Cisano Bergamasco
27,28,55,100,89,189,108,97,205,68,111,179,29,38,67,3,5,8,Chitignano
88,95,183,435,440,875,728,672,1400,412,505,917,146,256,402,11,38,49,Lagosanto
61,56,117,155,212,367,221,148,369,93,143,236,41,67,108,1,3,4,Longiano
74,88,162,433,416,849,441,415,856,271,395,666,79,103,182,2,6,8,San Fior
13,12,25,65,66,131,41,31,72,36,41,77,17,30,47,2,3,5,Roccascalegna
111,144,255,405,424,829,375,366,741,247,326,573,69,69,138,6,7,13,Grandate
16,16,32,83,94,177,104,82,186,72,79,151,17,22,39,0,1,1,Rivoli Veronese
41,46,87,175,158,333,180,185,365,156,170,326,52,70,122,2,13,15,Gradoli
37,55,92,171,158,329,203,193,396,204,215,419,74,137,211,17,21,38,Palata
5,1,6,16,23,39,19,13,32,16,25,41,4,8,12,1,4,5,San Polo Matese
16,24,40,128,118,246,124,105,229,82,108,190,15,21,36,1,1,2,Forgaria nel Friuli
86,122,208,598,491,1089,591,527,1118,461,607,1068,95,165,260,7,6,13,Gonars
43,42,85,241,202,443,178,154,332,90,101,191,26,29,55,0,0,0,Spormaggiore
135,168,303,543,557,1100,585,462,1047,182,238,420,87,97,184,1,4,5,Carpiano
3,9,12,33,29,62,50,38,88,31,39,70,3,6,9,0,0,0,Cornalba
344,459,803,1324,1343,2667,1320,1125,2445,613,665,1278,265,410,675,33,64,97,Itri
358,493,851,1471,1389,2860,1757,1488,3245,860,1344,2204,289,325,614,21,43,64,Castano Primo
17,45,62,144,130,274,164,135,299,77,110,187,21,29,50,1,6,7,Campiglia dei Berici
22,26,48,133,133,266,173,136,309,135,173,308,33,57,90,2,5,7,Scandolara Ravara
0,1,1,5,5,10,4,2,6,1,1,2,0,2,2,0,0,0,Rocca de' Giorgi
1156,1408,2564,4895,4863,9758,5794,4763,10557,2683,3521,6204,1202,1368,2570,114,160,274,Pioltello
73,74,147,251,189,440,297,242,539,169,226,395,80,113,193,8,3,11,Piansano
74,84,158,398,370,768,419,379,798,202,307,509,63,64,127,3,6,9,Osoppo
40,44,84,223,194,417,207,219,426,147,226,373,42,46,88,1,5,6,Lozzo di Cadore
122,154,276,512,518,1030,720,600,1320,362,540,902,128,146,274,9,15,24,Mezzago
0,1,1,11,10,21,10,6,16,7,13,20,0,0,0,0,0,0,Spriana
3,1,4,4,8,12,6,6,12,3,3,6,2,3,5,0,0,0,Frassilongo
3,0,3,4,1,5,2,0,2,2,3,5,0,0,0,0,0,0,Fraconalto
14,19,33,86,93,179,98,64,162,73,79,152,6,11,17,3,0,3,San Damiano al Colle
60,93,153,264,229,493,320,267,587,191,276,467,45,89,134,2,7,9,Carbognano
207,234,441,809,701,1510,823,713,1536,447,644,1091,152,196,348,15,13,28,Torreglia
8,10,18,29,25,54,21,31,52,17,35,52,2,5,7,0,1,1,Tigliole
1,0,1,15,17,32,29,21,50,21,25,46,2,5,7,0,0,0,Averara
34,41,75,132,129,261,203,129,332,102,133,235,37,57,94,16,33,49,Bonea
14,34,48,94,86,180,134,107,241,69,100,169,28,22,50,5,9,14,Roiate
59,56,115,189,199,388,240,209,449,123,158,281,50,85,135,8,24,32,Strevi
181,231,412,723,790,1513,930,796,1726,487,598,1085,170,193,363,4,16,20,Carugo
74,95,169,227,229,456,203,168,371,99,167,266,26,44,70,0,0,0,Chiaverano
14,11,25,55,46,101,48,35,83,29,26,55,3,11,14,1,0,1,Marzio
601,905,1506,2076,2318,4394,3571,2803,6374,1351,1339,2690,694,965,1659,68,132,200,Sestu
13,8,21,115,122,237,218,163,381,132,122,254,70,77,147,12,20,32,Villanova Tulo
71,115,186,281,417,698,843,615,1458,320,377,697,123,198,321,21,28,49,Bono
328,342,670,536,571,1107,487,426,913,274,424,698,105,113,218,2,9,11,Casciago
16,13,29,121,110,231,135,116,251,92,154,246,20,26,46,2,0,2,Comelico Superiore
290,404,694,1109,1136,2245,1080,900,1980,532,662,1194,231,252,483,26,27,53,Nicolosi
154,161,315,412,393,805,508,461,969,281,388,669,200,225,425,56,103,159,Oppido Mamertina
47,43,90,260,230,490,331,317,648,148,164,312,76,92,168,24,37,61,Stilo
9,5,14,30,35,65,58,42,100,14,29,43,7,14,21,1,2,3,Valle Castellana
818,1113,1931,3174,3185,6359,4286,3487,7773,2290,2834,5124,1084,1491,2575,225,443,668,Mondragone
18,37,55,114,110,224,159,112,271,88,121,209,24,43,67,0,2,2,Pescolanciano
23,19,42,81,65,146,96,100,196,62,102,164,12,23,35,1,1,2,Salussola
343,512,855,1978,1919,3897,2409,2155,4564,1064,1317,2381,421,480,901,33,61,94,Leini
27,31,58,119,146,265,132,105,237,103,125,228,33,51,84,0,7,7,Baschi
51,82,133,218,207,425,209,172,381,110,170,280,50,77,127,1,5,6,Monte San Vito
40,49,89,126,139,265,138,96,234,77,110,187,28,52,80,2,7,9,Boville Ernica
531,769,1300,2040,2031,4071,2181,1936,4117,1230,1694,2924,459,700,1159,65,102,167,Castellana Grotte
110,175,285,480,521,1001,786,650,1436,404,484,888,162,315,477,42,101,143,San Donato di Lecce
33,53,86,172,179,351,389,282,671,179,189,368,59,90,149,22,15,37,Sant'Andrea Frius
25,48,73,94,154,248,345,244,589,178,179,357,64,73,137,14,9,23,Lula
29,37,66,117,104,221,150,143,293,80,126,206,28,40,68,8,8,16,Novara di Sicilia
12,11,23,74,65,139,90,73,163,96,121,217,43,55,98,10,20,30,Carbone
389,458,847,1628,1770,3398,2401,2066,4467,1428,2228,3656,383,503,886,23,62,85,Cossato
645,833,1478,2277,2299,4576,2493,2418,4911,1169,1729,2898,501,532,1033,25,38,63,Salsomaggiore Terme
45,79,124,287,229,516,323,263,586,175,246,421,46,80,126,7,5,12,Castel Focognano
41,57,98,212,211,423,240,197,437,141,160,301,69,84,153,23,66,89,Montesano sulla Marcellana
9,7,16,26,20,46,28,25,53,9,20,29,6,12,18,0,1,1,Rocca Sinibalda
72,95,167,622,412,1034,596,609,1205,336,409,745,98,201,299,14,33,47,Porto Tolle
12,18,30,62,72,134,44,39,83,27,38,65,10,10,20,0,0,0,Ledro
1176,1299,2475,3338,3194,6532,3066,2619,5685,1655,2816,4471,533,753,1286,37,59,96,Legnago
211,265,476,1014,967,1981,1202,985,2187,541,943,1484,180,243,423,19,25,44,Nogara
328,410,738,1057,1036,2093,1001,920,1921,497,714,1211,183,258,441,34,34,68,Capri
6,8,14,37,33,70,40,36,76,21,28,49,10,9,19,0,3,3,Santa Maria del Molise
1,2,3,15,15,30,22,18,40,19,14,33,4,6,10,0,0,0,Madonna del Sasso
17,42,59,168,163,331,160,146,306,80,102,182,33,30,63,0,0,0,Piuro
40,61,101,248,210,458,208,172,380,103,140,243,43,59,102,0,3,3,Chions
28,36,64,158,158,316,170,140,310,120,177,297,22,36,58,2,5,7,Sezzadio
19,16,35,34,44,78,25,19,44,24,49,73,9,7,16,0,2,2,Serravalle Pistoiese
43,63,106,141,121,262,184,145,329,154,204,358,41,72,113,10,23,33,Gambatesa
2,8,10,32,19,51,18,23,41,12,20,32,5,4,9,0,0,0,Socchieve
790,1018,1808,2505,2280,4785,1461,1319,2780,887,1352,2239,350,609,959,33,81,114,Ortona
76,96,172,228,203,431,257,205,462,179,209,388,43,69,112,3,6,9,Castelnuovo Berardenga
7,11,18,44,66,110,57,47,104,44,58,102,4,8,12,0,0,0,Corte Brugnatella
3,5,8,25,28,53,33,23,56,33,33,66,6,8,14,0,0,0,Zeri
70,91,161,217,217,434,236,187,423,126,198,324,34,48,82,2,3,5,Mergozzo
55,79,134,207,196,403,326,244,570,197,226,423,74,108,182,1,9,10,Morrovalle
20,25,45,89,93,182,87,72,159,46,51,97,11,18,29,0,0,0,Albareto
10,17,27,80,53,133,65,59,124,51,74,125,3,8,11,0,0,0,Piazzatorre
13,18,31,39,25,64,26,28,54,18,20,38,2,3,5,1,1,2,Cremolino
60,39,99,128,154,282,172,133,305,146,153,299,56,79,135,29,56,85,San Giorgio Lucano
101,110,211,478,451,929,1086,902,1988,541,673,1214,180,183,363,15,29,44,Trenzano
16,23,39,74,77,151,52,29,81,67,74,141,29,50,79,8,20,28,San Costantino Albanese
70,109,179,315,292,607,289,259,548,218,299,517,57,65,122,2,9,11,Borgo Vercelli
53,78,131,386,439,825,586,514,1100,322,472,794,99,116,215,2,15,17,Villafranca Piemonte
60,62,122,219,200,419,180,161,341,143,196,339,39,72,111,2,4,6,Arcevia
262,360,622,766,754,1520,668,535,1203,390,583,973,168,279,447,16,25,41,Pineto
612,771,1383,2544,2505,5049,2291,1857,4148,998,1501,2499,394,528,922,25,52,77,Palestrina
428,551,979,1679,1638,3317,2085,1775,3860,1195,1692,2887,339,388,727,19,49,68,Oleggio
610,804,1414,1982,1964,3946,1705,1500,3205,1007,1410,2417,334,431,765,12,26,38,Castel Maggiore
228,310,538,809,856,1665,698,587,1285,512,720,1232,214,474,688,34,72,106,Cisternino
118,162,280,277,261,538,174,174,348,108,154,262,38,64,102,5,14,19,Morcone
12,13,25,48,56,104,87,72,159,45,55,100,10,15,25,0,2,2,Faule
405,530,935,1361,1416,2777,1493,1429,2922,774,1172,1946,213,288,501,14,43,57,Ovada
510,752,1262,1707,1851,3558,1537,1524,3061,877,1446,2323,293,350,643,50,73,123,Lavagna
1,4,5,14,17,31,19,20,39,14,20,34,4,4,8,0,0,0,Mezzoldo
127,151,278,398,399,797,417,387,804,221,290,511,79,172,251,4,18,22,Offida
1,1,2,7,6,13,11,7,18,11,23,34,1,0,1,0,0,0,Boccioleto
245,379,624,1169,1143,2312,1321,1245,2566,715,936,1651,235,289,524,16,37,53,Gassino Torinese
4,7,11,9,6,15,17,11,28,8,24,32,0,5,5,1,0,1,Prarostino
12,23,35,51,62,113,64,42,106,63,66,129,14,22,36,1,2,3,Trequanda
1755,2300,4055,6759,6979,13738,8318,6959,15277,3573,5499,9072,1778,2143,3921,234,407,641,Marano di Napoli
49,85,134,253,264,517,390,350,740,259,336,595,134,202,336,54,45,99,Vicari
2,1,3,5,12,17,10,5,15,8,8,16,0,1,1,0,0,0,Rezzoaglio
41,44,85,164,185,349,184,152,336,146,170,316,37,44,81,2,1,3,Villa Minozzo
60,66,126,333,272,605,260,235,495,126,203,329,41,48,89,1,1,2,Premariacco
24,20,44,103,117,220,166,143,309,142,123,265,24,25,49,1,1,2,Brossasco
46,58,104,199,205,404,290,266,556,202,251,453,74,114,188,17,17,34,San Marco d'Alunzio
54,75,129,244,239,483,302,279,581,203,230,433,64,101,165,23,38,61,Furnari
11,15,26,49,33,82,39,37,76,33,51,84,8,19,27,2,3,5,Librizzi
363,397,760,1252,1330,2582,1500,1326,2826,730,886,1616,387,393,780,39,44,83,Zafferana Etnea
87,105,192,441,502,943,579,487,1066,304,384,688,121,182,303,28,27,55,Pantelleria
101,165,266,467,550,1017,1142,879,2021,554,639,1193,192,314,506,24,50,74,Samassi
71,78,149,220,189,409,189,180,369,176,243,419,55,108,163,0,6,6,Montecarotto
77,77,154,226,224,450,200,179,379,113,134,247,40,91,131,2,10,12,Castelvenere
24,23,47,48,53,101,75,54,129,40,74,114,13,12,25,0,9,9,Castelpagano
32,61,93,140,120,260,120,85,205,68,77,145,29,34,63,8,21,29,Campoli del Monte Taburno
22,29,51,130,143,273,163,140,303,129,167,296,31,31,62,0,0,0,Caselle Landi
95,112,207,280,325,605,403,348,751,257,276,533,92,119,211,25,36,61,Falcone
52,58,110,235,271,506,341,259,600,143,201,344,93,138,231,28,17,45,Lucca Sicula
785,932,1717,2816,3042,5858,5680,5266,10946,3295,4087,7382,2075,2596,4671,739,699,1438,Adrano
141,152,293,474,489,963,763,584,1347,491,839,1330,154,248,402,33,42,75,Calatafimi-Segesta
13,12,25,37,37,74,77,69,146,54,59,113,33,50,83,16,24,40,Crosia
42,54,96,183,166,349,171,144,315,94,156,250,33,54,87,1,5,6,Guarcino
84,100,184,278,245,523,288,232,520,155,289,444,61,109,170,9,21,30,Zollino
18,14,32,73,63,136,52,53,105,34,53,87,16,26,42,0,1,1,Canzano
11,13,24,42,40,82,43,36,79,44,50,94,16,26,42,0,4,4,Parrano
30,34,64,157,145,302,127,125,252,123,140,263,31,42,73,14,17,31,Casalbuono
104,154,258,371,407,778,551,401,952,276,345,621,184,252,436,50,146,196,San Gregorio Magno
53,74,127,178,192,370,186,149,335,125,198,323,28,57,85,2,4,6,Masi Torello
16,18,34,76,72,148,57,54,111,56,75,131,34,72,106,1,10,11,Greci
41,55,96,213,206,419,202,208,410,81,113,194,57,85,142,6,19,25,Castello del Matese
135,150,285,239,274,513,313,249,562,215,246,461,108,157,265,26,67,93,San Demetrio Corone
14,12,26,58,56,114,62,44,106,28,48,76,8,7,15,1,0,1,Oliveto Lario
113,141,254,477,426,903,619,516,1135,267,345,612,146,233,379,23,125,148,Castel Morrone
38,58,96,206,163,369,328,264,592,162,174,336,79,121,200,18,38,56,Zungri
90,131,221,479,501,980,478,368,846,284,367,651,85,92,177,6,12,18,Ardenno
346,451,797,1740,1696,3436,2009,1804,3813,923,1204,2127,361,444,805,23,54,77,Caselle Torinese
32,39,71,179,157,336,161,145,306,98,149,247,19,37,56,1,0,1,Berceto
31,57,88,215,189,404,207,191,398,121,164,285,33,55,88,4,10,14,Affile
104,134,238,581,502,1083,600,491,1091,347,499,846,103,121,224,3,5,8,Campo San Martino
328,381,709,1186,1170,2356,1148,1037,2185,732,1057,1789,195,300,495,26,43,69,Montagnana
124,141,265,422,405,827,386,325,711,172,249,421,92,90,182,1,1,2,Cornegliano Laudense
43,51,94,117,115,232,103,90,193,45,77,122,21,58,79,1,6,7,Santi Cosma e Damiano
50,61,111,263,225,488,269,254,523,126,202,328,82,86,168,5,23,28,Camigliano
100,91,191,260,239,499,263,222,485,158,220,378,69,135,204,6,27,33,Gissi
58,63,121,159,165,324,122,110,232,89,106,195,28,62,90,4,13,17,Gessopalena
123,136,259,341,348,689,291,212,503,132,197,329,59,63,122,1,4,5,Villa Lagarina
35,32,67,105,115,220,89,74,163,47,58,105,32,46,78,3,12,15,San Nicola Baronia
23,30,53,86,80,166,66,62,128,55,68,123,15,21,36,3,9,12,Parolise
30,42,72,130,191,321,363,261,624,186,206,392,67,93,160,13,23,36,Villaurbana
31,41,72,120,107,227,112,75,187,95,133,228,47,74,121,11,25,36,Civita
193,280,473,1093,1036,2129,1325,1094,2419,534,791,1325,291,353,644,24,50,74,Recale
13,16,29,47,46,93,50,43,93,50,53,103,12,32,44,7,10,17,Argusto
8,5,13,20,14,34,11,13,24,7,16,23,7,0,7,0,4,4,Ispani
39,54,93,180,158,338,126,126,252,85,117,202,36,34,70,2,1,3,Cavareno
177,205,382,883,912,1795,993,809,1802,564,794,1358,190,224,414,4,7,11,Povegliano Veronese
238,336,574,1453,1366,2819,1916,1709,3625,944,1276,2220,369,489,858,25,27,52,Camponogara
57,76,133,372,304,676,522,453,975,277,346,623,130,155,285,9,17,26,Agna
3,6,9,15,21,36,9,8,17,5,8,13,3,0,3,0,0,0,Volpara
0,4,4,11,10,21,17,12,29,10,14,24,5,7,12,1,0,1,Testico
14,19,33,102,76,178,121,90,211,52,106,158,11,23,34,1,2,3,Cineto Romano
101,144,245,513,529,1042,876,723,1599,430,609,1039,159,159,318,7,7,14,Pradalunga
24,46,70,135,154,289,221,207,428,113,120,233,31,39,70,1,1,2,Pollein
75,72,147,163,177,340,204,157,361,84,99,183,22,42,64,0,1,1,Garlenda
20,15,35,75,80,155,92,63,155,39,71,110,13,16,29,0,0,0,Tassarolo
40,43,83,282,267,549,265,264,529,122,189,311,53,49,102,4,1,5,Mese
27,48,75,139,152,291,199,153,352,121,132,253,28,37,65,3,3,6,Alserio
78,81,159,275,335,610,381,283,664,224,290,514,61,65,126,1,5,6,Annone di Brianza
42,71,113,191,200,391,296,232,528,129,171,300,62,46,108,6,9,15,Sangiano
263,316,579,1009,978,1987,1068,905,1973,671,973,1644,182,211,393,13,11,24,Macherio
96,133,229,418,434,852,613,563,1176,333,554,887,91,137,228,2,9,11,Gaglianico
24,24,48,100,117,217,151,123,274,88,108,196,25,25,50,1,1,2,Lenta
398,457,855,1511,1615,3126,1900,1591,3491,734,1005,1739,260,327,587,11,26,37,La Maddalena
19,31,50,78,96,174,109,102,211,61,66,127,32,59,91,0,3,3,Baranello
20,18,38,103,77,180,79,73,152,46,48,94,17,20,37,4,4,8,Ventotene
525,711,1236,1489,1481,2970,1574,1246,2820,923,1236,2159,294,530,824,48,104,152,Montefiascone
31,35,66,26,28,54,8,12,20,10,7,17,5,7,12,0,0,0,Torre d'Isola
98,101,199,537,445,982,459,459,918,255,374,629,89,96,185,4,6,10,Cogollo del Cengio
41,47,88,132,167,299,175,155,330,123,186,309,27,27,54,2,2,4,Ozzano Monferrato
9,21,30,64,73,137,131,97,228,81,105,186,16,29,45,3,5,8,Suardi
136,154,290,513,513,1026,657,553,1210,434,594,1028,117,198,315,10,16,26,Caprarola
82,90,172,285,296,581,356,303,659,275,351,626,70,71,141,5,8,13,Borgo d'Ale
48,57,105,154,171,325,221,193,414,157,207,364,32,47,79,1,2,3,Villafalletto
19,32,51,189,177,366,235,195,430,138,203,341,45,57,102,4,9,13,Balzola
7,26,33,52,56,108,105,75,180,71,65,136,22,23,45,3,3,6,Ittireddu
74,94,168,230,246,476,150,138,288,80,128,208,29,37,66,1,10,11,Sant'Alessio Siculo
407,525,932,1507,1381,2888,1421,1227,2648,629,848,1477,350,495,845,74,175,249,Cervinara
105,125,230,446,436,882,501,417,918,238,358,596,86,90,176,12,18,30,Solbiate Arno
29,31,60,75,92,167,117,95,212,83,108,191,32,62,94,16,22,38,Miglierina
136,186,322,623,632,1255,764,613,1377,444,569,1013,135,152,287,32,20,52,Figino Serenza
400,510,910,1248,1264,2512,1297,1115,2412,730,941,1671,242,236,478,11,21,32,Inverigo
3009,3287,6296,5995,5957,11952,4726,4879,9605,2177,3679,5856,967,1105,2072,72,126,198,Saronno
323,414,737,1245,1302,2547,1627,1312,2939,660,1084,1744,272,364,636,16,30,46,Castelletto sopra Ticino
262,338,600,1171,1045,2216,1283,1031,2314,676,983,1659,205,228,433,14,14,28,Tombolo
18,29,47,128,115,243,129,100,229,53,77,130,18,32,50,2,3,5,Carceri
88,101,189,484,439,923,655,584,1239,291,401,692,112,118,230,10,6,16,Pian Camuno
67,109,176,331,345,676,479,428,907,243,300,543,81,99,180,3,8,11,Cunardo
7,4,11,23,22,45,37,33,70,34,40,74,6,4,10,1,0,1,Arnasco
138,173,311,712,620,1332,974,783,1757,373,588,961,200,275,475,38,103,141,Arienzo
3,5,8,41,28,69,35,37,72,19,25,44,10,2,12,1,1,2,Monale
108,149,257,302,328,630,349,300,649,154,210,364,55,78,133,1,3,4,Sarre
19,21,40,39,43,82,58,41,99,32,47,79,8,6,14,0,1,1,Rocca Grimalda
111,151,262,430,480,910,493,410,903,256,356,612,67,91,158,6,5,11,Leggiuno
206,251,457,1342,1151,2493,2088,1733,3821,1132,1328,2460,427,436,863,27,22,49,Chiampo
176,214,390,553,605,1158,632,512,1144,417,558,975,105,120,225,15,23,38,Albese con Cassano
139,181,320,647,642,1289,576,526,1102,409,571,980,83,83,166,2,2,4,Tremezzina
18,25,43,95,65,160,104,76,180,78,103,181,20,22,42,1,0,1,Mereto di Tomba
151,247,398,797,842,1639,887,756,1643,452,605,1057,156,185,341,25,23,48,Casarza Ligure
216,300,516,818,803,1621,729,536,1265,358,540,898,130,221,351,12,38,50,Amalfi
102,92,194,332,341,673,368,302,670,151,225,376,71,115,186,12,39,51,Prata di Principato Ultra
3,8,11,25,34,59,39,37,76,31,30,61,3,11,14,0,2,2,Cravanzana
295,361,656,1133,1062,2195,982,957,1939,539,796,1335,227,275,502,19,36,55,San Felice sul Panaro
152,183,335,729,602,1331,726,563,1289,333,561,894,143,192,335,10,10,20,Tolfa
27,42,69,93,113,206,147,118,265,105,156,261,18,36,54,3,3,6,Paderno Ponchielli
31,36,67,156,112,268,145,135,280,80,92,172,27,56,83,5,6,11,Sant'Agata Feltria
556,645,1201,2635,2539,5174,4423,3655,8078,1886,2490,4376,900,1197,2097,114,236,350,Volla
0,3,3,28,20,48,31,17,48,13,19,32,3,1,4,0,0,0,Bedollo
52,98,150,291,243,534,222,192,414,113,143,256,46,63,109,2,1,3,Pontecchio Polesine
171,252,423,599,549,1148,462,390,852,222,249,471,114,160,274,13,32,45,Marano Marchesato
157,194,351,683,735,1418,1167,965,2132,751,838,1589,286,477,763,67,149,216,Avetrana
75,123,198,366,397,763,587,534,1121,295,423,718,98,108,206,3,4,7,Cartigliano
169,193,362,582,531,1113,590,525,1115,253,509,762,68,136,204,5,10,15,Battaglia Terme
169,188,357,552,542,1094,535,506,1041,250,355,605,74,110,184,2,11,13,Sangano
26,22,48,81,87,168,72,62,134,44,65,109,25,48,73,14,18,32,San Cosmo Albanese
105,117,222,317,322,639,302,285,587,179,246,425,54,54,108,1,4,5,Cantalupa
11,22,33,54,60,114,82,55,137,41,41,82,8,7,15,0,0,0,Roccasparvera
10,17,27,43,34,77,42,44,86,28,43,71,3,4,7,0,1,1,Trisobbio
39,49,88,139,128,267,111,87,198,49,86,135,27,34,61,4,15,19,Calvi
503,601,1104,1699,1598,3297,1576,1393,2969,780,1024,1804,353,452,805,42,56,98,Bitritto
49,57,106,218,254,472,270,192,462,175,289,464,49,32,81,0,2,2,Trigolo
457,626,1083,2133,2021,4154,2285,1870,4155,1108,1629,2737,426,449,875,26,39,65,Rescaldina
