Laurea_Maschi,Laurea_Femmine,Laurea_Totale,Diploma_Maschi,Diploma_Femmine,Diploma_Totale,Licenza Media_Maschi,Licenza Media_Femmine,Licenza Media_Totale,Licenza Elementare_Maschi,Licenza Elementare_Femmine,Licenza Elementare_Totale,Alfabeti_Maschi,Alfabeti_Femmine,Alfabeti_Totale,Analfabeti_Maschi,Analfabeti_Femmine,Analfabeti_Totale,Comune
47,75,122,244,241,485,351,287,638,165,273,438,58,55,113,4,4,8,Villa d'Ogna
0,1,1,1,1,2,3,3,6,1,5,6,0,0,0,0,0,0,Calvignano
10,13,23,63,48,111,56,37,93,41,52,93,4,24,28,3,2,5,Serramonacesca
27,52,79,161,131,292,207,185,392,88,120,208,22,41,63,3,2,5,Rodero
1,1,2,2,2,4,3,5,8,4,4,8,1,0,1,0,0,0,Carro
311,358,669,1333,1442,2775,1455,1146,2601,747,933,1680,291,370,661,31,67,98,Barano d'Ischia
899,1084,1983,3437,3680,7117,3761,3354,7115,1768,2359,4127,629,739,1368,241,181,422,Cesano Boscone
1067,1339,2406,2773,2890,5663,2504,2142,4646,1616,2534,4150,588,965,1553,83,166,249,Galatina
2427,2904,5331,7509,7427,14936,6935,6165,13100,3229,5065,8294,1210,1446,2656,85,198,283,Rho
86,99,185,405,364,769,651,525,1176,303,412,715,98,107,205,5,12,17,Pompiano
108,160,268,522,498,1020,736,597,1333,377,497,874,170,158,328,8,10,18,Merone
25,24,49,92,85,177,102,70,172,52,86,138,26,36,62,6,12,18,San Mango sul Calore
176,219,395,746,639,1385,949,862,1811,398,682,1080,154,141,295,5,10,15,Pisogne
13,22,35,103,97,200,139,118,257,91,106,197,24,25,49,2,2,4,Boca
7,9,16,35,24,59,67,55,122,41,48,89,8,7,15,0,0,0,Pessina Cremonese
77,76,153,233,245,478,209,198,407,121,138,259,41,75,116,9,20,29,Ravello
27,31,58,127,111,238,169,136,305,90,118,208,25,33,58,2,1,3,Bolzano Novarese
2,5,7,17,11,28,18,11,29,13,19,32,4,3,7,1,0,1,Piode
47,49,96,136,140,276,172,140,312,89,107,196,46,35,81,1,4,5,Agrate Conturbia
2,4,6,13,13,26,37,26,63,25,27,52,4,4,8,0,1,1,Lequio Berria
44,58,102,188,187,375,179,143,322,143,178,321,24,36,60,0,3,3,Stroppiana
56,70,126,220,255,475,304,227,531,186,223,409,51,58,109,2,3,5,Caltignaga
11,19,30,46,32,78,27,18,45,28,42,70,6,20,26,2,8,10,Cansano
41,44,85,221,196,417,255,223,478,129,184,313,44,60,104,3,2,5,Fara Vicentino
354,448,802,1582,1633,3215,1883,1481,3364,812,1184,1996,332,392,724,18,26,44,Sedriano
44,49,93,160,158,318,178,157,335,117,135,252,46,47,93,1,1,2,Mediglia
35,60,95,207,202,409,264,240,504,134,201,335,40,57,97,3,4,7,Candia Lomellina
305,381,686,1221,1363,2584,1341,1048,2389,862,1169,2031,281,362,643,16,30,46,Cavriago
7,17,24,90,63,153,73,86,159,71,108,179,10,6,16,0,0,0,Monno
4,3,7,22,14,36,23,11,34,21,22,43,2,4,6,0,2,2,Belmonte in Sabina
20,12,32,49,47,96,70,50,120,49,78,127,6,7,13,2,2,4,Gabbioneta-Binanuova
52,49,101,183,172,355,217,206,423,107,147,254,57,49,106,5,10,15,Arre
442,502,944,1785,1753,3538,1851,1716,3567,904,1482,2386,343,333,676,21,27,48,Trezzo sull'Adda
10,20,30,84,77,161,101,84,185,66,88,154,15,15,30,0,2,2,Bordano
54,75,129,279,253,532,318,274,592,162,217,379,80,151,231,14,28,42,Buonabitacolo
113,145,258,492,493,985,589,389,978,342,463,805,146,180,326,10,22,32,Rolo
355,515,870,1626,1516,3142,1529,1369,2898,962,1308,2270,360,552,912,27,48,75,Nonantola
6,10,16,52,55,107,80,86,166,69,78,147,28,28,56,4,13,17,Letino
208,265,473,1075,1010,2085,2108,1855,3963,819,1034,1853,485,559,1044,64,140,204,Gricignano di Aversa
103,136,239,543,532,1075,908,642,1550,386,553,939,145,138,283,6,20,26,Pontirolo Nuovo
110,121,231,472,497,969,811,669,1480,575,766,1341,107,107,214,9,15,24,Leffe
521,520,1041,1952,1822,3774,3369,2609,5978,1450,2234,3684,712,1049,1761,183,405,588,Grumo Nevano
1298,1598,2896,4872,4958,9830,5393,4808,10201,2703,3879,6582,916,1247,2163,74,144,218,Corsico
310,465,775,1846,1863,3709,2264,1932,4196,757,948,1705,307,342,649,15,38,53,Pieve Emanuele
8,10,18,44,31,75,27,24,51,13,41,54,11,5,16,0,0,0,Sovramonte
15,14,29,67,58,125,43,52,95,58,65,123,15,29,44,5,4,9,Settime
3,4,7,10,4,14,12,9,21,9,12,21,3,4,7,0,0,0,Tonengo
232,293,525,1103,1043,2146,1389,1198,2587,750,1058,1808,299,286,585,14,23,37,Castenedolo
8,13,21,53,45,98,79,56,135,51,65,116,7,15,22,2,6,8,Scurzolengo
7,10,17,46,48,94,41,24,65,30,34,64,9,11,20,0,0,0,Pancarana
136,167,303,588,587,1175,642,514,1156,383,518,901,105,116,221,6,4,10,Boffalora sopra Ticino
47,57,104,167,152,319,142,111,253,80,111,191,27,20,47,0,1,1,Nogaredo
98,147,245,430,380,810,586,483,1069,303,389,692,119,127,246,6,7,13,Lograto
331,443,774,1237,1157,2394,1001,912,1913,447,676,1123,227,249,476,9,12,21,Vanzago
3,2,5,66,40,106,44,26,70,28,58,86,4,6,10,0,0,0,Lauco
15,33,48,121,126,247,168,140,308,86,122,208,23,52,75,6,2,8,Villavallelonga
30,42,72,126,126,252,162,145,307,75,105,180,33,36,69,0,2,2,Saint-Marcel
9,11,20,35,41,76,61,51,112,39,46,85,11,9,20,0,0,0,Corna Imagna
41,67,108,280,253,533,417,362,779,231,345,576,55,46,101,1,4,5,Cesana Brianza
4,4,8,8,9,17,37,29,66,26,29,55,6,8,14,0,1,1,Boroneddu
180,249,429,1033,1071,2104,1160,924,2084,499,635,1134,238,289,527,32,35,67,San Pietro Clarenza
144,204,348,744,811,1555,1197,1081,2278,604,753,1357,311,359,670,95,75,170,Santa Maria di Licodia
3,4,7,17,13,30,22,13,35,15,18,33,4,4,8,0,1,1,Pietraferrazzana
7,7,14,38,40,78,52,39,91,28,45,73,4,10,14,0,0,0,Roccagiovine
10,28,38,78,123,201,287,204,491,132,151,283,64,80,144,7,12,19,Ollastra
149,289,438,621,885,1506,1567,1099,2666,724,802,1526,264,433,697,41,49,90,Oliena
14,32,46,107,109,216,85,77,162,40,69,109,36,40,76,3,8,11,Capriglia Irpina
5,13,18,44,57,101,81,49,130,43,56,99,16,15,31,0,1,1,Piatto
51,39,90,146,136,282,150,126,276,98,129,227,56,84,140,11,24,35,Atena Lucana
312,489,801,1616,1639,3255,2536,2006,4542,1627,2096,3723,487,712,1199,37,73,110,Agliana
1210,1441,2651,3674,3822,7496,2908,2792,5700,1393,1827,3220,674,834,1508,90,115,205,San Giovanni la Punta
418,499,917,1227,1457,2684,1491,1274,2765,930,1208,2138,443,553,996,79,105,184,Partanna
10,17,27,49,49,98,70,44,114,41,69,110,10,14,24,4,2,6,Sala Biellese
559,705,1264,2298,2304,4602,2058,1768,3826,1249,1657,2906,582,764,1346,76,108,184,Carlentini
42,54,96,279,288,567,441,398,839,237,290,527,108,159,267,35,39,74,Ferla
53,80,133,214,237,451,255,202,457,170,239,409,50,84,134,5,4,9,Castel Giorgio
15,27,42,183,172,355,180,118,298,99,124,223,37,34,71,6,4,10,Fornace
77,87,164,191,233,424,172,131,303,119,164,283,25,56,81,1,1,2,Numana
846,1033,1879,4008,4000,8008,7152,5806,12958,2971,4361,7332,1575,1813,3388,176,340,516,Melito di Napoli
26,38,64,112,74,186,89,76,165,40,66,106,11,22,33,3,9,12,Santa Croce del Sannio
124,172,296,547,550,1097,731,581,1312,295,362,657,130,125,255,3,8,11,Ballabio
80,87,167,265,263,528,226,225,451,156,223,379,37,49,86,5,4,9,Maccagno con Pino e Veddasca
380,458,838,1464,1523,2987,1813,1509,3322,1112,1401,2513,283,340,623,21,34,55,Lentate sul Seveso
15,25,40,96,86,182,87,76,163,38,59,97,22,52,74,7,13,20,Castel Campagnano
12,15,27,59,72,131,66,50,116,38,56,94,14,22,36,0,1,1,Monte Grimano Terme
49,71,120,233,263,496,338,298,636,184,312,496,46,53,99,7,16,23,Brusnengo
16,15,31,66,55,121,70,53,123,36,48,84,14,19,33,7,11,18,Terranova Sappo Minulio
310,413,723,1656,1684,3340,1968,1816,3784,865,1118,1983,342,405,747,29,40,69,Borgaro Torinese
157,219,376,477,492,969,518,406,924,236,338,574,89,90,179,5,6,11,Certosa di Pavia
41,67,108,180,175,355,217,160,377,138,226,364,53,35,88,3,1,4,Roccabianca
138,168,306,560,599,1159,461,455,916,446,544,990,147,241,388,13,45,58,Sarteano
57,63,120,280,271,551,274,250,524,125,198,323,43,61,104,3,6,9,Montelanico
152,212,364,928,890,1818,1093,985,2078,515,695,1210,197,283,480,14,33,47,Pontinia
36,54,90,242,201,443,388,358,746,201,283,484,61,98,159,13,13,26,Lusia
602,781,1383,2536,2539,5075,2875,2418,5293,1333,2061,3394,446,515,961,22,37,59,Nerviano
300,426,726,1712,1669,3381,2214,1825,4039,921,1326,2247,404,452,856,34,38,72,Solaro
4,9,13,47,40,87,45,31,76,29,49,78,5,11,16,1,4,5,Canterano
61,78,139,287,268,555,220,246,466,144,208,352,30,43,73,2,2,4,Telve
12,10,22,52,37,89,31,42,73,37,41,78,3,7,10,0,2,2,Aviatico
21,25,46,105,113,218,97,88,185,65,60,125,18,15,33,0,2,2,Sarnonico
168,221,389,860,791,1651,802,717,1519,423,607,1030,165,190,355,4,6,10,Castelnuovo del Garda
134,176,310,549,563,1112,794,621,1415,405,678,1083,160,128,288,11,15,26,Villa d'Adda
47,68,115,165,154,319,140,120,260,84,124,208,31,46,77,2,6,8,San Potito Ultra
80,95,175,284,281,565,280,226,506,152,204,356,40,110,150,10,17,27,Montefalcione
16,20,36,47,46,93,35,29,64,21,42,63,15,27,42,2,7,9,Vacri
66,38,104,193,160,353,155,120,275,85,118,203,37,52,89,7,15,22,Luogosano
21,23,44,81,92,173,92,93,185,80,87,167,11,15,26,0,0,0,Griante
18,19,37,47,49,96,42,32,74,44,64,108,7,14,21,0,0,0,Anversa degli Abruzzi
32,43,75,136,109,245,90,69,159,73,112,185,16,26,42,1,0,1,Tornimparte
133,175,308,665,562,1227,641,583,1224,297,463,760,121,149,270,12,8,20,Santa Giustina in Colle
51,84,135,218,263,481,260,239,499,113,137,250,35,51,86,3,6,9,Diano Castello
4,5,9,12,21,33,15,16,31,21,31,52,5,1,6,0,0,0,Giusvalla
24,42,66,152,155,307,321,262,583,192,239,431,38,52,90,4,8,12,Fiesse
1,1,2,8,10,18,20,15,35,10,16,26,2,0,2,0,1,1,Valmozzola
118,141,259,502,550,1052,596,505,1101,343,463,806,123,93,216,6,7,13,Alzate Brianza
4,8,12,37,37,74,40,32,72,27,28,55,5,11,16,0,1,1,Cantarana
28,26,54,142,130,272,137,129,266,79,125,204,27,35,62,3,3,6,Cocconato
35,32,67,160,142,302,144,122,266,71,120,191,35,35,70,4,5,9,Corfinio
47,53,100,201,160,361,265,210,475,172,244,416,96,152,248,16,31,47,Celenza Valfortore
236,220,456,553,583,1136,553,467,1020,243,357,600,99,114,213,6,20,26,Taino
30,32,62,162,152,314,141,105,246,89,149,238,24,22,46,0,0,0,Cavedine
51,58,109,164,161,325,178,184,362,83,125,208,38,72,110,9,17,26,Capriati a Volturno
68,120,188,331,304,635,428,348,776,282,331,613,88,102,190,6,9,15,Bucine
3,4,7,22,20,42,29,22,51,21,27,48,4,8,12,0,0,0,Germagno
74,84,158,297,332,629,347,268,615,172,231,403,46,64,110,3,5,8,Stazzano
79,100,179,330,303,633,390,304,694,186,299,485,75,88,163,5,7,12,Ternate
26,52,78,190,167,357,190,169,359,134,205,339,29,58,87,5,4,9,Cavasso Nuovo
40,55,95,214,194,408,290,240,530,204,234,438,121,165,286,37,60,97,Accettura
70,97,167,333,293,626,293,277,570,184,285,469,61,52,113,2,6,8,Basiliano
61,85,146,288,322,610,394,268,662,204,311,515,46,72,118,7,6,13,Casei Gerola
103,125,228,537,462,999,603,526,1129,231,330,561,131,112,243,6,6,12,Riese Pio X
12,15,27,86,62,148,51,44,95,31,60,91,13,10,23,1,0,1,Rivamonte Agordino
0,3,3,7,9,16,18,8,26,5,6,11,1,1,2,0,0,0,Usseaux
299,410,709,1266,1184,2450,1173,1027,2200,658,853,1511,234,351,585,19,38,57,San Pietro in Casale
123,135,258,326,366,692,318,277,595,214,226,440,98,137,235,34,51,85,Stefanaconi
33,53,86,163,165,328,205,153,358,78,81,159,47,55,102,1,7,8,Montescudo-Monte Colombo
19,13,32,59,39,98,58,53,111,50,68,118,16,24,40,4,21,25,Cervicati
57,54,111,143,147,290,153,110,263,85,89,174,54,83,137,22,42,64,Mottafollone
206,298,504,801,758,1559,845,820,1665,339,607,946,98,139,237,5,17,22,Caluso
8,13,21,65,58,123,68,43,111,46,77,123,13,31,44,0,3,3,Capitignano
83,90,173,347,397,744,484,398,882,292,361,653,87,96,183,4,2,6,Trescore Cremasco
1220,1534,2754,4455,4238,8693,5503,4134,9637,2262,3666,5928,1177,1685,2862,128,280,408,Somma Vesuviana
150,193,343,617,598,1215,489,367,856,224,333,557,87,95,182,4,4,8,Cisliano
62,59,121,195,194,389,202,169,371,106,151,257,62,97,159,13,42,55,Valsinni
100,158,258,447,442,889,464,392,856,237,364,601,96,97,193,2,3,5,Daverio
35,61,96,204,204,408,256,204,460,78,84,162,40,40,80,2,2,4,Roncaro
36,56,92,188,207,395,198,156,354,153,206,359,35,51,86,9,3,12,Pinarolo Po
61,79,140,282,300,582,312,242,554,199,250,449,59,58,117,2,4,6,Izano
32,24,56,105,115,220,103,94,197,69,75,144,21,25,46,2,3,5,Varmo
4,9,13,51,47,98,46,36,82,38,71,109,6,11,17,1,0,1,Prato Carnico
4,2,6,5,11,16,14,10,24,11,12,23,0,1,1,0,0,0,Carcoforo
26,29,55,137,116,253,151,115,266,81,75,156,21,26,47,2,4,6,Valgioie
75,115,190,416,469,885,881,694,1575,373,422,795,219,264,483,48,86,134,Pimonte
113,96,209,457,391,848,512,447,959,213,348,561,83,144,227,17,29,46,Bagnoli Irpino
18,24,42,73,85,158,95,80,175,55,64,119,11,20,31,0,2,2,Pretoro
40,66,106,255,255,510,468,426,894,198,291,489,110,126,236,5,20,25,Santa Maria la Fossa
179,260,439,894,914,1808,1143,907,2050,629,893,1522,175,232,407,12,11,23,Cassolnovo
271,370,641,1273,1310,2583,1625,1449,3074,951,1256,2207,319,312,631,26,39,65,Lurate Caccivio
93,129,222,525,525,1050,585,476,1061,371,510,881,102,130,232,10,10,20,Sanguinetto
15,22,37,68,94,162,139,123,262,90,116,206,27,26,53,4,4,8,Ghislarengo
29,34,63,130,122,252,129,98,227,70,115,185,24,17,41,0,2,2,Villareggia
313,407,720,1466,1450,2916,1789,1498,3287,851,1239,2090,310,366,676,8,26,34,Cameri
44,70,114,209,231,440,281,240,521,185,231,416,37,45,82,1,5,6,Priocca
284,333,617,1235,1162,2397,1577,1293,2870,821,1175,1996,227,270,497,9,30,39,Bellinzago Novarese
92,73,165,312,314,626,252,280,532,142,203,345,70,59,129,1,0,1,Fiano
38,62,100,204,199,403,254,219,473,190,276,466,36,44,80,0,4,4,San Martino dall'Argine
5,4,9,49,36,85,50,45,95,39,40,79,7,10,17,0,1,1,Piea
102,146,248,542,486,1028,561,486,1047,345,466,811,102,157,259,7,12,19,Fiesso Umbertiano
142,200,342,663,760,1423,885,710,1595,383,545,928,145,193,338,3,13,16,Landriano
51,67,118,185,138,323,142,128,270,131,181,312,28,48,76,2,6,8,Voghiera
1242,1652,2894,3169,3668,6837,2737,2300,5037,1548,2210,3758,628,925,1553,40,83,123,Lugo
114,127,241,588,585,1173,772,584,1356,354,505,859,129,128,257,3,9,12,Ossona
13,30,43,133,156,289,164,121,285,114,128,242,32,21,53,0,0,0,Colorina
237,278,515,1065,1079,2144,1254,1034,2288,729,935,1664,253,282,535,10,15,25,Cornedo Vicentino
8,8,16,37,36,73,45,39,84,39,37,76,4,10,14,0,1,1,Gambugliano
23,27,50,116,105,221,118,105,223,59,99,158,18,27,45,7,6,13,Catignano
298,374,672,820,759,1579,733,718,1451,320,711,1031,135,138,273,3,12,15,Lovere
36,38,74,119,104,223,163,130,293,98,107,205,24,44,68,6,14,20,Sepino
106,121,227,454,388,842,413,359,772,247,427,674,55,68,123,8,13,21,Campo Ligure
32,48,80,216,193,409,203,184,387,89,123,212,36,33,69,2,0,2,Prata Camportaccio
39,57,96,194,182,376,247,195,442,121,158,279,47,49,96,3,4,7,Pianico
27,44,71,114,110,224,174,124,298,119,153,272,29,37,66,5,7,12,Gazzuolo
47,73,120,334,302,636,525,425,950,277,383,660,91,75,166,8,7,15,Pavone del Mella
34,36,70,198,188,386,310,252,562,150,215,365,50,81,131,4,5,9,Villanova del Ghebbo
128,161,289,608,628,1236,764,582,1346,367,486,853,121,118,239,6,7,13,Misinto
245,267,512,600,618,1218,496,477,973,265,368,633,105,129,234,6,8,14,Padenghe sul Garda
140,144,284,577,505,1082,616,553,1169,312,474,786,133,144,277,4,6,10,Volpago del Montello
111,143,254,491,472,963,566,435,1001,275,444,719,117,129,246,5,13,18,Susegana
3,7,10,11,8,19,12,11,23,13,12,25,0,1,1,0,1,1,Cortandone
28,36,64,122,108,230,108,106,214,66,61,127,25,15,40,0,0,0,Calvagese della Riviera
6,1,7,27,24,51,30,20,50,20,24,44,6,7,13,0,1,1,Serralunga d'Alba
5,4,9,30,20,50,45,35,80,27,30,57,2,12,14,1,1,2,Vessalico
2,1,3,22,8,30,12,14,26,15,19,34,1,1,2,0,0,0,Castelvecchio di Rocca Barbena
42,53,95,187,168,355,188,147,335,89,166,255,21,42,63,0,1,1,Moggio Udinese
549,711,1260,2769,2524,5293,4898,3928,8826,1547,2261,3808,1090,1288,2378,145,299,444,Orta di Atella
210,231,441,708,658,1366,918,803,1721,455,589,1044,257,300,557,41,60,101,Corsano
42,67,109,210,221,431,249,198,447,106,151,257,33,42,75,1,2,3,Tovo San Giacomo
27,47,74,181,164,345,137,113,250,83,105,188,52,80,132,7,18,25,Laurino
1046,1316,2362,6070,5891,11961,8272,6912,15184,3500,5187,8687,1740,2128,3868,165,378,543,Casalnuovo di Napoli
400,538,938,1534,1504,3038,2267,1719,3986,1233,1618,2851,466,881,1347,98,231,329,Mottola
354,403,757,1447,1421,2868,1321,1180,2501,604,837,1441,299,322,621,7,20,27,Vignate
7,11,18,50,38,88,58,76,134,38,30,68,10,18,28,2,3,5,Valdina
3081,3234,6315,9368,9710,19078,12107,10255,22362,7014,8736,15750,3375,5298,8673,724,859,1583,Marsala
5,10,15,21,48,69,110,69,179,70,66,136,31,24,55,1,4,5,Loculi
119,148,267,467,504,971,638,627,1265,408,549,957,155,227,382,48,50,98,Villarosa
318,369,687,1912,1894,3806,3444,3275,6719,1752,2205,3957,901,1012,1913,232,197,429,Villabate
13,17,30,47,54,101,65,60,125,35,59,94,13,13,26,2,3,5,Canneto Pavese
55,54,109,177,171,348,124,127,251,67,97,164,30,19,49,0,1,1,Isera
99,136,235,367,350,717,323,254,577,197,290,487,61,65,126,2,2,4,Colognola ai Colli
50,49,99,149,156,305,98,92,190,50,108,158,25,19,44,1,1,2,Tenna
40,69,109,238,219,457,235,203,438,134,191,325,48,50,98,1,1,2,Fanna
8,14,22,67,64,131,37,41,78,46,57,103,10,13,23,0,1,1,Fontanile
15,29,44,84,107,191,139,141,280,96,84,180,26,29,55,0,1,1,Corrido
15,17,32,61,48,109,59,36,95,43,58,101,10,9,19,1,1,2,Navelli
69,85,154,234,238,472,254,198,452,144,210,354,51,49,100,1,1,2,Anzano del Parco
126,172,298,453,458,911,561,454,1015,356,391,747,104,107,211,8,9,17,Cucciago
29,38,67,126,125,251,114,97,211,62,102,164,17,24,41,0,3,3,Codevilla
3,8,11,43,64,107,78,55,133,41,77,118,14,13,27,1,0,1,Casapinta
114,115,229,243,247,490,205,215,420,149,176,325,39,42,81,2,0,2,Moltrasio
405,549,954,1364,1509,2873,1812,1386,3198,723,976,1699,477,542,1019,53,86,139,San Gennaro Vesuviano
315,359,674,857,838,1695,1071,946,2017,704,952,1656,432,794,1226,102,128,230,Naro
56,82,138,371,405,776,620,649,1269,353,391,744,230,310,540,87,99,186,Maletto
60,79,139,234,227,461,313,265,578,207,267,474,92,135,227,18,44,62,Melpignano
24,35,59,103,88,191,130,91,221,84,122,206,23,30,53,2,3,5,Tonco
30,43,73,90,94,184,83,91,174,46,67,113,10,19,29,0,0,0,San Giorgio Monferrato
5,11,16,22,17,39,15,15,30,13,18,31,4,4,8,0,0,0,Monleale
18,21,39,111,103,214,101,93,194,76,123,199,29,36,65,2,2,4,Murisengo
2,4,6,19,6,25,16,21,37,24,23,47,6,7,13,3,4,7,Castelpizzuto
261,385,646,1301,1382,2683,1437,1261,2698,833,1097,1930,327,475,802,15,36,51,Molinella
6,11,17,35,30,65,60,54,114,39,47,86,8,14,22,0,0,0,Greggio
44,38,82,106,89,195,105,100,205,33,29,62,24,22,46,16,5,21,Santa Marina Salina
19,25,44,74,71,145,95,89,184,57,66,123,14,18,32,1,4,5,Diano San Pietro
59,49,108,138,168,306,151,132,283,85,136,221,27,26,53,1,1,2,Volpedo
48,52,100,175,185,360,173,142,315,84,112,196,29,36,65,2,0,2,Roddi
6,11,17,22,15,37,22,24,46,20,24,44,4,4,8,0,1,1,Doues
0,2,2,3,2,5,4,2,6,1,6,7,0,2,2,0,0,0,Malvicino
232,260,492,735,728,1463,765,619,1384,388,528,916,124,158,282,11,18,29,Lurago d'Erba
463,497,960,1407,1413,2820,2250,1744,3994,1267,1580,2847,693,1012,1705,161,345,506,Leverano
14,12,26,77,82,159,89,60,149,49,81,130,17,12,29,0,2,2,Pertusio
22,32,54,168,142,310,171,165,336,98,108,206,24,27,51,2,4,6,Roccafluvione
312,519,831,1332,1346,2678,2563,2149,4712,1157,1178,2335,506,778,1284,91,175,266,Villacidro
49,146,195,278,288,566,487,400,887,348,386,734,81,168,249,15,25,40,Bolotana
31,59,90,145,192,337,404,288,692,200,228,428,71,80,151,5,6,11,Narbolia
420,416,836,1662,1566,3228,1744,1654,3398,797,1247,2044,599,962,1561,170,153,323,Raffadali
447,515,962,1830,1734,3564,3680,3804,7484,2208,2847,5055,1169,1804,2973,582,556,1138,Palma di Montechiaro
25,39,64,188,179,367,329,319,648,188,189,377,66,99,165,13,22,35,Narcao
164,275,439,747,877,1624,1802,1387,3189,986,935,1921,389,575,964,52,140,192,Ittiri
57,79,136,269,275,544,456,375,831,217,242,459,72,108,180,7,12,19,Solarussa
303,426,729,838,863,1701,1158,981,2139,676,817,1493,332,597,929,69,76,145,Castelbuono
167,236,403,755,740,1495,911,786,1697,545,789,1334,169,178,347,5,10,15,Busca
76,82,158,304,321,625,430,351,781,244,380,624,69,77,146,10,2,12,Tollegno
144,234,378,530,609,1139,834,679,1513,427,427,854,121,180,301,11,18,29,Santa Giusta
72,100,172,439,416,855,412,363,775,131,202,333,73,89,162,3,7,10,Dro
3,3,6,23,23,46,34,22,56,22,23,45,3,1,4,0,0,0,Caprezzo
869,929,1798,2324,2434,4758,1966,1868,3834,821,1165,1986,382,479,861,15,33,48,Santa Marinella
17,25,42,53,58,111,86,60,146,54,80,134,18,24,42,0,4,4,Radicondoli
12,18,30,51,53,104,51,35,86,60,84,144,6,13,19,0,0,0,Allerona
469,587,1056,1668,1557,3225,1241,1204,2445,578,1043,1621,219,264,483,12,14,26,Cividale del Friuli
18,25,43,60,50,110,119,86,205,68,80,148,19,53,72,2,5,7,Ussassai
7,14,21,42,52,94,39,43,82,48,66,114,10,17,27,12,3,15,Tripi
138,210,348,736,706,1442,950,778,1728,471,779,1250,179,237,416,20,23,43,Goito
32,33,65,102,74,176,98,105,203,87,123,210,59,94,153,14,54,68,Castelvetere in Val Fortore
6,5,11,35,19,54,25,18,43,11,29,40,2,7,9,0,1,1,Fiamignano
41,79,120,220,197,417,268,229,497,112,155,267,49,72,121,1,7,8,Codevigo
6,7,13,30,30,60,22,28,50,24,38,62,2,3,5,0,0,0,Farini
344,393,737,927,975,1902,812,705,1517,461,625,1086,187,274,461,54,129,183,Belvedere Marittimo
63,92,155,486,427,913,409,366,775,266,338,604,71,81,152,2,3,5,Sella Giudicarie
22,27,49,102,109,211,112,93,205,73,100,173,12,35,47,2,9,11,Sessano del Molise
9,6,15,39,43,82,64,53,117,56,59,115,23,32,55,5,11,16,Guardia Piemontese
24,29,53,73,81,154,104,97,201,83,106,189,35,54,89,14,18,32,Castelgrande
10,13,23,58,53,111,98,75,173,47,61,108,14,12,26,0,1,1,Gandellino
15,11,26,48,40,88,64,56,120,35,39,74,25,28,53,1,0,1,Isola del Piano
50,77,127,298,236,534,242,224,466,186,257,443,51,82,133,1,6,7,Lamon
13,23,36,89,76,165,91,90,181,70,83,153,12,20,32,0,0,0,Ossimo
12,13,25,28,29,57,20,18,38,18,28,46,3,4,7,0,1,1,Carezzano
41,50,91,183,160,343,183,162,345,132,218,350,35,45,80,1,1,2,Belvedere Ostrense
58,111,169,408,464,872,642,478,1120,374,471,845,106,146,252,11,20,31,Dicomano
39,39,78,96,87,183,69,61,130,57,104,161,20,26,46,2,6,8,Ferrazzano
63,95,158,233,218,451,214,191,405,97,126,223,35,63,98,2,5,7,Monteprandone
23,20,43,94,110,204,90,55,145,95,115,210,19,28,47,4,3,7,Lajatico
67,75,142,397,358,755,436,369,805,185,255,440,84,112,196,3,4,7,Pasiano di Pordenone
0,0,0,6,4,10,2,3,5,2,5,7,0,0,0,0,0,0,Fabbrica Curone
71,92,163,378,422,800,273,274,547,237,295,532,54,76,130,3,1,4,Bobbio
950,1165,2115,2242,2140,4382,1792,1701,3493,979,1787,2766,349,532,881,39,105,144,Maglie
9,5,14,31,39,70,38,39,77,32,37,69,8,10,18,1,0,1,Villette
46,44,90,137,143,280,141,126,267,129,119,248,36,73,109,16,35,51,Vazzano
6,7,13,16,12,28,21,17,38,22,21,43,3,3,6,0,1,1,Oltressenda Alta
243,364,607,1161,1043,2204,1214,990,2204,636,866,1502,269,347,616,20,26,46,Musile di Piave
132,154,286,611,620,1231,1017,823,1840,616,807,1423,167,190,357,12,15,27,Adro
215,298,513,761,860,1621,786,675,1461,478,613,1091,164,200,364,5,22,27,Traversetolo
29,45,74,143,184,327,244,209,453,150,211,361,38,54,92,4,2,6,Bassignana
788,950,1738,2337,2406,4743,2452,2287,4739,1360,1995,3355,452,487,939,33,60,93,Erba
77,95,172,341,303,644,382,339,721,214,337,551,76,146,222,18,29,47,Nociglia
1241,1502,2743,3831,4029,7860,3850,3474,7324,2022,3245,5267,621,808,1429,54,103,157,Novi Ligure
39,36,75,143,135,278,118,117,235,90,133,223,13,22,35,1,1,2,Fai della Paganella
24,19,43,65,65,130,72,65,137,21,38,59,8,22,30,1,4,5,Campli
1589,1807,3396,4313,4708,9021,3509,3243,6752,1633,2411,4044,739,1029,1768,34,91,125,Albano Laziale
512,689,1201,1706,1718,3424,1678,1491,3169,831,1159,1990,296,336,632,10,20,30,Borgo San Dalmazzo
139,137,276,614,667,1281,1064,791,1855,593,899,1492,148,172,320,7,13,20,Gandino
76,91,167,268,253,521,318,236,554,217,297,514,85,151,236,9,20,29,Colletorto
25,21,46,97,115,212,161,127,288,84,135,219,28,27,55,1,4,5,Marcaria
42,63,105,163,168,331,291,225,516,146,218,364,34,40,74,1,1,2,San Germano Chisone
9,16,25,29,25,54,28,35,63,20,33,53,6,11,17,0,0,0,Verrua Savoia
119,115,234,393,435,828,615,500,1115,310,330,640,184,198,382,58,147,205,San Calogero
