Settore,Numero_Aziende,Addetti,Percentuale_Totale,Comune
Altro,752,Addetti,0.4711,Abano Terme
Industrie,174,Addetti,0.1387,Piovene Rocchette
Servizi,119,Addetti,28.2,Piovene Rocchette
Amministrazione,36,Addetti,26.5,Piovene Rocchette
Altro,153,Addetti,50.2,Piovene Rocchette
Industrie,31,Addetti,10.4,San Pietro in Cerro
Servizi,22,Addetti,5.4,San Pietro in Cerro
Amministrazione,8,Addetti,2.8,San Pietro in Cerro
Altro,15,Addetti,3.6,San Pietro in Cerro
Industrie,19,Addetti,4.8,Nosate
Servizi,12,Addetti,3.3,Nosate
Amministrazione,2,Addetti,0.5,Nosate
Altro,14,Addetti,3.9,Nosate
Industrie,2,Addetti,0.5,Selci
Servizi,32,Addetti,5.5,Selci
Amministrazione,9,Addetti,0.9,Selci
Altro,30,Addetti,8.0,Selci
Industrie,10,Addetti,1.6,Canale Monterano
Servizi,55,Addetti,8.2,Canale Monterano
Amministrazione,15,Addetti,16.6,Canale Monterano
Altro,64,Addetti,10.2,Canale Monterano
Industrie,2,Addetti,0.5,Bolognola
Servizi,1,Addetti,0.2,Bolognola
Amministrazione,3,Addetti,1.7,Bolognola
Altro,7,Addetti,3.2,Bolognola
Industrie,19,Addetti,56.8,Figline Vegliaturo
Servizi,20,Addetti,4.0,Figline Vegliaturo
Amministrazione,4,Addetti,3.6,Figline Vegliaturo
Altro,23,Addetti,4.0,Figline Vegliaturo
Industrie,28,Addetti,13.4,Ripe San Ginesio
Servizi,21,Addetti,4.2,Ripe San Ginesio
Amministrazione,13,Addetti,1.6,Ripe San Ginesio
Altro,22,Addetti,6.4,Ripe San Ginesio
Industrie,332,Addetti,0.1197,Orbetello
Servizi,482,Addetti,0.1146,Orbetello
Amministrazione,102,Addetti,0.1163,Orbetello
Altro,484,Addetti,0.1673,Orbetello
Industrie,76,Addetti,74.6,Pove del Grappa
Servizi,71,Addetti,21.8,Pove del Grappa
Amministrazione,2,Addetti,0.1,Pove del Grappa
Altro,83,Addetti,27.9,Pove del Grappa
Industrie,4,Addetti,2.2,Mezzane di Sotto
Servizi,27,Addetti,10.3,Mezzane di Sotto
Amministrazione,15,Addetti,13.4,Mezzane di Sotto
Altro,38,Addetti,14.0,Mezzane di Sotto
Industrie,42,Addetti,16.1,Badia Tedalda
Servizi,32,Addetti,6.0,Badia Tedalda
Amministrazione,15,Addetti,3.1,Badia Tedalda
Altro,24,Addetti,6.2,Badia Tedalda
Industrie,607,Addetti,0.3124,Silea
Servizi,47,Addetti,8.2,Silea
Amministrazione,35,Addetti,31.5,Silea
Altro,68,Addetti,24.4,Silea
Industrie,62,Addetti,45.4,Pedavena
Servizi,54,Addetti,11.5,Pedavena
Amministrazione,30,Addetti,14.1,Pedavena
Altro,86,Addetti,29.2,Pedavena
Industrie,12,Addetti,15.7,Ottiglio
Servizi,25,Addetti,3.5,Ottiglio
Amministrazione,3,Addetti,1.0,Ottiglio
Altro,24,Addetti,6.3,Ottiglio
Industrie,72,Addetti,21.7,Vailate
Servizi,58,Addetti,10.7,Vailate
Amministrazione,11,Addetti,15.0,Vailate
Altro,64,Addetti,16.2,Vailate
Industrie,93,Addetti,40.5,Piscina
Servizi,59,Addetti,10.0,Piscina
Amministrazione,21,Addetti,6.8,Piscina
Altro,55,Addetti,13.2,Piscina
Industrie,24,Addetti,14.2,Camisano
Servizi,22,Addetti,4.1,Camisano
Amministrazione,6,Addetti,2.6,Camisano
Altro,18,Addetti,4.2,Camisano
Industrie,8,Addetti,2.5,Andrate
Servizi,11,Addetti,2.5,Andrate
Amministrazione,7,Addetti,0.7,Andrate
Altro,15,Addetti,4.2,Andrate
Industrie,160,Addetti,0.2531,Pregnana Milanese
Servizi,111,Addetti,43.3,Pregnana Milanese
Amministrazione,31,Addetti,32.1,Pregnana Milanese
Altro,118,Addetti,44.7,Pregnana Milanese
Industrie,38,Addetti,15.7,Mercallo
Servizi,31,Addetti,5.7,Mercallo
Amministrazione,6,Addetti,3.1,Mercallo
Altro,23,Addetti,5.3,Mercallo
Industrie,107,Addetti,45.7,Lezzeno
Servizi,46,Addetti,9.2,Lezzeno
Amministrazione,14,Addetti,3.6,Lezzeno
Altro,50,Addetti,12.7,Lezzeno
Industrie,335,Addetti,0.5367,Beinasco
Servizi,305,Addetti,0.1182,Beinasco
Amministrazione,52,Addetti,48.9,Beinasco
Altro,386,Addetti,0.1431,Beinasco
Industrie,45,Addetti,48.9,Siniscola
Servizi,291,Addetti,80.9,Siniscola
Amministrazione,65,Addetti,87.5,Siniscola
Altro,283,Addetti,79.8,Siniscola
Industrie,472,Addetti,0.2751,Alpignano
Servizi,340,Addetti,88.7,Alpignano
Amministrazione,46,Addetti,54.0,Alpignano
Altro,296,Addetti,86.8,Alpignano
Industrie,73,Addetti,21.2,Terrasini
Servizi,231,Addetti,42.9,Terrasini
Amministrazione,33,Addetti,47.7,Terrasini
Altro,157,Addetti,60.7,Terrasini
Industrie,21,Addetti,7.2,Pettineo
Servizi,26,Addetti,3.6,Pettineo
Amministrazione,12,Addetti,11.4,Pettineo
Altro,24,Addetti,6.1,Pettineo
Industrie,44,Addetti,11.1,Bolognetta
Servizi,66,Addetti,13.5,Bolognetta
Amministrazione,19,Addetti,14.8,Bolognetta
Altro,55,Addetti,13.8,Bolognetta
Industrie,49,Addetti,11.3,Fluminimaggiore
Servizi,68,Addetti,12.9,Fluminimaggiore
Amministrazione,19,Addetti,9.8,Fluminimaggiore
Altro,58,Addetti,15.5,Fluminimaggiore
Industrie,30,Addetti,17.8,Pieve di Bono-Prezzo
Servizi,44,Addetti,11.0,Pieve di Bono-Prezzo
Amministrazione,32,Addetti,13.0,Pieve di Bono-Prezzo
Altro,48,Addetti,15.4,Pieve di Bono-Prezzo
Industrie,46,Addetti,24.2,San Bernardino Verbano
Servizi,11,Addetti,1.8,San Bernardino Verbano
Amministrazione,9,Addetti,1.4,San Bernardino Verbano
Altro,17,Addetti,3.8,San Bernardino Verbano
Industrie,44,Addetti,97.9,Lessona
Servizi,47,Addetti,11.6,Lessona
Amministrazione,17,Addetti,9.3,Lessona
Altro,75,Addetti,25.0,Lessona
Industrie,65,Addetti,31.2,Lessolo
Servizi,35,Addetti,7.0,Lessolo
Amministrazione,23,Addetti,3.2,Lessolo
Altro,44,Addetti,11.6,Lessolo
Industrie,19,Addetti,9.3,Palombara Sabina
Servizi,184,Addetti,26.3,Palombara Sabina
Amministrazione,40,Addetti,59.1,Palombara Sabina
Altro,199,Addetti,50.9,Palombara Sabina
Industrie,107,Addetti,34.1,Frosolone
Servizi,104,Addetti,18.9,Frosolone
Amministrazione,12,Addetti,10.7,Frosolone
Altro,78,Addetti,22.1,Frosolone
Industrie,35,Addetti,24.4,Sirolo
Servizi,117,Addetti,27.0,Sirolo
Amministrazione,27,Addetti,41.0,Sirolo
Altro,119,Addetti,24.0,Sirolo
Industrie,38,Addetti,38.3,San Marco dei Cavoti
Servizi,111,Addetti,15.8,San Marco dei Cavoti
Amministrazione,20,Addetti,40.2,San Marco dei Cavoti
Altro,125,Addetti,30.5,San Marco dei Cavoti
Industrie,12,Addetti,43.8,Genga
Servizi,53,Addetti,11.7,Genga
Amministrazione,13,Addetti,8.2,Genga
Altro,53,Addetti,15.6,Genga
Industrie,1,Addetti,0.8,Bessude
Servizi,6,Addetti,1.4,Bessude
Amministrazione,5,Addetti,1.0,Bessude
Altro,8,Addetti,3.1,Bessude
Industrie,9,Addetti,4.1,Aritzo
Servizi,58,Addetti,10.7,Aritzo
Amministrazione,29,Addetti,25.7,Aritzo
Altro,46,Addetti,16.9,Aritzo
Industrie,267,Addetti,1.0867,Atessa
Servizi,248,Addetti,47.4,Atessa
Amministrazione,49,Addetti,92.3,Atessa
Altro,272,Addetti,0.1261,Atessa
Industrie,64,Addetti,49.9,Rocca San Casciano
Servizi,52,Addetti,15.1,Rocca San Casciano
Amministrazione,24,Addetti,9.2,Rocca San Casciano
Altro,60,Addetti,17.0,Rocca San Casciano
Industrie,69,Addetti,46.3,Grosio
Servizi,68,Addetti,12.6,Grosio
Amministrazione,20,Addetti,16.8,Grosio
Altro,69,Addetti,27.1,Grosio
Industrie,384,Addetti,0.2791,Piombino Dese
Servizi,173,Addetti,48.6,Piombino Dese
Amministrazione,34,Addetti,35.8,Piombino Dese
Altro,176,Addetti,64.5,Piombino Dese
Industrie,47,Addetti,23.2,Settimo Vittone
Servizi,32,Addetti,8.2,Settimo Vittone
Amministrazione,14,Addetti,6.0,Settimo Vittone
Altro,44,Addetti,12.5,Settimo Vittone
Industrie,713,Addetti,0.6721,Rovereto
Servizi,849,Addetti,0.2752,Rovereto
Amministrazione,346,Addetti,0.564,Rovereto
Altro,1047,Addetti,0.5422,Rovereto
Industrie,76,Addetti,60.9,Castel Sant'Elia
Servizi,63,Addetti,11.2,Castel Sant'Elia
Amministrazione,25,Addetti,5.2,Castel Sant'Elia
Altro,39,Addetti,8.7,Castel Sant'Elia
Industrie,65,Addetti,15.9,Deliceto
Servizi,85,Addetti,14.3,Deliceto
Amministrazione,38,Addetti,13.8,Deliceto
Altro,76,Addetti,19.6,Deliceto
Industrie,13,Addetti,4.0,Pelugo
Servizi,6,Addetti,1.3,Pelugo
Amministrazione,4,Addetti,0.4,Pelugo
Altro,9,Addetti,2.7,Pelugo
Industrie,18,Addetti,5.5,Forenza
Servizi,64,Addetti,7.4,Forenza
Amministrazione,19,Addetti,6.0,Forenza
Altro,50,Addetti,11.8,Forenza
Industrie,44,Addetti,43.0,Rotondella
Servizi,43,Addetti,6.3,Rotondella
Amministrazione,14,Addetti,25.2,Rotondella
Altro,57,Addetti,18.6,Rotondella
Industrie,12,Addetti,3.7,Motta de' Conti
Servizi,9,Addetti,1.7,Motta de' Conti
Amministrazione,6,Addetti,7.0,Motta de' Conti
Altro,10,Addetti,2.4,Motta de' Conti
Industrie,59,Addetti,16.6,Giovo
Servizi,27,Addetti,5.5,Giovo
Amministrazione,31,Addetti,7.0,Giovo
Altro,31,Addetti,11.0,Giovo
Industrie,1,Addetti,2.6,Carentino
Servizi,4,Addetti,0.9,Carentino
Amministrazione,1,Addetti,0.2,Carentino
Altro,7,Addetti,1.7,Carentino
Industrie,11,Addetti,4.5,Molini di Triora
Servizi,25,Addetti,5.2,Molini di Triora
Amministrazione,5,Addetti,0.7,Molini di Triora
Altro,6,Addetti,0.6,Molini di Triora
Industrie,80,Addetti,20.3,Moneglia
Servizi,85,Addetti,13.3,Moneglia
Amministrazione,17,Addetti,8.3,Moneglia
Altro,118,Addetti,39.3,Moneglia
Industrie,127,Addetti,52.3,Portici
Servizi,1300,Addetti,0.1872,Portici
Amministrazione,169,Addetti,0.2476,Portici
Altro,1360,Addetti,0.3087,Portici
Industrie,25,Addetti,5.7,Castelcivita
Servizi,71,Addetti,8.9,Castelcivita
Amministrazione,8,Addetti,6.1,Castelcivita
Altro,37,Addetti,8.9,Castelcivita
Industrie,88,Addetti,51.9,Vandoies
Servizi,28,Addetti,6.7,Vandoies
Amministrazione,44,Addetti,14.9,Vandoies
Altro,62,Addetti,17.9,Vandoies
Industrie,566,Addetti,0.3218999999999999,Colle di Val d'Elsa
Servizi,427,Addetti,0.1014999999999999,Colle di Val d'Elsa
Amministrazione,103,Addetti,64.9,Colle di Val d'Elsa
Altro,485,Addetti,0.1362,Colle di Val d'Elsa
Industrie,15,Addetti,3.6,Vadena
Servizi,11,Addetti,2.9,Vadena
Amministrazione,12,Addetti,23.7,Vadena
Altro,22,Addetti,11.6,Vadena
Industrie,405,Addetti,0.1717,Pergine Valsugana
Servizi,382,Addetti,0.1183,Pergine Valsugana
Amministrazione,174,Addetti,0.1686,Pergine Valsugana
Altro,382,Addetti,0.1553,Pergine Valsugana
Industrie,1052,Addetti,0.5018,Trani
Servizi,1157,Addetti,0.2191,Trani
Amministrazione,164,Addetti,0.1828,Trani
Altro,881,Addetti,0.247,Trani
Industrie,26,Addetti,35.2,Borgo Val di Taro
Servizi,244,Addetti,47.2,Borgo Val di Taro
Amministrazione,64,Addetti,55.1,Borgo Val di Taro
Altro,325,Addetti,97.4,Borgo Val di Taro
Industrie,41,Addetti,17.8,Ponte in Valtellina
Servizi,34,Addetti,6.8,Ponte in Valtellina
Amministrazione,18,Addetti,16.0,Ponte in Valtellina
Altro,45,Addetti,18.0,Ponte in Valtellina
Industrie,45,Addetti,52.8,Castelnovo ne' Monti
Servizi,279,Addetti,63.9,Castelnovo ne' Monti
Amministrazione,54,Addetti,80.5,Castelnovo ne' Monti
Altro,424,Addetti,0.1385,Castelnovo ne' Monti
Industrie,234,Addetti,77.6,Policoro
Servizi,337,Addetti,76.8,Policoro
Amministrazione,13,Addetti,39.3,Policoro
Altro,340,Addetti,0.1534,Policoro
Industrie,8,Addetti,2.4,San Massimo
Servizi,19,Addetti,3.0,San Massimo
Amministrazione,9,Addetti,1.9,San Massimo
Altro,27,Addetti,7.7,San Massimo
Industrie,75,Addetti,24.6,Nova Siri
Servizi,143,Addetti,27.5,Nova Siri
Amministrazione,42,Addetti,21.5,Nova Siri
Altro,177,Addetti,45.0,Nova Siri
Industrie,321,Addetti,0.236,Roncade
Servizi,228,Addetti,54.7,Roncade
Amministrazione,49,Addetti,33.2,Roncade
Altro,239,Addetti,90.0,Roncade
Industrie,37,Addetti,14.1,Selva di Progno
Servizi,8,Addetti,1.7,Selva di Progno
Amministrazione,19,Addetti,14.0,Selva di Progno
Altro,28,Addetti,6.5,Selva di Progno
Industrie,210,Addetti,0.1437999999999999,San Giorgio di Piano
Servizi,144,Addetti,46.7,San Giorgio di Piano
Amministrazione,35,Addetti,40.4,San Giorgio di Piano
Altro,181,Addetti,66.2,San Giorgio di Piano
Industrie,44,Addetti,30.0,Dobbiaco
Servizi,55,Addetti,16.5,Dobbiaco
Amministrazione,53,Addetti,19.5,Dobbiaco
Altro,196,Addetti,49.8,Dobbiaco
Industrie,267,Addetti,0.1888,Collesalvetti
Servizi,368,Addetti,97.3,Collesalvetti
Amministrazione,91,Addetti,66.3,Collesalvetti
Altro,281,Addetti,0.1127999999999999,Collesalvetti
Industrie,128,Addetti,53.1,Montese
Servizi,95,Addetti,20.4,Montese
Amministrazione,26,Addetti,11.3,Montese
Altro,104,Addetti,31.7,Montese
Industrie,5,Addetti,1.8,Chiusaforte
Servizi,22,Addetti,3.5,Chiusaforte
Amministrazione,11,Addetti,2.6,Chiusaforte
Altro,29,Addetti,18.4,Chiusaforte
Industrie,11,Addetti,3.3,Careggine
Servizi,5,Addetti,0.5,Careggine
Amministrazione,4,Addetti,0.5,Careggine
Altro,16,Addetti,2.6,Careggine
Industrie,13,Addetti,4.9,Gildone
Servizi,16,Addetti,2.7,Gildone
Amministrazione,5,Addetti,3.8,Gildone
Altro,6,Addetti,0.6,Gildone
Industrie,22,Addetti,5.6,Aliano
Servizi,54,Addetti,6.7,Aliano
Amministrazione,10,Addetti,5.3,Aliano
Altro,27,Addetti,7.2,Aliano
Industrie,100,Addetti,90.0,Diano d'Alba
Servizi,115,Addetti,30.2,Diano d'Alba
Amministrazione,18,Addetti,16.6,Diano d'Alba
Altro,64,Addetti,22.1,Diano d'Alba
Industrie,75,Addetti,49.4,Pieve Santo Stefano
Servizi,74,Addetti,17.0,Pieve Santo Stefano
Amministrazione,51,Addetti,39.6,Pieve Santo Stefano
Altro,113,Addetti,37.3,Pieve Santo Stefano
Industrie,6,Addetti,2.1,Elva
Servizi,3,Addetti,0.7,Elva
Amministrazione,2,Addetti,0.2,Elva
Altro,0,Addetti,0.0,Elva
Industrie,1,Addetti,2.6,Usseglio
Servizi,3,Addetti,0.7,Usseglio
Amministrazione,11,Addetti,1.9,Usseglio
Altro,12,Addetti,3.5,Usseglio
Industrie,320,Addetti,0.1778,Capriolo
Servizi,155,Addetti,38.0,Capriolo
Amministrazione,25,Addetti,24.7,Capriolo
Altro,171,Addetti,65.3,Capriolo
Industrie,173,Addetti,0.1099,Strambino
Servizi,122,Addetti,28.8,Strambino
Amministrazione,38,Addetti,16.3,Strambino
Altro,144,Addetti,40.7,Strambino
Industrie,8,Addetti,4.9,Rivalba
Servizi,17,Addetti,3.3,Rivalba
Amministrazione,6,Addetti,1.4,Rivalba
Altro,17,Addetti,4.0,Rivalba
Industrie,173,Addetti,69.8,Loreto Aprutino
Servizi,171,Addetti,32.2,Loreto Aprutino
Amministrazione,42,Addetti,23.8,Loreto Aprutino
Altro,143,Addetti,43.5,Loreto Aprutino
Industrie,27,Addetti,18.7,Grizzana Morandi
Servizi,67,Addetti,14.1,Grizzana Morandi
Amministrazione,27,Addetti,12.7,Grizzana Morandi
Altro,106,Addetti,34.5,Grizzana Morandi
Industrie,14,Addetti,9.4,Zavattarello
Servizi,55,Addetti,6.9,Zavattarello
Amministrazione,7,Addetti,4.2,Zavattarello
Altro,28,Addetti,9.0,Zavattarello
Industrie,82,Addetti,26.0,Roggiano Gravina
Servizi,147,Addetti,21.0,Roggiano Gravina
Amministrazione,14,Addetti,33.5,Roggiano Gravina
Altro,100,Addetti,26.1,Roggiano Gravina
Industrie,151,Addetti,44.8,San Costanzo
Servizi,96,Addetti,13.9,San Costanzo
Amministrazione,21,Addetti,21.6,San Costanzo
Altro,69,Addetti,18.2,San Costanzo
Industrie,32,Addetti,20.1,Santa Cristina e Bissone
Servizi,31,Addetti,5.4,Santa Cristina e Bissone
Amministrazione,14,Addetti,5.7,Santa Cristina e Bissone
Altro,41,Addetti,9.5,Santa Cristina e Bissone
Industrie,162,Addetti,56.5,San Giovanni Gemini
Servizi,251,Addetti,45.7,San Giovanni Gemini
Amministrazione,28,Addetti,65.8,San Giovanni Gemini
Altro,163,Addetti,44.7,San Giovanni Gemini
Industrie,134,Addetti,40.9,Manciano
Servizi,202,Addetti,39.7,Manciano
Amministrazione,57,Addetti,38.0,Manciano
Altro,209,Addetti,69.9,Manciano
Industrie,50,Addetti,16.0,Monte Porzio Catone
Servizi,171,Addetti,26.0,Monte Porzio Catone
Amministrazione,22,Addetti,21.8,Monte Porzio Catone
Altro,158,Addetti,50.0,Monte Porzio Catone
Industrie,72,Addetti,33.9,Moscufo
Servizi,48,Addetti,9.8,Moscufo
Amministrazione,19,Addetti,13.6,Moscufo
Altro,39,Addetti,11.7,Moscufo
Industrie,79,Addetti,18.8,Soverato
Servizi,297,Addetti,45.1,Soverato
Amministrazione,51,Addetti,0.1167,Soverato
Altro,336,Addetti,67.6,Soverato
Industrie,5,Addetti,0.9,Vallerotonda
Servizi,49,Addetti,6.2,Vallerotonda
Amministrazione,14,Addetti,10.4,Vallerotonda
Altro,27,Addetti,5.7,Vallerotonda
Industrie,15,Addetti,5.2,Stignano
Servizi,18,Addetti,2.9,Stignano
Amministrazione,9,Addetti,4.1,Stignano
Altro,27,Addetti,5.7,Stignano
Industrie,21,Addetti,5.8,Sant'Ilario dello Ionio
Servizi,26,Addetti,3.7,Sant'Ilario dello Ionio
Amministrazione,10,Addetti,5.2,Sant'Ilario dello Ionio
Altro,23,Addetti,5.0,Sant'Ilario dello Ionio
Industrie,6,Addetti,1.7,Paspardo
Servizi,9,Addetti,1.9,Paspardo
Amministrazione,3,Addetti,0.5,Paspardo
Altro,8,Addetti,2.5,Paspardo
Industrie,29,Addetti,13.3,Fogliano Redipuglia
Servizi,44,Addetti,10.7,Fogliano Redipuglia
Amministrazione,20,Addetti,30.7,Fogliano Redipuglia
Altro,43,Addetti,15.8,Fogliano Redipuglia
Industrie,68,Addetti,57.2,Pagazzano
Servizi,23,Addetti,4.3,Pagazzano
Amministrazione,14,Addetti,3.7,Pagazzano
Altro,26,Addetti,9.3,Pagazzano
Industrie,464,Addetti,0.2326,Bresso
Servizi,504,Addetti,0.1844,Bresso
Amministrazione,74,Addetti,48.3,Bresso
Altro,616,Addetti,0.1852,Bresso
Industrie,76,Addetti,48.1,Barzana
Servizi,32,Addetti,5.8,Barzana
Amministrazione,11,Addetti,6.6,Barzana
Altro,26,Addetti,7.0,Barzana
Industrie,16,Addetti,6.8,Castorano
Servizi,53,Addetti,9.9,Castorano
Amministrazione,14,Addetti,19.4,Castorano
Altro,37,Addetti,11.6,Castorano
Industrie,49,Addetti,27.0,Cornedo all'Isarco
Servizi,28,Addetti,7.1,Cornedo all'Isarco
Amministrazione,66,Addetti,15.5,Cornedo all'Isarco
Altro,152,Addetti,42.7,Cornedo all'Isarco
Industrie,50,Addetti,16.6,Scerni
Servizi,69,Addetti,11.5,Scerni
Amministrazione,19,Addetti,17.8,Scerni
Altro,61,Addetti,16.1,Scerni
Industrie,13,Addetti,5.0,Barbona
Servizi,9,Addetti,1.7,Barbona
Amministrazione,1,Addetti,0.3,Barbona
Altro,5,Addetti,1.5,Barbona
Industrie,50,Addetti,18.4,Santa Maria la Longa
Servizi,23,Addetti,5.2,Santa Maria la Longa
Amministrazione,29,Addetti,12.6,Santa Maria la Longa
Altro,53,Addetti,17.9,Santa Maria la Longa
Industrie,33,Addetti,76.3,Malgesso
Servizi,9,Addetti,3.2,Malgesso
Amministrazione,6,Addetti,4.9,Malgesso
Altro,12,Addetti,2.6,Malgesso
Industrie,24,Addetti,44.7,Mariglianella
Servizi,88,Addetti,14.0,Mariglianella
Amministrazione,12,Addetti,15.3,Mariglianella
Altro,127,Addetti,32.7,Mariglianella
Industrie,26,Addetti,5.5,Carate Urio
Servizi,9,Addetti,1.2,Carate Urio
Amministrazione,4,Addetti,0.8,Carate Urio
Altro,39,Addetti,5.3,Carate Urio
Industrie,70,Addetti,48.8,Corbola
Servizi,44,Addetti,8.3,Corbola
Amministrazione,13,Addetti,9.2,Corbola
Altro,32,Addetti,11.0,Corbola
Industrie,207,Addetti,68.0,Sant'Agata di Militello
Servizi,361,Addetti,68.7,Sant'Agata di Militello
Amministrazione,91,Addetti,0.1558,Sant'Agata di Militello
Altro,294,Addetti,89.7,Sant'Agata di Militello
Industrie,43,Addetti,6.6,San Pietro a Maida
Servizi,109,Addetti,14.4,San Pietro a Maida
Amministrazione,13,Addetti,13.1,San Pietro a Maida
Altro,91,Addetti,10.2,San Pietro a Maida
Industrie,12,Addetti,3.1,Seui
Servizi,36,Addetti,5.3,Seui
Amministrazione,20,Addetti,24.9,Seui
Altro,26,Addetti,6.4,Seui
Industrie,59,Addetti,21.0,Pietralunga
Servizi,54,Addetti,9.4,Pietralunga
Amministrazione,21,Addetti,7.5,Pietralunga
Altro,54,Addetti,15.4,Pietralunga
Industrie,10,Addetti,4.2,Santo Stefano in Aspromonte
Servizi,44,Addetti,6.8,Santo Stefano in Aspromonte
Amministrazione,9,Addetti,9.5,Santo Stefano in Aspromonte
Altro,21,Addetti,3.8,Santo Stefano in Aspromonte
Industrie,78,Addetti,0.2122,Cittaducale
Servizi,111,Addetti,50.5,Cittaducale
Amministrazione,22,Addetti,69.8,Cittaducale
Altro,204,Addetti,85.0,Cittaducale
Industrie,15,Addetti,3.4,Montelparo
Servizi,18,Addetti,2.1,Montelparo
Amministrazione,16,Addetti,7.2,Montelparo
Altro,13,Addetti,1.4,Montelparo
Industrie,181,Addetti,0.1162,Quarto d'Altino
Servizi,166,Addetti,54.0,Quarto d'Altino
Amministrazione,42,Addetti,19.0,Quarto d'Altino
Altro,180,Addetti,78.8,Quarto d'Altino
Industrie,50,Addetti,44.8,Arena Po
Servizi,24,Addetti,6.6,Arena Po
Amministrazione,13,Addetti,8.5,Arena Po
Altro,34,Addetti,10.4,Arena Po
Industrie,24,Addetti,5.0,Mirabello Sannitico
Servizi,15,Addetti,2.4,Mirabello Sannitico
Amministrazione,11,Addetti,3.7,Mirabello Sannitico
Altro,23,Addetti,3.6,Mirabello Sannitico
Industrie,40,Addetti,0.1044,Quattordio
Servizi,31,Addetti,8.5,Quattordio
Amministrazione,13,Addetti,4.4,Quattordio
Altro,36,Addetti,9.5,Quattordio
Industrie,156,Addetti,91.0,Cura Carpignano
Servizi,55,Addetti,16.4,Cura Carpignano
Amministrazione,8,Addetti,3.2,Cura Carpignano
Altro,60,Addetti,29.6,Cura Carpignano
Industrie,28,Addetti,6.2,San Lorenzo del Vallo
Servizi,56,Addetti,8.5,San Lorenzo del Vallo
Amministrazione,6,Addetti,7.9,San Lorenzo del Vallo
Altro,39,Addetti,9.6,San Lorenzo del Vallo
Industrie,131,Addetti,52.4,Falerone
Servizi,135,Addetti,22.8,Falerone
Amministrazione,34,Addetti,14.8,Falerone
Altro,89,Addetti,22.8,Falerone
Industrie,26,Addetti,16.2,San Raffaele Cimena
Servizi,55,Addetti,11.8,San Raffaele Cimena
Amministrazione,11,Addetti,3.7,San Raffaele Cimena
Altro,79,Addetti,18.3,San Raffaele Cimena
Industrie,83,Addetti,64.3,Piedimulera
Servizi,43,Addetti,10.6,Piedimulera
Amministrazione,13,Addetti,2.8,Piedimulera
Altro,51,Addetti,20.3,Piedimulera
Industrie,22,Addetti,27.9,Conza della Campania
Servizi,14,Addetti,1.6,Conza della Campania
Amministrazione,9,Addetti,4.1,Conza della Campania
Altro,37,Addetti,8.3,Conza della Campania
Industrie,84,Addetti,35.7,Colli del Tronto
Servizi,62,Addetti,13.7,Colli del Tronto
Amministrazione,17,Addetti,6.4,Colli del Tronto
Altro,59,Addetti,17.3,Colli del Tronto
Industrie,167,Addetti,55.0,Vallo della Lucania
Servizi,350,Addetti,59.8,Vallo della Lucania
Amministrazione,34,Addetti,0.1282,Vallo della Lucania
Altro,322,Addetti,0.3713,Vallo della Lucania
Industrie,131,Addetti,95.5,Fagagna
Servizi,123,Addetti,28.2,Fagagna
Amministrazione,42,Addetti,18.4,Fagagna
Altro,155,Addetti,58.9,Fagagna
Industrie,46,Addetti,20.6,Gressan
Servizi,54,Addetti,12.1,Gressan
Amministrazione,27,Addetti,8.6,Gressan
Altro,150,Addetti,37.0,Gressan
Industrie,18,Addetti,6.1,Balestrino
Servizi,11,Addetti,2.3,Balestrino
Amministrazione,5,Addetti,0.5,Balestrino
Altro,11,Addetti,3.2,Balestrino
Industrie,34,Addetti,9.3,Cadegliano-Viconago
Servizi,10,Addetti,1.8,Cadegliano-Viconago
Amministrazione,9,Addetti,17.0,Cadegliano-Viconago
Altro,26,Addetti,11.0,Cadegliano-Viconago
Industrie,57,Addetti,30.0,Comezzano-Cizzago
Servizi,38,Addetti,7.6,Comezzano-Cizzago
Amministrazione,10,Addetti,4.1,Comezzano-Cizzago
Altro,30,Addetti,8.6,Comezzano-Cizzago
Industrie,5,Addetti,1.3,Chianche
Servizi,9,Addetti,1.9,Chianche
Amministrazione,5,Addetti,3.7,Chianche
Altro,17,Addetti,4.3,Chianche
Industrie,19,Addetti,12.1,Ameglia
Servizi,121,Addetti,27.0,Ameglia
Amministrazione,25,Addetti,15.0,Ameglia
Altro,165,Addetti,33.2,Ameglia
Industrie,8,Addetti,19.9,Brissago-Valtravaglia
Servizi,18,Addetti,4.4,Brissago-Valtravaglia
Amministrazione,6,Addetti,5.6,Brissago-Valtravaglia
Altro,29,Addetti,6.1,Brissago-Valtravaglia
Industrie,89,Addetti,32.4,Ne
Servizi,30,Addetti,6.1,Ne
Amministrazione,17,Addetti,11.4,Ne
Altro,58,Addetti,18.3,Ne
Industrie,38,Addetti,7.4,Trevignano Romano
Servizi,111,Addetti,20.8,Trevignano Romano
Amministrazione,10,Addetti,12.4,Trevignano Romano
Altro,92,Addetti,24.0,Trevignano Romano
Industrie,39,Addetti,16.1,Sicignano degli Alburni
Servizi,69,Addetti,12.1,Sicignano degli Alburni
Amministrazione,10,Addetti,8.2,Sicignano degli Alburni
